N	3gram	Bakhtin_Fr_1	Komedia
1	до сих пор	4	9
2	в том что	6	9
3	в самом деле	1	6
4	для того чтобы	1	6
5	в то же	1	4
6	то же время	1	4
7	к тому же	1	4
8	по отношению к	1	3
9	с точки зрения	3	3
10	в связи с	1	3
11	во всяком случае	1	3
12	с одной стороны	2	3
13	в какой мере	1	2
14	в этом отношении	3	2
15	дошедших до нас	2	2
16	с другой стороны	1	2
17	но все же	2	2
18	именно потому что	1	2
19	однако и в	1	1
20	потому что он	1	1
21	чуть ли не	1	1
22	в нем только	3	1
23	имеем в виду	1	1
24	потому что по	1	1
25	в том числе	10	1
26	так и не	3	1
27	нет ничего страшного	1	1
28	сих пор еще	3	1
29	на первый план	1	1
30	но как раз	1	1
31	и во многом	1	1
32	они принадлежат к	1	1
33	в отличие от	4	1
34	и не стал	1	1
35	к человеку и	1	1
36	и не может	1	1
37	может быть только	1	1
38	и далеко не	1	1
39	и в частности	2	1
40	как раз в	1	1
41	в самом начале	1	1
42	в настоящее время	1	1
43	один из них	1	1
44	хотя и без	1	1
45	в сущности за	1	1
46	он понимает что	1	1
47	одной стороны он	1	1
48	нашей работы в	1	1
49	но при этом	1	1
50	он называет его	2	1
51	из них не	1	1
52	но в основе	1	1
53	в разной степени	2	1
54	как бы в	1	1
55	так и в	2	1
56	можно сказать что	1	1
57	и до сих	1	1
58	в основе своей	2	1
59	и не знает	1	1
60	мы имеем в	1	1
61	в самом его	1	1
62	друг от друга	1	1
63	в отношении к	1	1
64	друг с другом	1	1
65	вовсе не является	2	1
66	так как он	1	1
67	том числе и	7	1
68	в свое время	2	1
