N	3gram	Losev_Dial_3	Myshleni
1	в том что	3	11
2	с точки зрения	14	9
3	так же как	2	7
4	в этом отношении	1	5
5	подобно тому как	4	4
6	то же самое	1	4
7	из того что	2	4
8	с этой точки	2	4
9	то время как	4	4
10	уже по одному	2	4
11	этой точки зрения	2	4
12	в то время	4	4
13	о том что	5	4
14	это значит что	21	4
15	сама по себе	4	4
16	такой же мере	1	3
17	в лучшем случае	1	3
18	до сих пор	1	3
19	с одной стороны	3	3
20	в такой же	1	3
21	не может быть	6	3
22	не только не	7	3
23	таким образом что	1	2
24	том что в	1	2
25	потому что в	1	2
26	в самом деле	5	2
27	так что в	1	2
28	а потому что	1	2
29	необходимо должно быть	1	2
30	и не может	1	2
31	в зависимости от	2	2
32	в одинаковой мере	2	2
33	то как я	1	2
34	и в частности	1	2
35	эта точка зрения	1	2
36	с другой стороны	2	2
37	от того что	1	2
38	само по себе	5	2
39	значит что он	4	2
40	на ту же	1	1
41	что иное как	6	1
42	то что с	1	1
43	одному тому что	2	1
44	это даже не	1	1
45	по одному тому	2	1
46	ничего не говорит	3	1
47	только сказать что	1	1
48	тем что оно	2	1
49	мы имеем в	1	1
50	не знает ни	1	1
51	более или менее	1	1
52	имеем в виду	1	1
53	на самом деле	1	1
54	во всем ее	1	1
55	никто никогда не	1	1
56	одной стороны и	1	1
57	же как и	1	1
58	то что является	1	1
59	если так то	1	1
60	на первый план	4	1
61	что он должен	1	1
62	сам по себе	5	1
63	на котором она	1	1
64	не менее чем	1	1
65	как это часто	1	1
66	и что можно	1	1
67	время как для	1	1
68	есть одно и	1	1
69	несмотря на свою	1	1
70	мы до сих	1	1
71	понятий без которых	1	1
72	и той же	1	1
73	это и значит	1	1
74	в силу этого	2	1
75	одно и то	2	1
76	он не в	1	1
77	знания не имеет	1	1
78	в применении к	1	1
79	и что в	1	1
80	имели в виду	1	1
81	так же невозможно	1	1
82	есть в сущности	2	1
83	не что иное	6	1
84	факта что все	1	1
85	того что он	3	1
86	это было бы	2	1
87	и то же	2	1
88	не могут быть	2	1
89	и что только	1	1
90	в связи с	1	1
91	ни на что	1	1
92	мы никогда не	1	1
93	исходит из того	1	1
94	может идти не	1	1
95	только что существует	1	1
96	во всяком случае	2	1
97	я не могу	1	1
98	тем не менее	10	1
99	и во всяком	1	1
100	и таким образом	1	1
101	есть не что	3	1
102	ни в каком	3	1
103	не менее эта	1	1
104	не есть нечто	3	1
105	что в сущности	1	1
106	спрашивается что же	1	1
107	мы не можем	2	1
108	отношении не может	1	1
109	том смысле что	1	1
110	как это и	1	1
111	того или иного	2	1
112	и никогда не	1	1
113	что она существует	1	1
114	же в природе	1	1
115	в этом заключается	1	1
116	и что оно	1	1
117	что это не	2	1
118	уже сама по	1	1
119	и здесь в	1	1
120	в то же	1	1
121	в вопросе о	2	1
122	заключается именно в	1	1
123	к тому что	2	1
124	в том смысле	1	1
125	одной и той	1	1
126	показывает что в	1	1
127	самом деле если	1	1
128	тех или иных	1	1
129	тем более не	2	1
130	ничто не может	1	1
131	той или иной	2	1
132	и вопрос о	1	1
133	не есть просто	4	1
