N	2gram	Tiupa_Anal_3	Problema
1	то что	2	42
2	вовсе не	1	35
3	то есть	10	33
4	и в	18	32
5	и не	12	31
6	не есть	4	29
7	в этом	14	19
8	не менее	4	19
9	тем не	2	18
10	не только	22	17
11	потому что	1	16
12	в себе	2	15
13	по себе	4	15
14	а не	9	15
15	но в	2	14
16	у нас	1	14
17	указывает на	3	14
18	может быть	9	14
19	как бы	10	14
20	что мы	2	13
21	в нем	2	13
22	как раз	7	13
23	сказать что	2	13
24	том что	12	12
25	что в	9	12
26	так и	14	12
27	а именно	1	12
28	о том	6	11
29	и даже	8	11
30	то же	3	10
31	отнюдь не	4	10
32	в этой	6	10
33	об этом	2	10
34	ничего не	3	10
35	прежде всего	5	10
36	еще не	6	9
37	но не	7	9
38	художественный образ	1	9
39	то с	1	9
40	того чтобы	1	9
41	но и	13	9
42	по своему	2	9
43	в данном	4	9
44	в том	9	9
45	в таком	1	9
46	и о	1	8
47	и ее	2	8
48	и на	4	8
49	все эти	2	8
50	на то	1	8
51	для того	1	8
52	было бы	3	8
53	он и	3	8
54	в своей	1	8
55	когда мы	2	8
56	данном случае	3	8
57	не может	2	8
58	но это	1	8
59	сам по	1	7
60	во всех	2	7
61	всех этих	1	7
62	в них	2	7
63	и является	1	7
64	как мы	1	7
65	здесь не	3	7
66	никогда не	5	7
67	того что	1	7
68	что он	4	7
69	только в	2	7
70	тем что	2	7
71	такого рода	5	7
72	все это	3	7
73	и все	2	7
74	во всяком	2	7
75	таком случае	1	6
76	самом деле	2	6
77	на самом	1	6
78	и есть	1	6
79	есть не	2	6
80	говорить о	3	6
81	но как	3	6
82	за пределы	1	6
83	и как	4	6
84	в самом	5	6
85	при этом	11	6
86	его в	3	6
87	это не	2	6
88	в то	3	6
89	таким образом	4	6
90	разного рода	1	6
91	и здесь	2	6
92	в его	7	6
93	этом смысле	1	6
94	так что	1	6
95	в конце	5	6
96	о чем	4	6
97	как это	3	6
98	хотя и	2	6
99	совершенно не	2	6
100	не имеют	1	5
101	мы уже	1	5
102	в своем	4	5
103	перед нами	4	5
104	то в	2	5
105	что она	2	5
106	далеко не	4	5
107	с тем	2	5
108	есть ни	1	5
109	связи с	1	5
110	той или	3	5
111	можно сказать	4	5
112	есть в	1	5
113	или иной	5	5
114	еще и	3	5
115	не является	5	5
116	тем более	1	5
117	мы должны	1	5
118	в их	6	4
119	мы и	1	4
120	сама по	2	4
121	в истории	1	4
122	как в	3	4
123	входит в	2	4
124	он есть	1	4
125	в отдельности	1	4
