N	3gram	Propp_Isto_5	Psycholo
1	для того чтобы	3	19
2	на то что	2	16
3	в том что	2	14
4	с одной стороны	7	12
5	в зависимости от	1	6
6	о том что	4	6
7	мы увидим что	1	6
8	в самом деле	1	5
9	до сих пор	2	5
10	с другой стороны	8	5
11	иметь в виду	1	3
12	никак не может	1	3
13	сам по себе	1	3
14	вместе с тем	6	3
15	из того что	1	3
16	с тем что	1	3
17	то что он	1	3
18	с самого начала	1	3
19	мы видим что	4	3
20	друг с другом	2	3
21	и т д	18	3
22	мы видим в	1	2
23	состоит в том	1	2
24	потому что в	1	2
25	в этом случае	7	2
26	мы должны будем	1	2
27	с точки зрения	1	2
28	в отличие от	1	2
29	потому что он	2	2
30	так же как	3	2
31	в данном случае	2	2
32	в том чтобы	2	2
33	если бы мы	2	2
34	таким образом мы	2	2
35	не только в	2	2
36	указывает на то	1	2
37	по себе не	1	2
38	образом мы видим	1	2
39	само по себе	1	2
40	не может быть	3	2
41	вопрос о том	1	2
42	мы знаем что	4	2
43	можно сказать что	1	2
44	совершенно очевидно что	1	2
45	и таким образом	2	2
46	на самом деле	1	2
47	сводится к следующему	1	1
48	с тем мы	1	1
49	на том что	2	1
50	что сказано выше	1	1
51	это означает что	1	1
52	по отношению к	2	1
53	мы обратим внимание	1	1
54	для наших целей	1	1
55	одной стороны и	1	1
56	же как и	2	1
57	что он не	1	1
58	мы перейдем к	1	1
59	один мог бы	1	1
60	то это означает	1	1
61	что и здесь	1	1
62	с этой точки	1	1
63	надо однако сказать	1	1
64	то время как	1	1
65	к ней и	1	1
66	том смысле в	1	1
67	но уже сейчас	1	1
68	и что он	1	1
69	на задний план	1	1
70	сказано выше о	1	1
71	как и вообще	1	1
72	однако сказать что	1	1
73	но вместе с	3	1
74	видели что в	1	1
75	она все же	1	1
76	что у него	1	1
77	для чего в	1	1
78	но так как	2	1
79	этой точки зрения	1	1
80	течение которых он	1	1
81	то что здесь	1	1
82	мы имеем здесь	2	1
83	то обстоятельство что	1	1
84	в то время	1	1
85	между героем и	1	1
86	и в русской	1	1
87	в свою очередь	1	1
88	после того как	3	1
89	сказать что эта	1	1
90	что один из	1	1
91	мы видели что	2	1
92	быть отнесены к	1	1
93	в том смысле	1	1
94	тем что он	2	1
95	но как только	1	1
96	знаем о нем	1	1
97	но для наших	1	1
98	мы еще не	1	1
