1	и т д	19	37
2	для того чтобы	1	21
3	в том что	7	12
4	о том что	2	12
5	в этом смысле	3	10
6	но также и	1	9
7	тем не менее	1	8
8	не может быть	3	8
9	до сих пор	2	5
10	том что такое	1	5
11	и т п	2	5
12	в том чтобы	1	5
13	т д но	2	5
14	к выводу что	1	5
15	в то же	4	5
16	то же время	4	5
17	в самом деле	1	5
18	с другой стороны	4	5
19	и в особенности	1	4
20	что иное как	1	4
21	не что иное	1	4
22	по крайней мере	4	4
23	так или иначе	1	4
24	с одной стороны	2	4
25	и тем не	1	3
26	одной стороны и	2	3
27	и в этом	3	3
28	по сравнению с	2	3
29	можно было бы	4	3
30	сама по себе	8	3
31	во всяком случае	2	3
32	в этом отношении	2	3
33	само по себе	5	3
34	можно сказать что	3	3
35	но все же	1	3
36	в чем же	1	3
37	но в то	1	3
38	тех или иных	1	3
39	только в том	1	2
40	дело в том	1	2
41	т д все	1	2
42	с точки зрения	12	2
43	может быть и	3	2
44	в связи с	1	2
45	т е не	1	2
46	можно представить себе	1	2
47	как она есть	3	2
48	потому что он	3	2
49	что же касается	1	2
50	то же самое	1	2
51	одной и той	1	2
52	не в том	1	2
53	точно так же	2	2
54	есть не что	1	2
55	и той же	1	2
56	т д в	1	2
57	представить себе что	1	2
58	в этих случаях	1	2
59	чтобы можно было	1	2
60	в конце концов	3	2
61	что в нем	3	2
62	и даже просто	2	1
63	имеется в виду	1	1
64	и есть то	1	1
65	нечего и говорить	1	1
66	наука не получила	1	1
67	е по существу	1	1
68	есть т е	1	1
69	мы имеем дело	1	1
70	не значит что	3	1
71	самого по себе	2	1
72	в сравнении с	1	1
73	бы ее ни	1	1
74	а не только	1	1
75	как один из	2	1
76	англичане и немцы	1	1
77	бы и не	1	1
78	и это есть	1	1
79	не существует и	1	1
80	одно и то	4	1
81	и об отношении	1	1
82	как он есть	1	1
83	что это есть	1	1
84	т е о	2	1
85	не наука а	1	1
86	может ли быть	1	1
87	уже и сейчас	1	1
88	но от этого	1	1
89	к тому что	2	1
90	то или иное	2	1
91	в качестве примера	2	1
92	потому что и	2	1
93	а между тем	1	1
94	том или ином	1	1
95	может быть названа	1	1
96	сам по себе	6	1
97	а потому что	1	1
98	а в том	1	1
99	всяком случае гораздо	1	1
100	д все это	1	1
101	при известных условиях	1	1
102	так как она	4	1
103	во главе с	1	1
104	деле то что	1	1
105	так а не	1	1
106	из того что	1	1
107	в них не	1	1
108	вообще т е	1	1
109	об отношении его	1	1
110	но уже и	2	1
111	можно говорить о	1	1
112	все же это	1	1
113	в каждом из	2	1
114	а именно в	1	1
115	каждом из них	1	1
116	а не иначе	1	1
117	если и нужно	1	1
118	с самого начала	1	1
119	той или иной	3	1
120	но что такое	2	1
121	на самом деле	2	1
122	по себе не	5	1
123	с этой стороны	2	1
124	отчет в том	1	1
125	тот смысл что	1	1
126	т е по	2	1
127	сказать что в	1	1
128	отношении его к	1	1
129	не просто как	2	1
130	не есть наука	1	1
131	природы таким образом	1	1
132	связи с этим	1	1
133	в разной степени	1	1
134	т д и	2	1
135	дело не в	1	1
136	не потому что	1	1
137	с одинаковым успехом	1	1
138	в нем есть	6	1
139	когда мы говорим	1	1
140	и понимать ее	1	1
141	мы уже знаем	1	1
142	здесь в малом	1	1
143	что оно имеет	1	1
144	только потому что	3	1
145	как бы ее	1	1
146	или нет и	1	1
147	только то что	3	1
148	и то же	4	1
149	и не в	1	1
