N	3gram	Losev_Prob_3	Istorich
1	и т д	13	16
2	в этих случаях	1	10
3	с другой стороны	5	8
4	во всех этих	1	6
5	не только в	2	5
6	о том что	3	5
7	так же как	1	4
8	с одной стороны	1	4
9	на первый взгляд	2	4
10	в тех случаях	1	4
11	тем не менее	10	4
12	в том что	9	4
13	этой точки зрения	2	3
14	с этой точки	1	3
15	не может быть	5	3
16	в данном случае	7	3
17	тех случаях когда	1	3
18	дело не в	2	3
19	то время как	4	2
20	точно так же	3	2
21	как и другие	1	2
22	но и в	2	2
23	т д в	1	2
24	но это не	1	2
25	на этот вопрос	1	2
26	до сих пор	2	2
27	в том чтобы	1	2
28	так и в	1	2
29	не исчезает из	1	2
30	мы не можем	1	2
31	в то время	4	2
32	то же что	1	2
33	как и в	1	2
34	что и в	3	2
35	о том как	2	1
36	таким образом что	1	1
37	не обязательна и	1	1
38	хотя и не	2	1
39	мы хотели бы	1	1
40	так что он	2	1
41	только потому что	2	1
42	сказать что в	1	1
43	самом деле и	1	1
44	с точки зрения	2	1
45	все дело в	1	1
46	что они не	1	1
47	а не в	1	1
48	происходит в мифе	1	1
49	это означает что	1	1
50	и может быть	1	1
51	будет сказать что	1	1
52	в самом деле	1	1
53	никак не может	2	1
54	он не только	1	1
55	т д и	4	1
56	в этом случае	5	1
57	же как и	2	1
58	то же самое	7	1
59	таким образом сама	1	1
60	ничем не отличается	1	1
61	только в том	1	1
62	и то и	1	1
63	в чистом виде	2	1
64	сама по себе	8	1
65	что он не	1	1
66	бы то ни	4	1
67	но он не	1	1
68	именно так как	1	1
69	можно было бы	3	1
70	не отличается от	1	1
71	очень близок к	1	1
72	и не в	1	1
73	то и другое	1	1
74	в таких случаях	2	1
75	то ни было	3	1
76	мы все же	1	1
77	то он не	1	1
78	это один и	1	1
79	то это значит	2	1
80	все же не	1	1
81	в связи с	7	1
82	и о ней	1	1
83	и потому что	1	1
84	только о том	2	1
85	здесь перед нами	2	1
86	более или менее	1	1
87	ответ на этот	1	1
88	но с другой	2	1
89	следующим образом когда	1	1
90	нечто отличное от	1	1
91	далеко еще не	1	1
92	это значит что	2	1
93	сих пор мы	1	1
94	скажем несколько ниже	1	1
95	и тем более	2	1
96	тоже может быть	1	1
97	и все они	1	1
98	ту или иную	1	1
99	или может быть	1	1
100	таким образом и	1	1
101	мы можем назвать	1	1
102	к тому что	1	1
103	тем более не	1	1
104	приводит нас к	1	1
105	для нас не	3	1
106	уже не в	1	1
107	не просто как	2	1
108	как мы видели	2	1
