N	2gram	Bakhtin_Fr_4	Tvorches
1	и в	29	20
2	в году	3	16
3	в романе	10	15
4	не только	10	13
5	никогда не	2	11
6	как бы	8	11
7	таким образом	20	10
8	в то	10	10
9	в его	8	10
10	и его	8	9
11	там же	3	9
12	и не	16	9
13	при этом	3	8
14	и с	9	8
15	в том	7	8
16	может быть	2	8
17	в этом	11	8
18	прежде всего	8	8
19	но и	9	8
20	то же	10	7
21	это не	5	7
22	же время	8	7
23	потому что	1	7
24	не может	2	7
25	что в	1	7
26	в целом	1	6
27	как и	12	6
28	в своей	5	6
29	что он	4	6
30	так и	11	6
31	в конце	9	6
32	у него	5	6
33	именно в	2	6
34	все это	4	6
35	еще не	4	5
36	и на	11	5
37	но не	2	5
38	все же	3	5
39	в этой	13	5
40	и сам	3	5
41	в мире	1	5
42	то есть	21	5
43	о том	2	5
44	и даже	3	5
45	но это	4	5
46	так же	7	5
47	мы не	1	4
48	все эти	9	4
49	что они	2	4
50	как в	2	4
51	хотя и	2	4
52	но в	12	4
53	за собой	1	4
54	в дальнейшем	3	4
55	на его	2	4
56	что она	1	4
57	что у	3	4
58	об этом	1	4
59	соответствии с	2	4
60	года и	2	4
61	если бы	1	4
62	ничего не	1	4
63	легенда о	1	4
64	в духе	1	4
65	в известной	3	4
66	в чем	3	4
67	мы видим	3	4
68	в соответствии	1	4
69	и потому	1	4
70	в терминах	1	4
71	и от	1	4
72	том что	3	4
73	же как	1	3
74	человека и	1	3
75	он сам	1	3
76	а с	1	3
77	в одной	2	3
78	это был	2	3
79	в себе	3	3
80	в нем	5	3
81	он не	3	3
82	в плане	4	3
83	в образе	4	3
84	так например	1	3
85	а затем	3	3
86	его в	9	3
87	и мы	2	3
88	в самом	1	3
89	в котором	2	3
90	в их	2	3
91	место в	2	3
92	своего рода	6	3
93	тем что	4	3
94	казалось бы	1	3
95	и это	2	3
96	быть может	2	3
97	с ним	2	3
98	до сих	1	3
99	уже не	2	3
100	для него	1	3
101	у нее	1	3
102	так как	7	3
103	то что	4	3
104	и др	4	3
105	превращается в	3	3
106	в свете	1	3
107	в кн	5	3
108	с этой	1	3
109	сих пор	1	3
110	нет ничего	2	3
111	один из	4	3
112	жизни в	2	3
113	одной из	2	3
114	в своих	2	3
115	к этому	2	3
116	в таком	1	3
117	и чуда	1	2
118	как известно	2	2
119	самом деле	1	2
120	и есть	4	2
121	по преимуществу	3	2
122	говорить о	1	2
123	со своими	2	2
124	и он	1	2
125	в ее	3	2
126	в быту	1	2
127	тут же	1	2
128	нет и	1	2
129	и наконец	2	2
130	в этот	1	2
131	унижения и	1	2
132	в которой	4	2
133	бы не	2	2
134	тому же	1	2
135	так сказать	2	2
136	и если	1	2
137	и по	5	2
138	том же	2	2
139	при помощи	1	2
140	особенно в	3	2
141	он же	1	2
142	и некоторых	1	2
143	такой же	3	2
144	не столько	2	2
145	в отличие	1	2
146	что я	2	2
147	их в	2	2
148	героем и	1	2
149	между людьми	1	2
150	так он	1	2
151	на него	1	2
152	другой стороны	3	2
153	что на	1	2
154	у нас	1	2
155	части романа	1	2
156	же не	2	2
157	как по	1	2
158	так в	1	2
159	роль в	3	2
160	известной мере	3	2
161	и что	1	2
162	в ту	2	2
163	все время	3	2
164	в литературе	4	2
165	к которому	2	2
166	не случайно	3	2
167	всякого рода	2	2
168	с ними	3	2
169	только в	2	2
170	и ее	1	2
171	всегда с	1	2
172	себя в	2	2
173	и у	2	2
174	уже в	2	2
175	в виде	1	2
176	или даже	1	2
177	и других	3	2
178	из них	6	2
179	его и	2	2
180	в одном	1	2
181	вовсе не	9	2
182	друг друга	2	2
183	отличие от	1	2
184	рядом с	5	2
185	с другой	4	2
186	на этот	1	2
187	и вообще	1	2
188	в частности	3	2
189	так мы	1	2
190	в россии	1	2
191	из этой	1	2
192	в первой	1	2
193	только для	4	2
194	и тогда	1	2
195	в основе	2	2
196	к самому	1	2
197	и без	1	2
198	из этого	2	2
199	включает в	1	2
200	но эти	2	2
201	а я	1	2
202	с новыми	1	1
203	вряд ли	1	1
204	ту же	1	1
205	нем нет	1	1
206	повторяются в	1	1
207	по адресу	2	1
208	как его	1	1
209	связана с	4	1
210	с кем	1	1
211	не имел	1	1
212	и должно	1	1
213	это и	5	1
214	имя которой	1	1
215	перед лицом	2	1
216	свою жену	1	1
217	поэтому он	1	1
218	из его	1	1
219	видеть в	1	1
220	в доме	3	1
221	века в	1	1
222	этот и	1	1
223	и за	3	1
224	мы уже	10	1
225	той же	3	1
226	в литературу	1	1
227	г в	1	1
228	со всех	1	1
229	и тут	1	1
230	в первый	1	1
231	большую роль	2	1
232	на место	1	1
233	со смертью	1	1
234	не была	1	1
235	не вполне	1	1
236	направо и	1	1
237	эпохи в	1	1
238	это отношение	1	1
239	в самих	1	1
240	этом плане	1	1
241	четыре раза	1	1
242	в сцене	1	1
243	всех сторон	1	1
244	г к	1	1
245	свою очередь	1	1
246	литературы и	1	1
247	он был	2	1
248	ту эпоху	2	1
249	с его	4	1
250	не без	1	1
251	создать образ	1	1
252	времени как	1	1
253	а тем	1	1
254	но как	3	1
255	почти до	1	1
256	в противоречии	1	1
257	не все	1	1
258	если в	2	1
259	в жизни	2	1
260	отношение к	1	1
261	в наиболее	1	1
262	и первый	2	1
263	с этим	1	1
264	перед нами	4	1
265	не замечая	2	1
266	и как	3	1
267	и речевая	1	1
268	новую жизнь	1	1
269	его к	2	1
270	и к	2	1
271	в противоположность	1	1
272	и детей	2	1
273	он дал	1	1
274	романе не	2	1
275	сливается с	1	1
276	что это	5	1
277	всего романа	2	1
278	за это	1	1
279	думать что	1	1
280	античной мифологии	1	1
281	он начинает	1	1
282	с их	1	1
283	нами в	1	1
284	и до	5	1
285	но его	1	1
286	после чего	1	1
287	на то	1	1
288	чтобы перед	1	1
289	например как	1	1
290	главным образом	1	1
291	мысли и	1	1
292	на площадях	1	1
293	после этого	2	1
294	о которой	1	1
295	эта система	2	1
296	не значит	1	1
297	эта последняя	1	1
298	к одному	1	1
299	первым и	1	1
300	в силу	1	1
301	и вот	3	1
302	на свое	1	1
303	эпохи был	2	1
304	на жизнь	1	1
305	плане образ	1	1
306	и независимо	1	1
307	можно было	1	1
308	что все	1	1
309	значение в	1	1
310	народной толпы	1	1
311	чего он	1	1
312	об этой	1	1
313	входит в	1	1
314	которого не	1	1
315	то все	1	1
316	в споре	2	1
317	в бытовом	1	1
318	ни в	2	1
319	в горниле	1	1
320	в париже	1	1
321	в них	7	1
322	как замену	1	1
323	мы видели	7	1
324	мы знаем	1	1
325	в один	2	1
326	остается в	1	1
327	не мог	2	1
328	в эту	3	1
329	в этих	2	1
330	во время	10	1
331	он дает	1	1
332	знаем что	1	1
333	всякий раз	1	1
334	не считал	1	1
335	и о	5	1
336	из области	1	1
337	образом и	3	1
338	но он	6	1
339	женского пола	1	1
340	даже в	1	1
341	сам он	2	1
342	без него	1	1
343	автора и	1	1
