N	3gram	Bakhtin_sl_1	Formalny
1	с точки зрения	8	13
2	то же время	12	8
3	в то же	12	8
4	и т д	5	8
5	более или менее	3	6
6	до сих пор	2	6
7	в свою очередь	2	6
8	не может быть	1	5
9	с одной стороны	4	4
10	во всяком случае	5	4
11	так и в	3	4
12	и т п	23	4
13	прежде всего в	1	3
14	в лучшем случае	2	3
15	бы то ни	1	3
16	по аналогии с	1	3
17	может быть и	1	3
18	как бы ни	2	3
19	бы ни были	2	2
20	а вовсе не	2	2
21	в нем и	1	2
22	и не в	1	2
23	и не может	2	2
24	в своей книге	1	2
25	в зависимости от	3	2
26	и в каждом	1	2
27	и в частности	1	2
28	в большинстве случаев	6	2
29	но в то	4	2
30	и в этом	2	2
31	не может войти	1	2
32	того или иного	2	2
33	взаимодействии с другими	1	2
34	не только не	1	2
35	может войти в	1	2
36	как мы видели	1	2
37	среда в которой	1	1
38	художественного произведения которое	1	1
39	одним словом в	1	1
40	еще далеко не	1	1
41	в сторону и	1	1
42	между поэтом и	1	1
43	поняты и изучены	1	1
44	же время и	1	1
45	в том и	2	1
46	это отношение к	1	1
47	не может не	5	1
48	на один из	1	1
49	и во всех	2	1
50	хотя бы и	3	1
51	в том что	1	1
52	своего предмета и	2	1
53	но и в	1	1
54	на самом же	1	1
55	в этом отношении	1	1
56	до последнего времени	2	1
57	быть более или	1	1
58	в противном случае	1	1
59	и в истории	1	1
60	со всех сторон	1	1
61	с этой точки	1	1
62	самый предмет изображения	1	1
63	не могло быть	1	1
64	мы видим что	1	1
65	в данном случае	3	1
66	до конца и	3	1
67	которая могла бы	1	1
68	т п на	1	1
69	то ни было	1	1
70	характерна точка зрения	1	1
71	и в то	5	1
72	а также и	1	1
73	не столько в	1	1
74	в отличие от	1	1
75	точки зрения самого	2	1
76	и потому не	1	1
77	так или иначе	1	1
78	и его содержание	1	1
79	входя в роман	2	1
80	и идеологической жизни	1	1
81	а не как	2	1
82	эта точка зрения	1	1
83	поэтом и его	1	1
84	в роман и	2	1
85	всех своих моментах	1	1
86	в точном смысле	1	1
87	с другой стороны	4	1
88	как в самом	1	1
89	и в том	2	1
90	самом же деле	1	1
91	социальная жизнь и	1	1
92	в широком смысле	2	1
93	этой точки зрения	1	1
94	определяется прежде всего	2	1
95	во всем своем	1	1
96	во всех своих	1	1
97	форма и содержание	1	1
98	в данную эпоху	1	1
99	мы остановимся здесь	1	1
100	каждого из этих	1	1
101	так и на	1	1
102	своего исторического существования	1	1
103	языка и наконец	1	1
104	с самого начала	1	1
105	здесь на почве	1	1
106	и непосредственно как	1	1
107	т п в	1	1
108	не выходит за	3	1
109	и вступает в	1	1
110	к действительности и	1	1
111	и с точки	1	1
112	не только на	2	1
113	к тому что	2	1
114	тех или иных	1	1
115	в отношении к	6	1
116	тем не менее	1	1
117	и всякое иное	1	1
118	в литературе и	1	1
119	в отвлечении от	1	1
120	в последнем счете	1	1
121	выходит за пределы	3	1
122	за его пределы	1	1
123	в иные моменты	1	1
124	в пределах одного	1	1
