N	2gram	Bakhtin_Pr_5	Myslijsy
1	потому что	8	49
2	то есть	16	30
3	и в	35	24
4	в душе	2	23
5	может быть	14	23
6	то что	10	20
7	и не	27	19
8	в том	5	18
9	а не	4	18
10	что в	6	16
11	не только	10	15
12	по себе	4	15
13	того же	1	14
14	при этом	2	13
15	в слове	6	13
16	не в	10	13
17	было бы	3	13
18	то же	15	12
19	но не	6	12
20	мы можем	2	12
21	не может	18	12
22	мы не	1	11
23	таким образом	7	11
24	вместе с	2	11
25	если бы	1	11
26	что и	3	11
27	только в	6	11
28	как в	5	10
29	в себе	5	10
30	для него	14	10
31	так что	5	10
32	так как	4	10
33	в сознание	1	10
34	независимо от	1	9
35	в нем	16	9
36	вовсе не	7	9
37	то и	1	9
38	но и	14	9
39	как бы	31	9
40	и на	6	8
41	в этом	14	8
42	том что	3	8
43	под влиянием	3	8
44	а в	7	8
45	в чем	4	7
46	во всех	3	7
47	с этим	3	7
48	мысль о	1	7
49	как и	18	7
50	всяком случае	4	7
51	не могут	1	7
52	прежде всего	12	7
53	тем что	4	7
54	того что	3	7
55	во всяком	4	7
56	между двумя	2	6
57	и как	2	6
58	и того	2	6
59	одного и	1	6
60	тем не	1	6
61	в то	11	6
62	связи с	1	6
63	есть только	2	6
64	свою очередь	1	6
65	между тем	4	6
66	и только	1	6
67	в одном	6	6
68	с другой	4	6
69	этого слова	5	6
70	в свою	1	6
71	если б	3	5
72	столь же	2	5
73	что они	6	5
74	все же	8	5
75	мертвых душ	1	5
76	уже в	3	5
77	бы не	2	5
78	есть не	1	5
79	не менее	2	5
80	по крайней	1	5
81	с ним	7	5
82	так и	8	5
83	о том	2	5
84	с другими	2	5
85	крайней мере	1	5
86	тот же	4	5
87	бы ни	1	5
88	слова в	6	5
89	из них	3	5
90	в них	4	5
91	для того	1	5
92	что не	4	5
93	и их	1	5
94	приводит в	1	5
95	слова есть	1	5
96	только для	1	5
97	или не	1	5
98	же в	1	5
99	в которой	2	5
100	а между	3	4
101	сам по	2	4
102	нам кажется	1	4
103	к другому	16	4
104	в самом	6	4
105	время как	2	4
106	еще не	7	4
107	но в	19	4
108	уже не	3	4
109	как он	2	4
110	так сказать	2	4
111	главным образом	1	4
112	и если	1	4
113	заключает в	1	4
114	в нее	1	4
115	сознание и	2	4
116	то все	2	4
117	с тем	3	4
118	такой же	3	4
119	в котором	3	4
120	сих пор	1	4
121	для меня	1	4
122	образом в	1	4
123	подобно тому	2	4
124	одна из	1	4
125	от их	1	4
126	сравнительно с	1	4
127	в некоторых	1	4
128	то время	1	4
129	так в	2	4
130	никогда не	4	4
131	и что	6	4
132	для самого	1	4
133	что он	24	4
134	с одной	1	4
135	и вместе	1	4
136	в других	1	4
137	до сих	1	4
138	там где	7	4
139	если не	1	4
140	в человеке	1	4
141	тому как	2	4
142	это последнее	1	4
143	что оно	2	4
144	от него	6	4
145	во время	5	4
146	мысли о	1	4
147	себе не	1	4
148	например в	2	3
149	и то	5	3
150	но тем	1	3
151	с таким	2	3
152	той же	2	3
153	есть нечто	1	3
154	но она	1	3
155	но даже	1	3
156	то это	1	3
157	не совсем	1	3
158	что его	2	3
159	хотя и	2	3
160	что это	4	3
161	в целом	3	3
162	чем бы	1	3
163	мы чувствуем	1	3
164	во многих	1	3
165	не как	3	3
166	оно должно	2	3
167	так например	1	3
168	человека в	1	3
169	и может	1	3
170	них не	1	3
171	на все	1	3
172	его в	4	3
173	это не	3	3
174	эту минуту	3	3
175	кажется что	2	3
176	рядом с	4	3
177	далеко не	1	3
178	в эту	4	3
179	в этих	2	3
180	и при	1	3
181	себе в	1	3
182	другим и	3	3
183	ни было	3	3
184	бы быть	1	3
185	в ней	2	3
186	мысли в	2	3
187	на него	5	3
188	об одном	1	3
189	оно не	1	3
190	как не	1	3
191	те же	2	3
192	мог бы	2	3
193	том как	1	3
194	и вообще	2	3
195	находится в	1	3
196	на вопрос	2	3
197	но мы	1	3
198	от них	1	3
199	и во	3	3
200	как например	1	3
201	и у	4	3
202	от другого	2	3
203	входят в	1	3
204	что на	2	3
205	становится для	2	3
206	в самой	1	3
207	смысле этого	2	3
208	слова и	11	3
209	но это	6	3
210	к другим	2	3
211	и для	8	3
212	и от	3	3
213	и человек	1	3
214	и все	15	3
215	только что	3	3
216	с ними	5	3
217	как на	1	3
218	в движение	2	2
219	без них	1	2
220	самом деле	10	2
221	на самом	9	2
222	отношения к	1	2
223	вопрос о	2	2
224	собою и	1	2
225	с его	7	2
226	совсем не	3	2
227	не то	1	2
228	не все	1	2
229	с которыми	2	2
230	по отношению	6	2
231	в общем	3	2
232	за пределы	3	2
233	сама по	1	2
234	может обойтись	1	2
235	могли бы	1	2
236	это определение	1	2
237	все эти	3	2
238	но на	4	2
239	кажется не	1	2
240	всех этих	2	2
241	как увидим	1	2
242	и по	2	2
243	на этом	2	2
244	одно и	3	2
245	ни был	2	2
246	но все	4	2
247	такого же	2	2
248	в каждом	6	2
249	в другом	12	2
250	может стать	1	2
251	в жизни	2	2
252	само собою	1	2
253	этого не	3	2
254	мы знаем	2	2
255	должно быть	3	2
256	что такое	1	2
257	они служат	1	2
258	от себя	5	2
259	но он	4	2
260	с такою	1	2
261	их в	2	2
262	для нее	1	2
263	тому что	2	2
264	если и	2	2
265	и его	14	2
266	что с	2	2
267	с теми	1	2
268	сказать что	3	2
269	самого начала	8	2
270	а тогда	1	2
271	но только	3	2
272	того чтобы	1	2
273	и весь	1	2
274	же время	10	2
275	к ней	2	2
276	во всем	4	2
277	мы бы	1	2
278	остаются вне	1	2
279	превращается в	1	2
280	как мысль	1	2
281	когда мы	1	2
282	его с	5	2
283	как для	1	2
284	что слово	1	2
285	и это	5	2
286	оно может	1	2
287	каждому из	1	2
288	действует на	1	2
289	что все	2	2
290	в себя	1	2
291	с самого	8	2
292	на другом	1	2
293	что у	6	2
294	что может	1	2
295	было в	2	2
296	после того	1	2
297	можно бы	1	2
298	и тою	1	2
299	и поэтому	1	2
300	нас в	1	2
301	это было	2	2
302	связь между	1	2
303	эти последние	1	2
304	этом смысле	3	2
305	в формах	1	2
306	один из	1	2
307	слово с	6	2
308	что только	1	2
309	вне себя	2	2
310	есть в	1	2
311	а то	1	2
312	и других	1	2
313	слово как	1	2
314	друг друга	2	2
315	но что	2	2
316	у него	4	2
317	к которому	1	2
318	такое же	2	2
319	а с	3	2
320	содержание его	1	2
321	себя и	8	2
322	между ними	1	2
323	у человека	2	2
324	не на	1	2
325	с первого	1	2
326	так же	7	2
327	сделать его	2	2
328	ко всем	1	2
329	и потому	1	2
330	несколько раз	2	2
331	некоторое время	1	2
332	что сознание	1	2
333	все это	14	2
334	в его	21	2
335	или в	2	2
336	бы в	4	2
337	мы должны	3	2
338	его уже	1	2
339	хотя бы	2	2
340	на более	1	2
341	отношении к	7	2
342	над собою	1	2
343	другой стороны	3	2
344	мысли но	1	2
345	но эти	2	2
346	даже и	3	2
347	к этому	1	2
348	я сказал	1	1
349	часть этого	1	1
350	я и	2	1
351	не иначе	1	1
352	ту же	1	1
353	в чем-то	3	1
354	одним из	1	1
355	отношение к	6	1
356	зависимость от	2	1
357	чтобы не	2	1
358	и действительно	1	1
359	не имел	1	1
360	он может	1	1
361	тех же	1	1
362	в законченные	1	1
363	последним так	1	1
364	а непосредственно	1	1
365	и так	4	1
366	и до	1	1
367	уже по	1	1
368	которыми он	1	1
369	мы уже	8	1
370	когда уже	1	1
371	и само	1	1
372	себе как	1	1
373	которую мы	1	1
374	от друга	1	1
375	как я	1	1
376	которое не	1	1
377	они были	1	1
378	и заставляет	1	1
379	себе что	1	1
380	род человеческий	1	1
381	всех сторон	1	1
382	и самого	1	1
383	на нем	1	1
384	в отличие	2	1
385	быть в	2	1
386	бы то	3	1
387	если так	1	1
388	мысль что	1	1
389	бы она	1	1
390	ними в	1	1
391	без которого	1	1
392	его так	1	1
393	но конечно	2	1
394	в ее	3	1
395	друг к	3	1
396	видели что	1	1
397	одно мгновение	1	1
398	но как	4	1
399	друг на	2	1
400	в сторону	2	1
401	для других	3	1
402	ответ на	1	1
403	и чужой	1	1
404	себе и	7	1
405	явлениями и	1	1
406	отличие от	2	1
407	друг от	1	1
408	когда например	1	1
409	на тот	1	1
410	его собственных	2	1
411	в одной	3	1
412	для всех	1	1
413	по которому	2	1
414	как к	5	1
415	очень трудно	1	1
416	ней в	1	1
417	перед нами	1	1
418	что по	1	1
419	и наконец	7	1
420	знаю что	2	1
421	не кажется	2	1
422	в этот	2	1
423	то в	2	1
424	сливается с	4	1
425	своего слова	3	1
426	бы и	2	1
427	вопрос почему	1	1
428	массою а	1	1
429	он в	4	1
430	на душу	1	1
431	за этим	1	1
432	что так	1	1
433	из опыта	1	1
434	только на	4	1
435	нами в	1	1
436	нем совсем	1	1
437	его и	3	1
438	и кто	3	1
439	нем но	1	1
440	тому же	3	1
441	не приводит	1	1
442	человек не	1	1
443	роли в	1	1
444	бы с	2	1
445	не следует	1	1
446	а просто	2	1
447	он не	13	1
448	есть именно	1	1
449	он должен	1	1
450	к одному	3	1
451	слово или	1	1
452	из виду	1	1
453	быть с	1	1
454	чтобы в	1	1
455	из него	1	1
456	никому не	1	1
457	последнее слово	4	1
458	значительной степени	1	1
459	всех отношениях	1	1
460	том же	1	1
461	что почти	1	1
462	то ни	3	1
463	же не	4	1
464	обойтись без	3	1
465	пределах сознания	1	1
466	же касается	1	1
467	радости и	1	1
468	об этом	1	1
469	и с	12	1
470	к другу	3	1
471	лишь в	7	1
472	входит в	1	1
473	он есть	2	1
474	известно что	1	1
475	приходит в	1	1
476	деле не	1	1
477	делает его	1	1
478	ни в	2	1
479	из нее	1	1
480	и неожиданными	1	1
481	превращаются в	1	1
482	и путем	1	1
483	друга что	1	1
484	для чего	1	1
485	мы видели	2	1
486	его слово	4	1
487	в тоне	2	1
488	же есть	1	1
489	общем не	1	1
490	я этого	2	1
491	можно сказать	1	1
492	или точнее	1	1
493	таким же	1	1
494	можно найти	1	1
495	а как	2	1
496	в такой	4	1
497	и без	4	1
498	же это	1	1
499	с точки	2	1
500	меня иначе	1	1
501	в их	1	1
502	человеком и	1	1
503	все и	4	1
504	в которых	2	1
505	мысли и	1	1
506	что уже	1	1
507	что я	13	1
508	вопрос кто	1	1
509	внутренней речи	5	1
510	поэтому в	1	1
511	которые в	1	1
512	друг другу	4	1
513	теми же	2	1
514	много раз	2	1
515	и эти	1	1
516	и более	1	1
517	в устах	1	1
518	может ни	1	1
519	бы иначе	1	1
520	же такое	1	1
521	можем сказать	2	1
522	раз и	3	1
523	сознании в	1	1
524	знал что	3	1
525	в таких	1	1
526	другой не	1	1
527	голоса на	1	1
528	для каждого	1	1
529	на котором	1	1
530	дело в	1	1
531	на себе	1	1
532	мы вспоминаем	1	1
533	что вы	2	1
534	появляется в	3	1
535	он мог	1	1
536	только не	1	1
537	тона и	3	1
538	найти в	1	1
539	и всегда	1	1
540	а еще	1	1
541	на меня	6	1
542	ничего не	3	1
543	слова как	1	1
544	находятся в	1	1
545	этих двух	2	1
546	или как	3	1
547	другой как	2	1
548	мыслей и	1	1
549	по своей	2	1
550	слове и	2	1
551	меня и	1	1
