N	3gram	Bakhtin_Pr_5	KulturaY
1	для того чтобы	1	15
2	в том что	2	15
3	с точки зрения	2	9
4	по отношению к	6	8
5	в самом деле	1	7
6	с другой стороны	3	6
7	о том что	1	5
8	в этом отношении	1	5
9	по крайней мере	1	5
10	во всяком случае	4	5
11	что же касается	1	4
12	до сих пор	1	4
13	том что он	1	4
14	тем не менее	1	4
15	в этом смысле	3	3
16	о том как	1	3
17	можно было бы	2	3
18	вместе с тем	1	3
19	в свою очередь	1	3
20	не может быть	3	3
21	и того же	1	2
22	сводится к тому	2	2
23	на самом деле	9	2
24	в том и	1	2
25	в этом случае	1	2
26	рано или поздно	1	2
27	так и в	2	2
28	в свое время	1	2
29	то же время	10	2
30	несколько слов о	1	2
31	и в самом	3	2
32	но все же	2	2
33	одного и того	1	2
34	в то же	10	2
35	к тому что	1	2
36	мы увидим что	2	2
37	если бы он	1	1
38	найдем ни одного	1	1
39	но уже и	1	1
40	но кроме того	1	1
41	сплошь да рядом	1	1
42	в него не	1	1
43	в сущности уже	1	1
44	с ними и	1	1
45	не в силах	2	1
46	не может но	1	1
47	этого не видел	1	1
48	и в особенности	1	1
49	никак не может	1	1
50	того или другого	1	1
51	так и не	1	1
52	как раз и	2	1
53	себе в этом	1	1
54	для себя и	1	1
55	и в то	2	1
56	в отличие от	2	1
57	в строгом смысле	1	1
58	в первом и	1	1
59	первого сына спровадил	1	1
60	но для этого	1	1
61	всего то что	1	1
62	и говорит и	1	1
63	к тому чтобы	2	1
64	не укладывается в	1	1
65	что все это	2	1
66	и ничего не	1	1
67	и не в	2	1
68	зачем живет такой	1	1
69	одно и то	3	1
70	даже и на	1	1
71	но уже совсем	1	1
72	того что он	2	1
73	до конца и	1	1
74	на тот случай	1	1
75	в противоречии с	1	1
76	и то же	3	1
77	не найдем ни	1	1
78	и вместе с	1	1
79	и с этой	1	1
80	к своему предмету	1	1
81	а вовсе не	1	1
82	но и с	1	1
83	то же слово	1	1
84	я не сказал	1	1
85	потому что они	1	1
86	лицом к лицу	1	1
87	рядом с этим	1	1
88	здесь как бы	1	1
89	это потому что	1	1
90	этого слова и	1	1
91	что он есть	1	1
92	это еще не	1	1
93	себя и для	1	1
94	тот случай если	1	1
95	до и после	1	1
96	той или иной	4	1
97	еще один пример	1	1
98	смысле этого слова	2	1
99	друг от друга	1	1
100	в большинстве случаев	2	1
101	в братьях карамазовых	3	1
102	по сравнению со	1	1
103	то что они	1	1
104	и в слове	2	1
105	в них не	1	1
106	на этот раз	2	1
107	сравнению со словом	1	1
108	что и в	1	1
109	это как не	1	1
110	для этого необходимо	2	1
