N	3gram	Propp_Isto_6	Vvedenie
1	и т д	8	36
2	для того чтобы	1	20
3	в том что	5	12
4	о том что	4	12
5	не может быть	3	8
6	тем не менее	1	8
7	до сих пор	4	6
8	к выводу что	1	6
9	т д но	1	5
10	с другой стороны	8	5
11	что иное как	1	4
12	по отношению к	2	4
13	и в особенности	1	4
14	в этом случае	6	4
15	можно было бы	2	4
16	на этот вопрос	1	4
17	т е в	2	4
18	в данном случае	3	4
19	не только в	4	4
20	так или иначе	1	4
21	во всяком случае	2	4
22	не что иное	1	4
23	с одной стороны	7	4
24	в прямом смысле	1	3
25	одной стороны и	1	3
26	с тем что	1	3
27	вместе с тем	3	3
28	и тем не	1	3
29	и в том	1	3
30	можно сказать что	1	3
31	но все же	2	3
32	как мы видели	2	3
33	в свое время	1	3
34	на том что	1	2
35	потому что он	2	2
36	в другом месте	1	2
37	если таким образом	1	2
38	подобно тому как	1	2
39	влечет за собой	2	2
40	что в нем	2	2
41	точно так же	2	2
42	на задний план	1	2
43	смысле этого слова	1	2
44	но вместе с	1	2
45	т д все	1	2
46	а также и	1	2
47	есть не что	1	2
48	в этих случаях	1	2
49	это еще не	2	2
50	мы уже знаем	2	2
51	т д в	1	2
52	свое время не	1	2
53	в подобных случаях	1	1
54	и вот почему	1	1
55	это есть та	1	1
56	только потому что	1	1
57	того что в	1	1
58	как один из	1	1
59	более или менее	1	1
60	но это только	1	1
61	всем что в	1	1
62	в своей работе	1	1
63	то или иное	1	1
64	в таком случае	1	1
65	но и в	2	1
66	только то что	2	1
67	совершенно ясно что	1	1
68	и др в	1	1
69	которой у нас	1	1
70	только одна сторона	1	1
71	с этой точки	1	1
72	и то что	1	1
73	тесно связано с	1	1
74	если бы ему	1	1
75	не похожи на	1	1
76	в зависимости от	1	1
77	одно и то	1	1
78	прийти к выводу	1	1
79	так же как	1	1
80	это может быть	1	1
81	вообще не существует	1	1
82	имеет свою предысторию	1	1
83	мы имеем в	4	1
84	и то же	1	1
85	а именно как	1	1
86	он представляет собой	1	1
87	т д мы	1	1
88	всяком случае не	1	1
89	это только одна	1	1
90	но на них	1	1
91	тем что в	1	1
92	лицом к лицу	1	1
93	этой точки зрения	1	1
94	в частности в	1	1
95	у него в	1	1
96	в общих чертах	1	1
97	от того что	1	1
98	таким образом мы	1	1
99	не потому что	1	1
100	в точности соответствует	1	1
101	что в ней	1	1
102	также и с	1	1
103	так как в	1	1
104	с этой стороны	1	1
105	как мы видим	1	1
106	правда в очень	1	1
107	после того как	2	1
108	и не потому	1	1
109	из этих двух	1	1
110	не значит что	1	1
111	в сравнении с	1	1
112	в них не	1	1
113	соответствии с этим	1	1
