N	2gram	Medvedev_F_3	Literetu
1	не только	9	24
2	при этом	8	19
3	в качестве	1	17
4	но и	10	17
5	в том	7	16
6	а не	17	16
7	в частности	1	15
8	том что	4	14
9	может быть	25	13
10	сознания в	1	12
11	и не	30	12
12	в этом	18	12
13	в своем	2	11
14	прежде всего	4	11
15	то что	8	10
16	или иначе	1	9
17	в целом	4	8
18	так или	1	8
19	не в	12	8
20	и в	27	8
21	только в	8	8
22	как это	4	8
23	я и	1	7
24	как бы	8	7
25	в себе	3	7
26	не менее	7	7
27	в его	7	7
28	уже не	3	7
29	как и	14	6
30	точки зрения	16	6
31	того что	3	6
32	связи с	5	6
33	в жизни	11	6
34	себя в	1	6
35	одним из	3	5
36	то же	15	5
37	отличие от	2	5
38	как в	4	5
39	в отличие	2	5
40	в то	7	5
41	искусства и	1	5
42	же время	7	5
43	же в	1	5
44	что он	6	5
45	уже в	4	5
46	не может	24	5
47	в данном	6	5
48	с этой	1	5
49	с его	2	5
50	тем самым	1	5
51	в своей	6	4
52	еще не	6	4
53	столь же	3	4
54	но не	5	4
55	в этой	2	4
56	в художественном	5	4
57	все же	6	4
58	перестает быть	2	4
59	не как	2	4
60	лишь в	9	4
61	литературного произведения	4	4
62	для этого	2	4
63	с миром	1	4
64	и его	19	4
65	данном случае	4	4
66	никогда не	5	4
67	так и	21	4
68	еще в	3	4
69	природы искусства	1	4
70	в формах	2	4
71	и тем	3	4
72	из них	2	4
73	в конце	3	4
74	друг друга	5	4
75	как раз	8	4
76	в связи	4	4
77	со стороны	4	4
78	это не	3	4
79	в своих	6	4
80	тех же	1	3
81	как совокупность	2	3
82	тем же	7	3
83	что его	1	3
84	по отношению	3	3
85	в самом	11	3
86	бы не	2	3
87	с их	1	3
88	в принципе	1	3
89	таким образом	18	3
90	исходя из	1	3
91	той же	3	3
92	его в	7	3
93	он и	3	3
94	художественного творчества	2	3
95	в их	1	3
96	но в	6	3
97	том же	1	3
98	на рубеже	1	3
99	дело в	2	3
100	одна из	2	3
101	в основе	3	3
102	не должен	1	3
103	в области	2	3
104	эстетический объект	1	3
105	в виду	3	3
106	в пределах	8	3
107	одного из	1	3
108	сводится к	5	3
109	нуждается в	3	3
110	не сводится	1	3
111	один из	1	3
112	сознание в	1	3
113	потому что	7	3
114	одно из	1	3
115	и даже	2	3
116	с другой	6	3
117	еще и	1	3
118	и др	2	3
119	не было	1	3
120	произведения искусства	1	3
121	мира в	1	3
122	да и	4	3
123	этой точки	1	3
124	при всем	1	3
125	жизни и	4	3
126	что в	8	3
127	а в	1	3
128	же и	4	3
129	во всяком	6	3
130	чтобы не	2	2
131	человека и	2	2
132	того же	3	2
133	и то	1	2
134	самом деле	16	2
135	вся поэтика	1	2
136	отношения между	2	2
137	должна быть	3	2
138	та же	1	2
139	в сущности	2	2
140	в кругозоре	1	2
141	а для	1	2
142	х годов	1	2
143	из того	1	2
144	то это	1	2
145	сознания а	1	2
146	то он	3	2
147	а только	1	2
148	отнюдь не	8	2
149	и нет	1	2
150	следующим образом	1	2
151	или иную	1	2
152	только то	3	2
153	все эти	6	2
154	из этих	2	2
155	как он	2	2
156	в нем	15	2
157	окружающей его	1	2
158	в нашей	1	2
159	не к	1	2
160	евгения онегина	1	2
161	подобно тому	4	2
162	на этом	2	2
163	художника как	1	2
164	было бы	6	2
165	на почве	2	2
166	для них	7	2
167	в слове	4	2
168	и того	1	2
169	всяком случае	6	2
170	с точки	14	2
171	жизни с	2	2
172	в россии	2	2
173	тем не	2	2
174	однако в	2	2
175	даже в	2	2
176	именно так	5	2
177	освободиться от	1	2
178	раз и	3	2
179	xviii века	2	2
180	автора а	1	2
181	дело не	2	2
182	и является	4	2
183	с читателем	1	2
184	в сознании	1	2
185	этом отношении	3	2
186	могут быть	4	2
187	к тому	4	2
188	должен быть	2	2
189	у достоевского	1	2
190	в себя	1	2
191	но при	2	2
192	роль в	4	2
193	в мире	1	2
194	ту же	2	2
195	или иной	2	2
196	является по	1	2
197	о том	4	2
198	с одной	1	2
199	не могло	2	2
200	между тем	7	2
201	и только	2	2
202	хотя бы	6	2
203	только на	4	2
204	то и	1	2
205	ту или	2	2
206	что для	1	2
207	для него	1	2
208	себе в	1	2
209	а потому	1	2
210	от тех	1	2
211	тем что	5	2
212	одной стороны	1	2
213	за пределы	2	2
214	превращается в	2	2
215	индивидуального сознания	1	2
