N	2gram	Losev_Vlad_2	Problemy
1	и в	30	46
2	то есть	7	40
3	и не	18	27
4	может быть	7	23
5	не может	9	19
6	как бы	5	19
7	в нем	4	17
8	в этом	20	16
9	у достоевского	2	16
10	не только	12	14
11	перед нами	1	12
12	как мы	11	12
13	но и	8	12
14	как и	5	12
15	и на	4	11
16	точки зрения	7	11
17	в одном	1	11
18	а не	7	11
19	не в	9	10
20	между ними	1	10
21	и к	6	9
22	в самом	2	9
23	с точки	3	9
24	и все	7	9
25	в его	11	9
26	в том	18	9
27	вовсе не	4	9
28	прежде всего	6	9
29	до сих	1	8
30	конечно не	4	8
31	сих пор	1	8
32	в сущности	2	7
33	еще не	1	7
34	в себе	6	7
35	и с	14	7
36	по себе	5	7
37	как раз	1	7
38	то же	4	6
39	никогда не	7	6
40	и он	4	6
41	хотя и	6	6
42	но в	8	6
43	к одному	1	6
44	ни в	7	6
45	что я	3	6
46	но это	4	6
47	и его	6	6
48	о нем	2	6
49	в него	1	6
50	что он	13	6
51	только в	6	6
52	друг друга	2	6
53	все это	5	6
54	мы увидим	1	6
55	в котором	5	5
56	с его	4	5
57	во всех	3	5
58	нам кажется	3	5
59	так сказать	1	5
60	при этом	5	5
61	особенно в	1	5
62	это не	2	5
63	в жизни	1	5
64	рядом с	1	5
65	в то	9	5
66	в самой	1	5
67	и сам	2	5
68	с самим	1	5
69	о том	4	5
70	же время	3	5
71	к нему	2	5
72	если мы	1	5
73	мы находим	2	5
74	так как	5	5
75	у него	19	5
76	жизни и	6	5
77	например в	1	4
78	самом деле	1	4
79	в их	2	4
80	мы не	2	4
81	но не	3	4
82	как в	3	4
83	все же	9	4
84	кроме того	9	4
85	знаю что	1	4
86	все эти	5	4
87	он не	4	4
88	таким образом	3	4
89	и наконец	4	4
90	он и	3	4
91	том что	12	4
92	в этих	4	4
93	своего рода	1	4
94	том же	3	4
95	любовь к	1	4
96	раз и	2	4
97	этих двух	1	4
98	во всем	1	4
99	потому что	9	4
100	здесь не	4	4
101	в себя	1	4
102	так и	5	4
103	в виду	2	4
104	и здесь	1	4
105	и других	1	4
106	можно сказать	4	4
107	же и	2	4
108	уже не	3	4
109	уже в	3	4
110	к ним	1	4
111	еще и	6	4
112	до конца	7	4
113	очень часто	1	4
114	да и	3	4
115	должно быть	3	4
116	а что	2	4
117	то что	20	4
118	что в	12	4
119	но эти	1	4
120	том числе	1	4
121	одним из	1	3
122	также и	6	3
123	сам по	2	3
124	и это	3	3
125	между двумя	1	3
126	и до	2	3
127	мы уже	2	3
128	той же	4	3
129	мы имеем	1	3
130	всех его	1	3
131	и о	4	3
132	мы и	1	3
133	то это	4	3
134	отношение к	4	3
135	себе и	2	3
136	отличие от	3	3
137	в той	2	3
138	в своем	8	3
139	более или	3	3
140	из этих	3	3
141	в этой	4	3
142	как он	2	3
143	на то	2	3
144	не к	1	3
145	их в	2	3
146	на этом	2	3
147	рассказ в	1	3
148	было бы	9	3
149	кажется что	2	3
150	далеко не	1	3
151	такой же	1	3
152	достоевского но	2	3
153	или менее	3	3
154	но если	1	3
155	и при	2	3
156	и их	1	3
157	в своей	5	3
158	в отличие	3	3
159	мы сказали	2	3
160	но он	3	3
161	в отношении	3	3
162	она не	2	3
163	правда в	2	3
164	дело в	3	3
165	на него	1	3
166	у меня	1	3
167	не могут	1	3
168	с собой	1	3
169	здесь нет	1	3
170	чем у	1	3
171	если бы	1	3
172	никак не	3	3
173	и что	5	3
174	и во	2	3
175	себя в	2	3
176	только на	1	3
177	а то	2	3
178	в конце	13	3
179	что и	3	3
180	бытия и	2	3
181	тем что	1	3
182	и даже	10	3
183	него в	4	3
184	так же	4	3
185	к своему	1	3
186	что же	8	3
187	по существу	3	3
188	но для	1	3
189	и для	3	3
190	еще более	3	3
191	того же	5	3
192	и другие	1	3
193	уже после	1	3
194	смысле слова	1	2
195	отношения к	3	2
196	а как	1	2
197	из своих	1	2
198	он как	1	2
199	мы здесь	1	2
200	он сам	2	2
201	мы будем	3	2
202	если в	1	2
203	в общем	2	2
204	нет и	1	2
205	в произведениях	1	2
206	с этим	5	2
207	как нам	1	2
208	когда он	1	2
209	целый ряд	1	2
210	и как	3	2
211	не было	10	2
212	его к	1	2
213	себе как	1	2
214	бы и	1	2
215	так в	1	2
216	в последний	3	2
217	в первых	1	2
218	время и	1	2
219	на том	1	2
220	свое время	1	2
221	никому не	1	2
222	и по	2	2
223	но дело	2	2
224	но все	2	2
225	об этом	6	2
226	на все	2	2
227	лишь в	1	2
228	хотя бы	3	2
229	он есть	1	2
230	этом смысле	1	2
231	и тем	1	2
232	к области	1	2
233	к годам	1	2
234	все равно	1	2
235	которую он	7	2
236	что такое	1	2
237	в которых	1	2
238	мысли и	2	2
239	не менее	7	2
240	которые в	1	2
241	не могли	3	2
242	уже сказали	1	2
243	всего его	1	2
244	достоевского так	1	2
245	того как	2	2
246	но она	1	2
247	не могло	1	2
248	следовательно и	1	2
249	того и	2	2
250	ничего не	2	2
251	только и	3	2
252	жизни не	1	2
253	к ней	3	2
254	отношении к	1	2
255	и является	1	2
256	то и	1	2
257	если только	1	2
258	у нас	6	2
259	к тому	2	2
260	людей в	2	2
261	без всякого	2	2
262	в произведении	1	2
263	и совершенно	1	2
264	можно было	2	2
265	те же	3	2
266	времени и	1	2
267	с ним	5	2
268	он работает	1	2
269	здесь в	2	2
270	единого и	1	2
271	но с	1	2
272	этот вопрос	1	2
273	пор не	1	2
274	поэтому и	1	2
275	он уже	5	2
276	здесь с	1	2
277	же он	1	2
278	так что	5	2
279	с нею	1	2
280	не принимает	1	2
281	слова не	1	2
282	для него	9	2
283	а в	11	2
284	с собою	1	2
285	последний раз	1	2
286	для этого	1	2
287	влияние на	1	2
288	на этот	4	2
289	его как	1	2
290	что так	1	2
291	что мы	1	2
292	вместе с	8	2
293	в данном	3	2
294	в первой	1	2
295	для понимания	1	2
296	сознании и	1	2
297	при всем	1	2
298	тоже может	1	2
299	в результате	5	2
300	для нас	7	2
301	есть уже	1	2
302	видения и	1	2
303	сказать что	11	2
304	есть и	2	2
305	в свое	1	2
306	во сне	2	2
307	во всяком	6	2
308	они не	1	2
309	я и	2	1
310	и то	5	1
311	этого последнего	2	1
312	так у	1	1
313	он хотел	1	1
314	и есть	2	1
315	из другого	1	1
316	по преимуществу	1	1
317	смерть в	1	1
318	собственном смысле	1	1
319	жизни здесь	1	1
320	в несколько	1	1
321	слово во	1	1
322	вы не	2	1
323	хорошо и	1	1
324	именно к	3	1
325	этом не	1	1
326	не вполне	2	1
327	на тему	1	1
328	начала в	1	1
329	это время	4	1
330	в ней	4	1
331	литературы и	1	1
332	которую можно	1	1
333	из той	1	1
334	время в	4	1
335	за свое	1	1
336	в нашем	1	1
337	но как	1	1
338	а только	1	1
339	менее всего	1	1
340	в новом	2	1
341	он пишет	2	1
342	он жалуется	1	1
343	в собственном	1	1
344	характер и	1	1
345	вследствие чего	1	1
346	как к	2	1
347	первых двух	2	1
348	духа и	1	1
349	себе не	1	1
350	он на	2	1
351	весь город	1	1
352	о самом	1	1
353	со своей	2	1
354	та же	1	1
355	что это	4	1
356	в целом	4	1
357	сказать о	3	1
358	зрения того	1	1
359	бы с	2	1
360	так или	3	1
361	есть для	2	1
362	без учета	1	1
363	знаем в	1	1
364	тоже не	1	1
365	учение о	3	1
366	еще один	2	1
367	вы меня	1	1
368	тому же	1	1
369	во многих	2	1
370	из его	2	1
371	с новым	2	1
372	и если	4	1
373	на его	4	1
374	что она	1	1
375	их может	1	1
376	человек не	2	1
377	одному из	1	1
378	к характеристике	1	1
379	высшей степени	1	1
380	они в	1	1
381	и еще	1	1
382	свою собственную	1	1
383	на таком	1	1
384	однако он	1	1
385	и вот	3	1
386	и единство	1	1
387	ней не	1	1
388	будем говорить	2	1
389	ведь был	1	1
390	человек он	1	1
391	это конечно	1	1
392	от нее	1	1
393	здесь мы	3	1
394	что все	1	1
395	это дано	1	1
396	об этой	1	1
397	связанных с	1	1
398	или два	1	1
399	а по	1	1
400	и иногда	1	1
401	его в	4	1
402	его личности	1	1
403	для нее	1	1
404	всеми своими	1	1
405	и мы	4	1
406	не знаете	1	1
407	другому а	1	1
408	ведь в	1	1
409	в них	3	1
410	на которую	1	1
411	и вы	2	1
412	в высшей	1	1
413	но лишь	1	1
414	несмотря на	4	1
415	здесь можно	2	1
416	друга в	1	1
417	мы знаем	4	1
418	своей новой	1	1
419	чем в	1	1
420	можно только	1	1
421	во время	1	1
422	бы на	1	1
423	что если	2	1
424	во второй	2	1
425	от своего	1	1
426	при изучении	1	1
427	я его	3	1
428	в такой	1	1
429	место в	1	1
430	не столько	3	1
431	степени не	1	1
432	что до	1	1
433	которой они	1	1
434	нем он	1	1
435	смысле а	1	1
436	но эта	1	1
437	не будем	1	1
438	но во	1	1
439	же тут	1	1
440	по всем	1	1
441	однако в	2	1
442	и под	1	1
443	даже в	2	1
444	а вот	2	1
445	и очень	2	1
446	то с	2	1
447	при всех	1	1
448	вплоть до	3	1
449	который определяется	1	1
450	но они	1	1
451	или что	1	1
452	самого начала	1	1
453	есть а	1	1
454	дело не	1	1
455	дальше что	1	1
456	тогда когда	2	1
457	что их	1	1
458	и притом	2	1
459	пушкина но	1	1
460	к этим	2	1
461	весь этот	1	1
462	в самых	2	1
463	чтобы стать	1	1
464	что вы	2	1
465	но только	1	1
466	и всегда	1	1
467	только его	2	1
468	и без	1	1
469	и весь	1	1
470	и лишь	1	1
471	всего на	2	1
472	ровно ничего	2	1
473	его можно	1	1
474	и нужно	2	1
475	именно его	1	1
476	почти никогда	1	1
477	достоевского можно	1	1
478	связи с	8	1
479	и сама	1	1
480	в более	2	1
481	в сознании	1	1
482	из истории	1	1
483	только с	1	1
484	не столь	1	1
485	как будто	2	1
486	жизни которое	1	1
487	в области	3	1
488	ну а	1	1
489	к отдельным	1	1
490	здесь та	1	1
491	начиная с	2	1
492	когда мы	3	1
493	последнее слово	1	1
494	нисколько не	2	1
495	с явным	1	1
496	к брату	2	1
497	нет мы	1	1
498	должны быть	1	1
499	и другим	1	1
500	все еще	1	1
501	уже на	3	1
502	он никогда	2	1
503	этого второго	1	1
504	приведем еще	1	1
505	здесь еще	1	1
506	некоторой степени	2	1
507	этой своей	1	1
508	им в	3	1
509	у себя	1	1
510	которого мы	1	1
511	того чтобы	2	1
512	не хочу	1	1
513	переписки с	1	1
514	данном случае	2	1
515	будет сказать	1	1
516	с самого	1	1
517	стремиться к	1	1
518	все из	1	1
519	и ту	2	1
520	на нее	1	1
521	не с	1	1
522	приходится это	1	1
523	во многом	1	1
524	еще в	2	1
525	я знаю	1	1
526	поэтому в	1	1
527	совершенно невозможно	1	1
528	и вообще	10	1
529	сообщение о	1	1
530	быть или	1	1
531	будем рассматривать	1	1
532	вот это	2	1
533	произведения как	1	1
534	не был	2	1
535	то уже	1	1
536	любовью и	1	1
537	его жизни	6	1
538	после того	2	1
539	все его	1	1
540	же самая	1	1
541	может не	1	1
542	от него	1	1
543	с теми	1	1
544	или иначе	3	1
545	и всякая	2	1
546	во втором	1	1
547	он все	2	1
548	хотел бы	2	1
549	любил и	2	1
550	наконец в	3	1
551	и она	2	1
552	и самые	1	1
553	эта тенденция	1	1
554	приносит с	1	1
555	в литературе	1	1
556	быть и	1	1
557	сюда он	1	1
558	в двух	2	1
559	пока речь	1	1
560	с каждым	1	1
561	в какой	1	1
562	для себя	5	1
563	князя и	1	1
564	после появления	1	1
565	должен был	3	1
566	он теперь	1	1
567	никак нельзя	3	1
568	точка зрения	1	1
569	и жизни	2	1
570	со всеми	1	1
571	с которыми	4	1
