N	2gram	Ircho_Kome_1	Problemy
1	и в	22	46
2	то есть	1	40
3	и не	8	27
4	может быть	9	23
5	не может	2	19
6	как бы	1	19
7	в нем	4	17
8	в этом	3	16
9	не только	10	14
10	перед нами	1	12
11	как мы	4	12
12	но и	11	12
13	как и	9	12
14	и на	3	11
15	точки зрения	4	11
16	в одном	8	11
17	не в	6	10
18	и к	1	9
19	в самом	2	9
20	и все	3	9
21	в его	5	9
22	в том	11	9
23	в большинстве	1	9
24	вовсе не	2	9
25	прежде всего	5	9
26	до сих	2	8
27	большинстве случаев	1	8
28	сих пор	2	8
29	или в	2	8
30	в сущности	2	7
31	еще не	2	7
32	в себе	2	7
33	и с	3	7
34	слова с	1	7
35	по себе	1	7
36	как раз	3	7
37	слова и	1	7
38	то же	6	6
39	и он	1	6
40	хотя и	3	6
41	но в	4	6
42	слово в	1	6
43	к одному	1	6
44	в каждом	1	6
45	ни в	6	6
46	но это	2	6
47	и его	8	6
48	о нем	1	6
49	что он	6	6
50	только в	3	6
51	друг друга	1	6
52	к себе	1	6
53	все это	5	6
54	в котором	4	5
55	во всех	1	5
56	по отношению	3	5
57	за пределы	2	5
58	при этом	5	5
59	особенно в	1	5
60	в жизни	1	5
61	в то	10	5
62	и сам	3	5
63	о том	8	5
64	же время	4	5
65	к нему	2	5
66	так как	4	5
67	у него	3	5
68	отношению к	3	5
69	жизни и	1	5
70	в их	4	4
71	мы не	3	4
72	на себя	2	4
73	но не	2	4
74	как в	5	4
75	все же	3	4
76	он не	3	4
77	людей и	1	4
78	таким образом	8	4
79	том что	12	4
80	в этих	1	4
81	том же	1	4
82	любовь к	1	4
83	во всем	1	4
84	потому что	5	4
85	в себя	2	4
86	приводит к	1	4
87	так и	5	4
88	всех возможных	1	4
89	и здесь	2	4
90	и других	7	4
91	слово может	1	4
92	уже в	5	4
93	мы можем	4	4
94	точек зрения	2	4
95	еще и	2	4
96	до конца	2	4
97	превращается в	1	4
98	да и	3	4
99	слово здесь	1	4
100	то что	2	4
101	не знает	1	4
102	совершенно не	1	4
103	что в	6	4
104	том числе	1	4
105	одним из	1	3
106	также и	1	3
107	сам по	1	3
108	и это	1	3
109	тем же	1	3
110	между двумя	1	3
111	здесь и	2	3
112	почти всегда	2	3
113	мы уже	1	3
114	той же	1	3
115	ни у	1	3
116	и о	3	3
117	мы и	1	3
118	то это	1	3
119	отношение к	3	3
120	отличие от	2	3
121	в той	1	3
122	в своем	1	3
123	более или	1	3
124	в условиях	1	3
125	из этих	1	3
126	в этой	7	3
127	как он	1	3
128	на то	3	3
129	не к	2	3
130	на этом	2	3
131	они должны	1	3
132	в мире	1	3
133	было бы	2	3
134	далеко не	1	3
135	такой же	2	3
136	или менее	2	3
137	но если	1	3
138	в отличие	1	3
139	но он	2	3
140	в передней	1	3
141	в отношении	6	3
142	правда в	2	3
143	по своей	2	3
144	на него	4	3
145	не могут	1	3
146	с ее	2	3
147	но при	1	3
148	и этим	1	3
149	с собой	1	3
150	и что	1	3
151	и во	2	3
152	и только	1	3
153	себя в	1	3
154	только на	1	3
155	а то	2	3
156	в конце	6	3
157	что и	4	3
158	тем что	4	3
159	и даже	5	3
160	с другой	5	3
161	отчего же	1	3
162	так же	3	3
163	к своему	1	3
164	жизнь и	1	3
165	что же	1	3
166	по существу	1	3
167	и для	1	3
168	его творчества	3	3
169	бы в	1	3
170	еще более	1	3
171	другой стороны	5	3
172	того же	2	3
173	и другие	1	3
174	а между	1	2
175	ту же	2	2
176	же как	3	2
177	или к	1	2
178	а как	1	2
179	вопрос о	3	2
180	из своих	1	2
181	не была	1	2
182	мы здесь	1	2
183	но конечно	1	2
184	друг на	1	2
185	не входит	1	2
186	почти до	1	2
187	если в	1	2
188	в общем	1	2
189	с этим	1	2
190	когда он	1	2
191	целый ряд	1	2
192	и как	3	2
193	его к	1	2
194	бы не	1	2
195	так в	4	2
196	в братьях	1	2
197	бы ни	1	2
198	время и	2	2
199	на том	1	2
200	и по	6	2
201	эпохи возрождения	1	2
202	но все	1	2
203	об этом	1	2
204	на все	2	2
205	хотя бы	1	2
206	своих целей	1	2
207	и тем	2	2
208	все равно	1	2
209	себя внимание	1	2
210	для своих	1	2
211	которую он	2	2
212	почти нет	1	2
213	почти не	2	2
214	в которых	1	2
215	не менее	3	2
216	одном из	4	2
217	которые в	1	2
218	не могли	1	2
219	всего его	1	2
220	того как	3	2
221	одна из	2	2
222	следовательно и	1	2
223	ничего не	3	2
224	к ней	2	2
225	отношении к	1	2
226	то и	2	2
227	у нас	3	2
228	могут быть	3	2
229	к тому	6	2
230	указывает на	2	2
231	в другом	4	2
232	можно было	1	2
233	те же	1	2
234	времени и	2	2
235	это вовсе	1	2
236	с ним	1	2
237	почему же	1	2
238	между тем	5	2
239	от них	2	2
240	тем как	2	2
241	здесь в	3	2
242	и следовательно	1	2
243	большей или	1	2
244	и одновременно	3	2
245	явления в	1	2
246	поэтому и	1	2
247	ему для	1	2
248	так что	1	2
249	раз в	2	2
250	не принимает	1	2
251	речь в	1	2
252	а в	6	2
253	в других	2	2
254	о которых	5	2
255	для этого	2	2
256	или меньшей	1	2
257	на этот	1	2
258	его как	1	2
259	вместе с	2	2
260	в духе	1	2
261	в данном	1	2
262	к жизни	1	2
263	если оно	1	2
264	этих явлений	1	2
265	в первой	2	2
266	этого слова	1	2
267	при всем	2	2
268	в результате	4	2
269	находим в	1	2
270	не дает	1	2
271	сказать что	1	2
272	остается на	1	2
273	выходят за	1	2
274	в античности	1	2
275	во всяком	2	2
276	все что	2	2
277	они не	1	2
278	к полному	1	1
279	выражено в	1	1
280	чтобы не	1	1
281	на самом	1	1
282	он может	1	1
283	перед лицом	3	1
284	из самых	1	1
285	мировоззрения и	1	1
286	в нашу	1	1
287	случае оно	1	1
288	в какой-то	1	1
289	народ на	1	1
290	от которых	1	1
291	видеть в	2	1
292	в доме	2	1
293	из всех	2	1
294	здесь нас	1	1
295	свою полную	1	1
296	а уж	1	1
297	о способах	1	1
298	именно к	1	1
299	их к	3	1
300	высказывания в	1	1
301	от своих	1	1
302	совпадает с	1	1
303	принадлежит к	2	1
304	на себе	1	1
305	сложнее и	1	1
306	от друга	1	1
307	после первого	1	1
308	из того	1	1
309	по замыслу	1	1
310	и заставляет	1	1
311	первого и	1	1
312	в каждой	1	1
313	замысла в	1	1
314	это время	2	1
315	в ней	1	1
316	он получает	1	1
317	которую можно	2	1
318	в последних	3	1
319	за свое	1	1
320	стилистических приемов	1	1
321	как правило	3	1
322	различия между	1	1
323	а только	1	1
324	же она	1	1
325	который мы	1	1
326	друг от	1	1
327	при первом	1	1
328	к сожалению	2	1
329	под его	1	1
330	каждая из	1	1
331	для создания	1	1
332	и речевых	1	1
333	из уст	1	1
334	все остальные	3	1
335	однако не	1	1
336	было только	2	1
337	мысль в	1	1
338	победа в	1	1
339	не являются	1	1
340	и художественного	1	1
341	всего как	1	1
342	да они	1	1
343	поэтому он	1	1
344	со своей	2	1
345	из жизни	1	1
346	что это	1	1
347	в целом	3	1
348	тон в	1	1
349	сказать о	1	1
350	бы с	1	1
351	так или	1	1
352	поражение в	1	1
353	тому же	6	1
354	на какой-то	1	1
355	из его	4	1
356	ставит нас	1	1
357	но прежде	1	1
358	на его	5	1
359	прибегают не	1	1
360	что она	1	1
361	к миру	1	1
362	что же?	1	1
363	политики и	1	1
364	одному из	2	1
365	высшей степени	1	1
366	и еще	3	1
367	в силу	2	1
368	и вот	4	1
369	что у	2	1
370	теперь от	1	1
371	это конечно	1	1
372	здесь мы	3	1
373	что все	1	1
374	это сопоставление	1	1
375	же не	1	1
376	на всю	3	1
377	от некоторых	1	1
378	на этой	1	1
379	говорить не	1	1
380	и иногда	1	1
381	его в	3	1
382	и подражание	1	1
383	которая как	1	1
384	отождествляется с	1	1
385	за ней	1	1
386	в них	3	1
387	ни одной	2	1
388	в высшей	1	1
389	и уже	1	1
390	всегда и	1	1
391	несмотря на	4	1
392	жизни но	1	1
393	мы знаем	2	1
394	быть также	1	1
395	по той	1	1
396	с огромной	1	1
397	можно только	1	1
398	во время	5	1
399	бы на	1	1
400	во второй	3	1
401	сторон и	2	1
402	не последнее	1	1
403	место в	3	1
404	прежней славы	1	1
405	поэтому мы	2	1
406	друг другу	1	1
407	того типа	1	1
408	однако в	3	1
409	и дидро	1	1
410	и под	1	1
411	даже в	3	1
412	тому что	1	1
413	и очень	1	1
414	между людьми	1	1
415	при всех	1	1
416	вплоть до	1	1
417	но они	1	1
418	самого начала	1	1
419	сделать и	1	1
420	что их	1	1
421	первая часть	1	1
422	и притом	2	1
423	к этим	3	1
424	и два	1	1
425	взглядами на	1	1
426	и внутренней	2	1
427	достигает своего	1	1
428	в самых	1	1
429	примерно в	4	1
430	и без	2	1
431	ярко выраженный	1	1
432	ему и	2	1
433	и сама	1	1
434	мы бы	1	1
435	в более	3	1
436	внешней и	2	1
437	в сознании	3	1
438	не столь	1	1
439	как будто	2	1
440	что на	1	1
