N	2gram	Vygotskiy__6	KFilosof
1	может быть	13	43
2	в его	3	39
3	в нем	7	31
4	не может	19	27
5	и не	11	26
6	по отношению	10	25
7	и в	28	22
8	в себе	4	21
9	в котором	2	21
10	отношению к	10	21
11	и его	3	17
12	в ее	1	17
13	а не	3	17
14	только в	18	16
15	в этом	27	13
16	точки зрения	13	13
17	и это	1	12
18	но не	10	12
19	ни в	1	12
20	для него	6	12
21	все эти	2	11
22	в своей	2	11
23	не в	4	11
24	к нему	1	11
25	во всех	4	10
26	в своем	7	10
27	это не	5	10
28	с точки	10	10
29	все это	2	10
30	в их	3	9
31	в целом	3	9
32	но и	10	9
33	как бы	11	9
34	и все	5	9
35	было бы	9	8
36	если бы	7	8
37	то что	28	7
38	во всем	1	7
39	должен быть	1	7
40	на основе	4	7
41	в себя	3	7
42	и здесь	3	7
43	что и	4	7
44	конечно не	1	7
45	вовсе не	1	7
46	я не	4	6
47	отношение к	7	6
48	отнюдь не	1	6
49	он не	7	6
50	не значит	1	6
51	этот момент	1	6
52	и только	3	6
53	совершенно не	1	6
54	уже не	1	6
55	и их	1	6
56	но это	2	6
57	в том	28	6
58	от своей	1	5
59	мы имеем	4	5
60	но как	3	5
61	все же	2	5
62	но в	5	5
63	не только	16	5
64	то же	7	5
65	но все	1	5
66	его в	6	5
67	как и	6	5
68	что я	2	5
69	от его	1	5
70	не имеет	6	5
71	никогда не	8	5
72	с ним	2	5
73	смысловое содержание	1	5
74	именно в	4	5
75	там где	7	5
76	в основе	3	5
77	не знает	3	5
78	быть в	1	4
79	в чем	6	4
80	при этом	3	4
81	не как	1	4
82	входит в	1	4
83	места в	1	4
84	тем самым	8	4
85	не по	3	4
86	в каком	1	4
87	с ними	2	4
88	и т.д	3	4
89	между тем	1	4
90	во всей	1	4
91	в одном	2	4
92	том что	19	4
93	для нас	2	4
94	а в	2	4
95	только как	1	4
96	что в	17	4
97	в своих	3	4
98	самом деле	2	3
99	на самом	1	3
100	из его	1	3
101	мы не	6	3
102	что это	1	3
103	слово не	2	3
104	еще не	8	3
105	и на	5	3
106	себе и	2	3
107	нет и	1	3
108	независимо от	3	3
109	и отношения	3	3
110	теории и	1	3
111	всех этих	1	3
112	для того	8	3
113	в каждом	3	3
114	в другом	2	3
115	этом смысле	2	3
116	рядом с	1	3
117	не должно	1	3
118	не менее	2	3
119	тогда когда	6	3
120	могут быть	5	3
121	ясно что	4	3
122	мне как	1	3
123	о том	1	3
124	и весь	1	3
125	не имеем	1	3
126	того что	24	3
127	в современной	1	3
128	и тем	5	3
129	и должна	1	3
130	тем что	8	3
131	от того	10	3
132	до конца	3	3
133	ближе к	1	3
134	в момент	1	3
135	по своему	2	3
136	котором он	1	3
137	от него	2	3
138	не должен	1	3
139	только с	1	3
140	в свою	1	3
141	в то	6	3
142	не остается	1	2
143	и то	4	2
144	он может	2	2
145	это и	3	2
146	чего не	3	2
147	едва ли	1	2
148	и должен	1	2
149	если я	4	2
150	вопрос о	5	2
151	только это	1	2
152	а для	1	2
153	этот факт	2	2
154	ему в	1	2
155	не нужно	1	2
156	с его	3	2
157	мышления как	2	2
158	в данном	2	2
159	жить и	1	2
160	к которой	2	2
161	один и	1	2
162	как в	3	2
163	как к	1	2
164	и как	6	2
165	от этого	3	2
166	в этой	5	2
167	нами в	2	2
168	и тот	1	2
169	как оно	3	2
170	в виде	1	2
171	и единство	1	2
172	определяется с	1	2
173	так и	6	2
174	и может	1	2
175	а по	3	2
176	действительности в	1	2
177	он ни	1	2
178	с тем	5	2
179	и само	1	2
180	сознания по	1	2
181	и того	4	2
182	возможности в	1	2
183	тем не	1	2
184	и под	1	2
185	по себе	3	2
186	случае мы	1	2
187	тому что	11	2
188	раз и	2	2
189	что есть	1	2
190	что эта	2	2
191	в определенной	1	2
192	дело не	1	2
193	мышления и	7	2
194	дело в	1	2
195	в процессе	9	2
196	того чтобы	10	2
197	в сознании	4	2
198	для другого	1	2
199	в области	6	2
200	не потому	1	2
201	и именно	1	2
202	бы он	1	2
203	той или	1	2
204	оно не	4	2
205	ничего общего	1	2
206	и когда	1	2
207	жизнь и	1	2
208	может не	1	2
209	вся эта	1	2
210	может иметь	1	2
211	логические отношения	1	2
212	тот же	1	2
213	дело с	2	2
214	что он	18	2
215	а с	1	2
216	именно на	1	2
217	в качестве	4	2
218	а это	3	2
219	не из	2	2
220	и других	7	2
221	его и	1	2
222	и навсегда	1	2
223	слова в	1	2
224	содержания и	1	2
225	были бы	2	2
226	или иной	1	2
227	для этого	2	2
228	прежде всего	2	2
229	только по	4	2
230	он и	1	2
231	если не	1	2
232	бы оно	2	2
