N	3gram	Tiupa_Lite_3	Tvorches
1	в то же	7	13
2	то же время	7	12
3	в том что	4	6
4	о том что	4	5
5	в конечном счете	1	4
6	в соответствии с	3	3
7	это как бы	1	3
8	это уже не	1	2
9	на самом деле	1	2
10	и т п	1	2
11	в этой связи	1	2
12	в данном случае	4	2
13	не только в	2	2
14	тем не менее	1	2
15	что иное как	1	1
16	хотя и не	1	1
17	но кто же	1	1
18	потому что не	2	1
19	и наконец в	1	1
20	к жизни в	2	1
21	вот в чем	1	1
22	то же самое	2	1
23	по отношению к	4	1
24	хотя бы и	1	1
25	в отличие от	5	1
26	у него не	1	1
27	в первую очередь	1	1
28	было в том	1	1
29	то что в	1	1
30	к человеку и	1	1
31	в мире не	2	1
32	бы то ни	2	1
33	во всей ее	1	1
34	в году он	1	1
35	вместе с тем	1	1
36	некоторые из них	1	1
37	и тем не	1	1
38	ту или иную	1	1
39	на этой почве	1	1
40	одного из них	1	1
41	то ни было	2	1
42	с одной стороны	4	1
43	в xix веке	1	1
44	но при этом	1	1
45	вот некоторые из	1	1
46	не только для	1	1
47	в связи с	1	1
48	каждой личности в	1	1
49	я не могу	1	1
50	мы все время	1	1
51	при этом с	1	1
52	и вот в	1	1
53	в свою очередь	1	1
54	и в самом	2	1
55	с другой стороны	2	1
56	человека в мире	1	1
57	но это не	1	1
58	не что иное	1	1
59	к тому что	1	1
60	в отношении к	1	1
61	на первый взгляд	1	1
62	к тому же	5	1
63	на наш взгляд	1	1
64	в глубине души	1	1
65	особое место в	2	1
