N	3gram	Ircho_Kome_1	Literetu
1	в том что	9	11
2	так или иначе	1	8
3	состоит в том	1	5
4	в отличие от	1	5
5	то же время	4	5
6	в то же	4	5
7	в данном случае	1	4
8	не только в	1	4
9	по аналогии с	1	3
10	с этой точки	1	3
11	том же году	1	3
12	этой точки зрения	1	3
13	и прежде всего	1	3
14	в том же	1	3
15	ли не в	1	2
16	по отношению к	3	2
17	не говоря уже	2	2
18	подобно тому как	1	2
19	в этом отношении	3	2
20	с одной стороны	3	2
21	но при этом	1	2
22	чуть ли не	1	2
23	во всяком случае	2	2
24	о том что	3	2
25	тем не менее	1	2
26	да и сам	1	2
27	не в состоянии	2	1
28	чтобы не сказать	1	1
29	на то что	2	1
30	в ответ на	1	1
31	в соответствии с	1	1
32	том что он	4	1
33	и не только	1	1
34	на мой взгляд	1	1
35	в зависимости от	1	1
36	для этой цели	1	1
37	бы то ни	2	1
38	можно было бы	1	1
39	а то и	2	1
40	он не мог	1	1
41	внешнее и внутреннее	1	1
42	в это время	1	1
43	в значительной степени	1	1
44	за собой и	1	1
45	мы узнаем о	1	1
46	жизни но и	1	1
47	в отношении к	1	1
48	говоря уже о	2	1
49	как один из	1	1
50	с другой стороны	5	1
51	едва ли не	3	1
52	не мог бы	1	1
53	по тем же	1	1
54	до сих пор	2	1
55	с самого начала	1	1
56	то ни было	2	1
57	может и не	1	1
58	во второй половине	2	1
59	в большинстве случаев	1	1
60	в том числе	1	1
61	к тому же	5	1
62	которые были для	1	1
63	с такой же	1	1
