N	4gram	Propp_Isto_6	Psycholo
1	в том что он	1	3
2	в том что она	1	3
3	в то время как	3	2
4	точно так же как	1	2
5	то или иное животное	1	1
6	и не может быть	1	1
7	в том смысле что	1	1
8	одно и то же	1	1
9	не что иное как	1	1
10	друг с другом и	1	1
11	и т д мы	1	1
12	с этой точки зрения	1	1
13	все больше и больше	2	1
14	то это значит что	1	1
15	и тем не менее	1	1
16	ту же роль что	1	1
17	может быть дано только	1	1
18	есть вместе с тем	1	1
19	так же как и	1	1
20	он ссылается на то	1	1
21	есть не что иное	1	1
