N	2gram	Vygotskiy__5	Stilisti
1	и в	30	42
2	не только	16	27
3	как бы	19	27
4	и т.п	1	24
5	прежде всего	4	22
6	и т.д	1	20
7	хотя бы	3	17
8	то же	7	15
9	но и	6	15
10	и не	6	14
11	не может	9	12
12	может быть	11	12
13	мы уже	6	11
14	как и	6	11
15	точки зрения	7	11
16	в этом	14	10
17	и как	7	10
18	как мы	5	10
19	мы должны	3	10
20	что мы	11	10
21	мы не	3	9
22	при этом	8	9
23	в то	2	9
24	для того	20	9
25	общественной жизни	1	9
26	то что	37	9
27	в ней	4	8
28	все же	7	8
29	в себе	5	8
30	таким образом	20	8
31	и это	8	8
32	с тем	8	8
33	что же	1	8
34	в зависимости	6	7
35	зависимости от	7	7
36	и на	3	7
37	в которой	3	7
38	было бы	5	7
39	и тем	6	7
40	так как	9	7
41	никогда не	9	7
42	потому что	23	7
43	того чтобы	20	7
44	ничего не	2	7
45	с его	2	7
46	слов и	2	7
47	только в	5	7
48	и его	6	7
49	мы можем	7	7
50	а не	8	7
51	и от	1	7
52	во всех	2	6
53	мы будем	1	6
54	точку зрения	1	6
55	в этой	5	6
56	на его	3	6
57	в нем	7	6
58	не в	8	6
59	в процессе	1	6
60	в области	1	6
61	когда мы	6	6
62	так и	3	6
63	другими словами	1	6
64	язык и	1	6
65	в форме	2	6
66	и так	2	6
67	в конце	4	6
68	или иной	2	6
69	речи и	1	6
70	в свою	3	6
71	той же	3	5
72	уже в	6	5
73	в нашем	2	5
74	что язык	1	5
75	в той	3	5
76	и наконец	3	5
77	одно и	3	5
78	и с	2	5
79	того или	1	5
80	же мы	1	5
81	мы видели	1	5
82	с точки	2	5
83	и той	2	5
84	тому что	8	5
85	в сознании	1	5
86	а в	4	5
87	не является	2	5
88	же самое	5	5
89	в его	4	5
90	и следовательно	2	5
91	и является	1	5
92	и их	1	5
93	слова в	1	5
94	тем у	1	5
95	мы никогда	2	5
96	с помощью	2	5
97	вместе с	12	5
98	как это	7	5
99	или иного	1	5
100	и то	9	4
101	самом деле	8	4
102	тем же	3	4
103	мы называем	2	4
104	себя в	1	4
105	что именно	5	4
106	и к	4	4
107	но в	5	4
108	в самом	14	4
109	что это	8	4
110	так сказать	1	4
111	уже не	1	4
112	можно было	3	4
