N	2gram	Propp_Isto_2	Russkaja
1	не может	5	22
2	и не	11	19
3	в том	6	17
4	в этом	11	17
5	и в	15	14
6	с другом	1	14
7	друг с	1	14
8	то что	12	13
9	то же	10	11
10	таким образом	7	11
11	в то	1	10
12	но и	14	10
13	в себе	4	9
14	не только	18	9
15	том что	7	9
16	может быть	17	9
17	того чтобы	2	8
18	прежде всего	5	8
19	самом деле	2	7
20	отнюдь не	1	7
21	и если	2	7
22	и с	4	7
23	к тому	5	7
24	не будет	1	7
25	о том	3	7
26	мы должны	4	7
27	ни к	1	7
28	к которой	1	6
29	и к	1	6
30	с тем	9	6
31	все это	3	6
32	и для	2	6
33	что он	24	6
34	для всех	1	6
35	на самом	2	6
36	вопрос о	4	5
37	и на	4	5
38	во всех	2	5
39	на то	3	5
40	в нем	7	5
41	при этом	4	5
42	он не	8	5
43	он должен	2	5
44	было бы	5	5
45	в своей	1	5
46	никогда не	15	5
47	потому что	9	5
48	и только	2	5
49	только в	6	5
50	хотя бы	2	5
51	до сих	6	5
52	себя и	2	5
53	по существу	2	5
54	сих пор	7	5
55	а в	12	5
56	и то	2	4
57	но не	2	4
58	все же	9	4
59	не в	7	4
60	в этой	4	4
61	на земле	1	4
62	в совершенно	1	4
63	что такой	1	4
64	его в	10	4
65	как и	2	4
66	в их	3	4
67	во всем	1	4
68	не могут	1	4
69	приводит к	2	4
70	идет речь	1	4
71	можно было	5	4
72	путь к	1	4
73	в его	6	4
74	чудесным образом	1	4
75	так как	14	4
76	со стороны	1	4
77	вместе с	7	4
78	что же	1	4
79	как бы	6	4
80	что в	12	4
81	к этой	4	4
82	и т	19	3
83	и этот	1	3
84	так чтобы	1	3
85	говорить о	1	3
86	еще не	9	3
87	он сам	1	3
88	из этих	3	3
89	что они	10	3
90	в самом	1	3
91	что это	6	3
92	главным образом	2	3
93	и по	2	3
94	в другом	9	3
95	для них	1	3
96	несмотря на	1	3
97	всех этих	3	3
98	но если	3	3
99	знаем что	12	3
100	быть признан	1	3
101	одна из	2	3
102	связи с	8	3
103	то это	6	3
104	приходит к	1	3
105	сводится к	1	3
106	при котором	1	3
107	и во	1	3
108	что и	6	3
109	того что	3	3
110	одной из	4	3
111	в качестве	3	3
112	из них	2	3
