N	2gram	Losev_Prob_2	VrazhdaK
1	не только	24	9
2	в этом	17	8
3	и в	35	8
4	и что	13	8
5	но и	16	7
6	и все	5	7
7	года в	1	7
8	то что	38	7
9	что в	11	7
10	все же	8	6
11	но в	6	6
12	в нем	1	6
13	как и	5	6
14	и с	10	6
15	о нем	2	6
16	и даже	11	6
17	то же	5	5
18	об этом	2	5
19	в то	6	5
20	между тем	1	5
21	не было	3	5
22	и не	37	5
23	в ней	2	4
24	что он	4	4
25	в истории	3	4
26	при этом	3	4
27	это не	1	4
28	несмотря на	3	4
29	все это	4	4
30	в виду	8	4
31	во многом	1	4
32	с ним	1	4
33	о том	18	4
34	для нас	9	4
35	уже в	3	4
36	может быть	18	4
37	как бы	4	4
38	в своих	3	4
39	так же	5	4
40	речь идет	2	3
41	одним из	1	3
42	я не	1	3
43	он был	1	3
44	с его	1	3
45	в своем	4	3
46	и как	4	3
47	раз в	1	3
48	на то	6	3
49	его в	3	3
50	он не	2	3
51	далеко не	4	3
52	и уже	1	3
53	том что	19	3
54	что есть	1	3
55	и его	1	3
56	связи с	5	3
57	по нашему	1	3
58	и о	4	3
59	что у	1	3
60	и во	1	3
61	в его	7	3
62	в том	12	3
63	давно уже	1	3
64	чтобы он	1	3
65	в конце	7	3
66	тем что	4	3
67	в связи	5	3
68	т е	1	3
69	к этому	1	3
70	отношения к	1	2
71	же как	1	2
72	и то	10	2
73	он сам	3	2
74	столь же	1	2
75	но как	6	2
76	человека с	1	2
77	отнюдь не	5	2
78	в известном	1	2
79	в той	2	2
80	его на	1	2
81	в этой	9	2
82	в себе	5	2
83	время и	2	2
84	о которой	1	2
85	в нашей	3	2
86	их в	4	2
87	таким образом	4	2
88	об этой	1	2
89	в глазах	1	2
90	в них	2	2
91	а с	1	2
92	не мог	1	2
93	на первый	4	2
94	во время	1	2
95	точки зрения	2	2
96	и ее	2	2
97	место в	1	2
98	он тоже	2	2
99	не менее	13	2
100	одна из	3	2
101	никогда не	1	2
102	и далее	1	2
103	в момент	1	2
104	на это	2	2
105	и это	5	2
106	же не	1	2
107	в в	2	2
108	еще не	10	2
109	а также	2	2
110	этот момент	1	2
111	тем более	10	2
112	с нею	2	2
113	уже не	8	2
114	при помощи	8	2
115	отношение к	1	2
116	к ним	1	2
117	как раз	8	2
118	как же	4	2
119	о чем	6	2
120	не может	13	2
121	вместе с	2	2
122	и а	2	2
123	в него	2	2
124	но это	6	2
125	же в	1	2
126	а в	4	2
127	а н	1	2
128	это в	2	2
129	которых не	1	1
130	можно говорить	3	1
131	также и	12	1
132	котором уже	1	1
133	не имел	2	1
134	это и	3	1
135	не сомневался	1	1
136	и есть	4	1
137	что слово	3	1
138	выяснилось что	1	1
139	по преимуществу	2	1
140	свое место	2	1
141	едва ли	9	1
142	уже по	1	1
143	в их	3	1
144	по его	1	1
145	вы не	1	1
146	той же	2	1
147	пока только	1	1
148	именно к	1	1
149	совпадает с	2	1
150	говорить о	10	1
151	в разные	2	1
152	это отношение	3	1
153	ему в	1	1
154	безо всякого	1	1
155	был знаком	1	1
156	и был	1	1
157	как ему	1	1
158	на них	1	1
159	первый план	3	1
160	по своему	5	1
161	а следовательно	1	1
162	совсем не	7	1
163	но не	4	1
164	а тем	3	1
165	заметим что	1	1
166	не все	4	1
167	если в	1	1
168	есть по	2	1
169	тут же	8	1
170	что они	3	1
171	к сожалению	6	1
172	выясняется что	1	1
173	первый взгляд	1	1
174	независимо от	2	1
175	как в	1	1
176	с этим	5	1
177	только об	1	1
178	дает нам	1	1
179	для всех	2	1
180	как нам	2	1
181	в мысли	1	1
182	и наконец	3	1
183	не являются	3	1
184	тут нет	1	1
185	то в	1	1
186	в самом	5	1
187	что это	1	1
188	мы получаем	1	1
189	в целом	3	1
190	не был	4	1
191	что же	9	1
192	и и	1	1
193	во многих	2	1
194	но ведь	3	1
195	этот вывод	1	1
196	не могла	1	1
197	да и	10	1
198	от которого	1	1
199	всех этих	4	1
200	же это	5	1
201	ведь не	1	1
202	пор мы	2	1
203	в силу	1	1
204	в плане	2	1
205	что ни	1	1
206	и этот	3	1
207	людей и	1	1
208	не будет	11	1
209	их и	1	1
210	не имело	1	1
211	в глубине	1	1
212	говорить не	1	1
213	входя в	1	1
214	это было	2	1
215	заключается в	4	1
216	было бы	8	1
217	ни разу	1	1
218	как общее	1	1
219	которой он	4	1
220	в москве	1	1
221	может идти	1	1
222	такой же	1	1
223	но я	1	1
224	в этих	4	1
225	или вообще	4	1
226	эта была	1	1
227	и их	3	1
228	что о	1	1
229	всяком случае	10	1
230	представление о	5	1
231	и уж	5	1
232	сам же	1	1
233	не будем	4	1
234	тем не	12	1
235	по крайней	6	1
236	через несколько	1	1
237	не могли	1	1
238	с такими	1	1
239	равно не	1	1
240	раз и	5	1
241	разные периоды	1	1
242	но они	1	1
243	тем самым	7	1
244	что эта	1	1
245	человека но	2	1
246	от нас	3	1
247	знаком и	8	1
248	не имеет	7	1
249	правда в	2	1
250	как о	3	1
251	это опять	1	1
252	только не	3	1
253	следовательно и	1	1
254	ничего не	10	1
255	это то	5	1
256	вне его	1	1
257	в другую	1	1
258	по своей	1	1
259	это слово	1	1
260	потому что	13	1
261	существуют в	1	1
262	никуда не	2	1
263	этом отношении	1	1
264	в каком	4	1
265	ли это	2	1
266	не знали	1	1
267	такие же	1	1
268	только от	1	1
269	м н	1	1
270	конечно гораздо	1	1
271	во все	2	1
272	отличается от	2	1
273	не есть	33	1
274	уже на	1	1
275	действительно можно	1	1
276	ничего общего	3	1
277	и относительной	1	1
278	с ее	1	1
279	но при	2	1
280	это будет	3	1
281	имеет никаких	2	1
282	только при	2	1
283	но мы	3	1
284	то время	1	1
285	роль в	2	1
286	и сам	2	1
287	так и	7	1
288	на нее	1	1
289	ясно что	8	1
290	чем все	1	1
291	нам уже	1	1
292	не переставал	1	1
293	еще в	2	1
294	том как	1	1
295	на большую	1	1
296	и вообще	16	1
297	подавляющее большинство	1	1
298	во всяком	13	1
299	до сих	4	1
300	представляющий собой	1	1
301	нас в	3	1
302	к нему	2	1
303	во всех	2	1
304	говорить об	3	1
305	во всей	1	1
306	крайней мере	6	1
307	тотчас же	2	1
308	и можно	3	1
309	возникает вопрос	1	1
310	в свете	3	1
311	не знаю	1	1
312	если это	2	1
313	в литературе	1	1
314	тех пор	4	1
315	имеется в	3	1
316	этом смысле	5	1
317	один из	3	1
318	этой аксиомы	1	1
319	но с	1	1
320	оказалось что	2	1
321	ли он	3	1
322	то он	1	1
323	и кончая	1	1
324	и раньше	1	1
325	это же	1	1
326	в качестве	2	1
327	мы бы	3	1
328	быть весьма	1	1
329	тем чтобы	1	1
330	а это	3	1
331	что для	3	1
332	ни с	2	1
333	говорит о	1	1
334	никто не	3	1
335	пока не	3	1
336	в известной	1	1
337	в одном	1	1
338	друг друга	1	1
339	каждый из	2	1
340	он отличается	1	1
341	не просто	11	1
342	от того	1	1
343	нужно было	1	1
344	в н	2	1
345	и речи	3	1
346	о своей	1	1
347	и реальных	1	1
348	с другой	6	1
349	немалую роль	1	1
350	именно в	1	1
351	все равно	3	1
352	быть прежде	1	1
353	прежде всего	11	1
354	только по	2	1
355	нашему мнению	1	1
356	до конца	1	1
357	и самый	4	1
358	в ту	1	1
359	что из	2	1
360	нет ничего	2	1
361	в частности	5	1
362	с первого	1	1
363	свете этой	1	1
364	д в	1	1
365	или по	4	1
366	знаем о	1	1
367	из которых	2	1
368	это за	2	1
369	того что	12	1
370	указанием на	1	1
371	в свое	1	1
372	лет назад	3	1
373	еще раз	1	1
374	известном смысле	1	1
375	в условиях	2	1
376	сих пор	4	1
377	наши исследователи	1	1
378	оба они	1	1
379	между прочим	1	1
380	но для	1	1
381	периоды его	1	1
382	ближе к	1	1
383	и от	3	1
384	о котором	3	1
385	хотя и	3	1
386	бы в	3	1
387	еще более	2	1
388	конце концов	7	1
389	но зато	2	1
390	уже давно	5	1
391	но вот	2	1
392	нем самом	1	1
393	о своем	2	1
394	быть и	2	1
395	только как	3	1
396	другой стороны	5	1
397	мы считаем	2	1
398	бы его	2	1
399	из этого	2	1
400	только о	8	1
401	гораздо хуже	1	1
402	к этой	1	1
403	который не	1	1
404	как на	2	1
405	в таком	11	1
406	точно так	3	1
407	все что	3	1
408	они не	1	1
