N	3gram	Losev_Dial_1	FransuaR
1	в то же	4	6
2	то же время	4	6
3	с точки зрения	12	5
4	до сих пор	2	4
5	не может быть	3	4
6	в этом отношении	2	3
7	но в то	1	3
8	с одной стороны	2	3
9	о том что	2	3
10	с другой стороны	4	3
11	можно сказать что	3	2
12	но даже и	1	2
13	только то что	3	2
14	и даже в	1	2
15	содержит в себе	3	2
16	и в то	2	2
17	по сравнению с	2	2
18	ступени своего развития	1	2
19	во всяком случае	2	2
20	но все же	1	2
21	точка зрения на	1	1
22	только потому что	3	1
23	имеет своим предметом	1	1
24	он совершенно не	1	1
25	ровно ничего не	3	1
26	дело в том	1	1
27	себе выражения в	1	1
28	одной стороны и	2	1
29	со всеми ее	1	1
30	до известной степени	1	1
31	ни в коем	1	1
32	и та же	2	1
33	в первую очередь	1	1
34	на что не	2	1
35	на самом же	1	1
36	но все это	2	1
37	что в нем	3	1
38	и той же	1	1
39	есть то что	1	1
40	свой смысл и	1	1
41	в коем случае	1	1
42	в том чтобы	1	1
43	далеко не всегда	1	1
44	таким образом и	1	1
45	и в особенности	1	1
46	в конце концов	3	1
47	она никогда не	1	1
48	если она и	1	1
49	в чем же	1	1
50	и в отношении	1	1
51	прежде всего необходимо	2	1
52	друг с другом	1	1
53	ни на что	2	1
54	их очень много	1	1
55	на короткий срок	1	1
56	одна и та	2	1
57	я имею в	1	1
58	в нем есть	6	1
59	в меру этого	1	1
60	и более общее	1	1
61	имею в виду	1	1
62	но также и	1	1
63	на точку зрения	2	1
64	на самом деле	2	1
65	мы можем сказать	2	1
66	можем сказать что	2	1
67	с наукой и	2	1
68	самом же деле	1	1
69	в новое время	1	1
70	на то что	4	1
71	и смерти с	1	1
72	одной и той	1	1
73	можно судить о	1	1
74	мы сказали что	1	1
75	и ни на	1	1
76	для того чтобы	1	1
77	в том что	7	1
78	вовсе не было	1	1
79	не нуждается в	3	1
