N	2gram	Bakhtin_Pr_3	DiskursI
1	в себе	6	19
2	при этом	4	17
3	в этом	16	16
4	как и	18	16
5	и в	34	16
6	может быть	19	16
7	и не	29	15
8	а не	9	14
9	отличие от	2	12
10	то есть	1	12
11	в отличие	2	12
12	но в	16	11
13	в мире	4	11
14	но и	12	11
15	не только	10	10
16	том что	3	10
17	своего рода	2	10
18	так и	6	9
19	не может	19	9
20	как в	4	8
21	в том	3	8
22	но не	4	7
23	в данном	1	7
24	в нем	19	7
25	ни в	4	7
26	не менее	3	7
27	при всей	2	7
28	прежде всего	15	7
29	то же	14	6
30	еще не	4	6
31	с его	6	6
32	данном случае	1	6
33	себя в	1	6
34	отнюдь не	2	6
35	все же	7	6
36	в своей	3	6
37	по своей	1	6
38	в своих	1	6
39	и на	6	5
40	в своем	2	5
41	в то	12	5
42	с другой	4	5
43	же время	12	5
44	что в	7	5
45	для него	13	5
46	то что	11	5
47	а с	3	5
48	я в	4	5
49	героя в	5	5
50	я и	2	4
51	в рассказе	1	4
52	и то	3	4
53	разумеется не	1	4
54	по отношению	5	4
55	в этой	1	4
56	роль в	1	4
57	человека в	1	4
58	в основе	1	4
59	потому что	12	4
60	этом отношении	1	4
61	о том	2	4
62	в пределах	6	4
63	с одной	1	4
64	в одном	5	4
65	как бы	27	4
66	не является	2	4
67	точки зрения	8	4
68	к его	1	4
69	отношению к	6	4
70	также и	1	3
71	например в	2	3
72	в строгом	1	3
73	и ее	2	3
74	проявляется в	1	3
75	столь же	2	3
76	перед нами	1	3
77	и как	3	3
78	и наконец	5	3
79	все эти	4	3
80	всей своей	2	3
81	он не	15	3
82	внутренней речи	4	3
83	из виду	1	3
84	и может	1	3
85	в другом	8	3
86	его в	4	3
87	это не	5	3
88	одного и	1	3
89	в этих	1	3
90	в котором	3	3
91	не столько	1	3
92	не в	9	3
93	мире и	2	3
94	об одном	1	3
95	той или	2	3
96	рассказ с	1	3
97	мысль о	1	3
98	приводит к	1	3
99	еще в	3	3
100	в его	22	3
101	но она	1	3
102	только в	6	3
103	с читателем	1	3
104	и его	16	3
105	уже не	2	3
106	из них	5	3
107	в них	2	3
108	или иной	2	3
109	не было	2	3
110	не знает	6	3
111	было в	2	3
112	в творчестве	3	3
113	как будто	7	3
114	можно сказать	1	3
115	но это	4	3
116	и того	2	3
117	и все	19	3
118	жизни и	3	3
119	как на	2	3
120	того же	2	2
121	и это	4	2
122	идет о	1	2
123	по преимуществу	1	2
124	той же	2	2
125	я как	2	2
126	совпадает с	2	2
127	говорить о	3	2
128	в ней	3	2
129	к своему	5	2
130	к которой	1	2
131	уже как	1	2
132	отношение к	6	2
133	тут же	1	2
134	в целом	5	2
135	рассказа в	8	2
136	вследствие этого	2	2
137	в записках	3	2
138	с таким	4	2
139	подобно тому	2	2
140	заключает в	1	2
141	одно и	1	2
142	же касается	1	2
143	и с	15	2
144	входит в	2	2
145	рассказчика и	1	2
146	но уже	1	2
147	рассказ в	2	2
148	должно быть	3	2
149	такой же	3	2
150	все это	16	2
151	этом случае	2	2
152	как все	1	2
153	с точки	4	2
154	ну как	2	2
155	пока еще	2	2
156	речи в	2	2
157	их в	3	2
158	чем не	2	2
159	никогда не	8	2
160	того и	1	2
161	и другого	3	2
162	со своим	1	2
163	сводится к	3	2
164	что на	1	2
165	с их	1	2
166	для себя	6	2
167	пожалуй и	1	2
168	с ее	3	2
169	но при	1	2
170	ни одно	1	2
171	здесь не	1	2
172	в себя	1	2
173	времени и	1	2
174	не с	2	2
175	между тем	3	2
176	что и	5	2
177	или напротив	1	2
178	другого в	2	2
179	в утверждении	1	2
180	которая в	1	2
181	который не	1	2
182	в большинстве	2	2
183	слова не	2	2
184	не о	4	2
185	момент в	1	2
186	далеко не	3	2
187	и прежде	4	2
188	что будет	1	2
189	как рассказ	1	2
190	а сам	1	2
191	стремится к	6	2
192	вместе с	4	2
193	о чем	2	2
194	в той	2	2
195	тому как	2	2
196	что же	8	2
197	я с	1	2
198	в формах	1	2
199	в полном	1	2
200	и для	8	2
201	а к	2	2
202	а в	5	2
203	может и	1	2
204	с ней	1	2
205	другой стороны	3	2
206	что он	23	2
207	себе самому	18	2
208	это в	2	2
209	причастности к	1	2
210	и оценкой	1	1
211	себя как	2	1
212	обращено к	2	1
213	одним из	1	1
214	чтобы не	1	1
215	а между	3	1
216	самом деле	13	1
217	тех же	1	1
218	это и	2	1
219	его жизненного	1	1
220	в первом	1	1
221	к другому	20	1
222	достоевского в	3	1
223	можно говорить	1	1
224	проникает в	1	1
225	к рассказу	1	1
226	слово рассказа	1	1
227	к чему	2	1
228	и само	1	1
229	я может	1	1
230	вопрос о	2	1
231	он как	4	1
232	в каждый	1	1
233	в сущности	11	1
234	оно разрушает	1	1
235	я не	7	1
236	считал главной	1	1
237	они были	1	1
238	но даже	1	1
239	жизни мир	1	1
240	и со	2	1
241	начала в	1	1
242	самого героя	3	1
243	обращен к	1	1
244	собой в	1	1
245	героев или	1	1
246	и определяется	2	1
247	он был	1	1
248	он сам	5	1
249	как-то вдруг	1	1
250	бы то	4	1
251	я на	1	1
252	в чем	5	1
253	характер и	3	1
254	во всех	2	1
255	тем как	1	1
256	во внешнем	1	1
257	в ее	3	1
258	не то	2	1
259	друг на	2	1
260	в сторону	2	1
261	всего он	1	1
262	к богу	1	1
263	эта особенность	2	1
264	ответ на	1	1
265	с совершенно	1	1
266	xix столетия	1	1
267	не просто	1	1
268	человека с	3	1
269	за пределы	2	1
270	в одной	3	1
271	вот как	3	1
272	чужого слова	5	1
273	некоторое время	1	1
274	ней в	1	1
275	в одних	1	1
276	и точность	1	1
277	хотя и	3	1
278	а со	1	1
279	себе не	1	1
280	диалогическая обращенность	2	1
281	в этот	2	1
282	то в	2	1
283	в самом	8	1
284	еще на	1	1
285	себе как	2	1
286	в которой	2	1
287	ни один	1	1
288	другого как	4	1
289	бы не	2	1
290	поэтому и	1	1
291	так в	2	1
292	этому я	1	1
293	раз в	2	1
294	им в	1	1
295	говорят о	1	1
296	жизнь как	1	1
297	не приводит	1	1
298	но на	4	1
299	внутренним и	1	1
300	человек не	1	1
301	роли в	1	1
302	теми же	1	1
303	к миру	1	1
304	заявляет что	1	1
305	но именно	2	1
306	так сказать	2	1
307	и только	2	1
308	и именно	1	1
309	одному из	1	1
310	говорит как	1	1
311	он должен	2	1
312	же это	1	1
313	к одному	3	1
314	не как	3	1
315	у тебя	1	1
316	ибо она	1	1
317	к собственному	1	1
318	на этом	4	1
319	с этой	2	1
320	зрения именно	1	1
321	не бывает	2	1
322	именно это	1	1
323	таким образом	5	1
324	я бы	3	1
325	значительной степени	1	1
326	то ни	4	1
327	без которого	1	1
328	совпадают с	1	1
329	и тайным	1	1
330	сознание и	1	1
331	об этом	1	1
332	лишь в	5	1
333	того или	2	1
334	мире как	1	1
335	своего героя	2	1
336	и сердце	1	1
337	главного героя	1	1
338	лишь на	2	1
339	в жизни	2	1
340	отказавшись от	1	1
341	она и	1	1
342	этого не	3	1
343	на друга	2	1
344	и вне	1	1
345	несмотря на	1	1
346	движется в	1	1
347	и было	1	1
348	она была	1	1
349	которую он	1	1
350	рассказа о	1	1
351	я его	1	1
352	о герое	1	1
353	в такой	3	1
354	в рассказ	3	1
355	пределах одного	2	1
356	от времени	2	1
357	в которых	2	1
358	утверждения что	1	1
359	героя с	1	1
360	которая может	1	1
361	прислушаться к	1	1
362	где на	1	1
363	стало быть	1	1
364	человеком и	1	1
365	другом и	1	1
366	тем не	2	1
367	героя но	2	1
368	по крайней	3	1
369	и более	1	1
370	но им	1	1
371	том же	1	1
372	что этот	1	1
373	в повести	1	1
374	для нее	1	1
375	представить себя	1	1
376	любви и	1	1
377	с миром	3	1
378	она не	1	1
379	самого начала	8	1
380	мысли в	1	1
381	одна из	1	1
382	первая часть	1	1
383	я буду	1	1
384	на него	7	1
385	в процессе	1	1
386	которого он	3	1
387	о них	2	1
388	в вечность	1	1
389	себе самом	5	1
390	ничего не	4	1
391	благодаря тому	1	1
392	в разных	1	1
393	своему герою	1	1
394	слова об	1	1
395	обратим внимание	1	1
396	его речи	1	1
397	к ней	2	1
398	и до	1	1
399	такая же	2	1
400	во всем	3	1
401	этом диалоге	1	1
402	и несколько	1	1
403	а тогда	2	1
404	быть а	1	1
405	или не	1	1
406	от их	1	1
407	ни о	1	1
408	к себе	17	1
409	не могут	1	1
410	но все	5	1
411	отличается от	2	1
412	только еще	1	1
413	всего в	1	1
414	к тому	5	1
415	его с	4	1
416	оно не	1	1
417	в применении	1	1
418	должен быть	1	1
419	приходит к	1	1
420	с самого	8	1
421	не герой	2	1
422	на свой	1	1
423	столько в	1	1
424	как с	1	1
425	обращаясь к	2	1
426	и сам	5	1
427	что может	1	1
428	маленькие дети	1	1
429	строятся на	1	1
430	поэтому в	1	1
431	для этого	3	1
432	и даже	7	1
433	с ним	8	1
434	с человеком	2	1
435	каждый из	2	1
436	о нем	2	1
437	и должно	2	1
438	всем протяжении	1	1
439	внимание на	1	1
440	оно лишено	1	1
441	не перед	1	1
442	никак не	1	1
443	и что	5	1
444	один голос	1	1
445	себя самого	11	1
446	самому себе	1	1
447	в значительной	1	1
448	и во	3	1
449	должно было	1	1
450	здесь со	1	1
451	двух героев	1	1
452	краткость и	1	1
453	на одном	2	1
454	ним и	1	1
455	в форме	2	1
456	крайней мере	3	1
457	как она	2	1
458	и мир	2	1
459	не зная	1	1
460	в позднейших	1	1
461	действующих лиц	1	1
462	с каждым	1	1
463	и быть	1	1
464	не появляется	1	1
465	отказ от	1	1
466	не идет	1	1
467	и так	5	1
468	приходит в	1	1
469	одних и	1	1
470	самого говорящего	1	1
471	на мир	1	1
472	с которыми	2	1
473	так что	5	1
474	же и	2	1
475	для всех	1	1
476	внешней причастности	1	1
477	на всем	1	1
478	или о	1	1
479	или рассказчика	1	1
480	только на	4	1
