N	2gram	Voloshinov_1	Hudozhes
1	в качестве	2	19
2	и не	26	16
3	не только	8	15
4	и в	19	15
5	в том	6	15
6	может быть	26	13
7	в частности	2	13
8	при этом	8	12
9	и его	19	12
10	а в	4	12
11	но не	1	11
12	в этом	16	11
13	в себе	2	11
14	то же	7	10
15	по отношению	3	10
16	как бы	15	10
17	так и	11	10
18	а не	7	10
19	отношению к	2	10
20	но и	8	10
21	такого рода	1	9
22	точки зрения	34	9
23	в его	6	9
24	в рамках	1	8
25	сводится к	3	8
26	отличие от	5	7
27	но в	7	7
28	внутренней речи	9	7
29	в отличие	5	7
30	в то	3	7
31	или иной	3	7
32	с другой	5	7
33	с его	1	6
34	отношение к	1	6
35	том что	3	6
36	не в	5	6
37	в основе	2	6
38	же время	3	6
39	по своей	1	6
40	в ее	7	6
41	приводит к	1	6
42	не может	24	6
43	что в	4	6
44	более или	1	5
45	в самом	10	5
46	то что	8	5
47	ни в	2	5
48	художественного творчества	1	5
49	тем самым	1	5
50	могут быть	2	5
51	той или	1	5
52	с ее	2	5
53	можно сказать	3	5
54	того что	3	5
55	только в	9	5
56	уже не	1	5
57	и т.п	10	5
58	между ними	4	5
59	другой стороны	6	5
60	или менее	1	5
61	в нем	10	5
62	и то	1	4
63	место в	3	4
64	высказывания в	1	4
65	говорить о	1	4
66	жизни как	1	4
67	еще не	4	4
68	а только	1	4
69	как к	2	4
70	хотя и	1	4
71	сознания в	1	4
72	и как	3	4
73	он не	3	4
74	без исключения	8	4
75	в другом	2	4
76	и тем	1	4
77	в слове	10	4
78	в своей	3	4
79	не столько	4	4
80	знакового материала	3	4
81	и т.д	2	4
82	входит в	5	4
83	между тем	3	4
84	в форме	1	4
85	во времени	1	4
86	для него	9	4
87	со стороны	1	4
88	прежде всего	13	4
89	не знает	2	4
90	как это	1	4
91	например в	1	4
92	к тому	2	4
93	по пути	1	4
94	сказать что	4	4
95	речи и	3	4
96	того же	6	3
97	или говоря	1	3
98	со своей	1	3
99	и ее	3	3
100	в целом	1	3
101	в виду	2	3
102	как говорит	1	3
103	в акте	1	3
104	и к	3	3
105	в которой	3	3
106	не следует	1	3
107	порядок в	1	3
108	лишь в	9	3
109	его в	3	3
110	это не	1	3
111	этом смысле	2	3
112	как и	12	3
113	одного и	5	3
114	с точки	20	3
115	тем не	2	3
116	их в	1	3
117	в отношении	4	3
118	не менее	4	3
119	всех без	4	3
120	в русской	2	3
121	как раз	2	3
122	потому что	1	3
123	имеет место	2	3
124	не будет	4	3
125	в пределах	6	3
126	мог бы	2	3
127	к его	2	3
128	если бы	2	3
129	и что	1	3
130	что он	2	3
131	к нему	1	3
132	во втором	2	3
133	во всей	1	3
134	и того	6	3
135	оказывается в	1	3
136	в области	3	3
137	далеко не	4	3
138	была бы	1	3
139	о чем	1	3
140	в данном	4	3
141	в той	1	3
142	внешнего мира	1	3
143	и для	11	3
144	таким образом	17	3
145	в свою	2	3
146	в таком	2	3
147	в роли	1	3
148	таком случае	2	2
149	и это	3	2
150	это и	3	2
151	идет о	1	2
152	между двумя	3	2
153	к другому	3	2
154	по преимуществу	5	2
155	субъект и	1	2
156	речевой деятельности	1	2
157	совпадает с	2	2
158	принадлежит к	1	2
159	и на	4	2
160	в чем	2	2
161	субъекту и	1	2
162	но как	1	2
163	не входит	1	2
164	не все	2	2
165	за пределы	5	2
166	сама по	2	2
