N	2gram	Bakhtin_Pr_1	Formalny
1	и не	42	30
2	вовсе не	2	28
3	и в	38	27
4	может быть	26	25
5	не может	27	24
6	так и	5	21
7	и его	16	19
8	в этом	15	18
9	таким образом	10	18
10	а не	5	17
11	самом деле	6	16
12	точки зрения	8	16
13	то же	5	15
14	в нем	15	15
15	в процессе	1	15
16	и пр	2	15
17	между ними	4	15
18	на самом	4	14
19	как и	7	14
20	с точки	6	14
21	не в	7	12
22	если бы	3	12
23	и т	14	11
24	в самом	7	11
25	и от	3	11
26	художественное произведение	8	11
27	не могут	2	10
28	место в	8	10
29	но и	9	10
30	в действительности	1	9
31	не только	9	9
32	лишь в	2	9
33	как его	3	9
34	так же	1	9
35	отнюдь не	19	8
36	с помощью	7	8
37	как бы	22	8
38	при этом	5	8
39	входит в	8	8
40	ни в	11	8
41	как мы	7	8
42	в пределах	6	8
43	только в	13	8
44	то что	8	8
45	и все	3	8
46	что в	7	8
47	художественного произведения	11	7
48	с тем	1	7
49	не менее	4	7
50	же время	3	7
51	его в	9	7
52	между тем	7	7
53	в его	43	7
54	в том	8	7
55	для них	1	7
56	там где	6	7
57	все это	3	7
58	совершенно не	7	7
59	в то	4	7
60	в искусстве	12	7
61	действительности и	3	6
62	еще не	7	6
63	но в	4	6
64	все эти	5	6
65	т д	1	6
66	произведение как	4	6
67	в своей	7	6
68	и ее	2	6
69	произведения в	5	6
70	и теперь	1	6
71	произведения как	8	6
72	все время	1	6
73	было бы	8	6
74	что он	2	6
75	с другой	7	6
76	более того	4	6
77	вместе с	1	6
78	в данном	4	6
79	все же	6	6
80	и для	11	6
81	бы в	1	6
82	хотя бы	4	6
83	в своих	2	6
84	становится в	1	5
85	но не	12	5
86	в истории	2	5
87	независимо от	13	5
88	в художественном	20	5
89	в единстве	12	5
90	в каждом	2	5
91	войти в	2	5
92	ни было	3	5
93	материала в	10	5
94	того чтобы	2	5
95	в ней	4	5
96	в дальнейшем	3	5
97	никогда не	5	5
98	формалисты и	1	5
99	и понимание	1	5
100	связи с	2	5
101	большинстве случаев	5	5
102	т п	13	5
103	друг друга	1	5
104	лишь для	2	5
105	и между	1	5
106	тем что	2	5
107	и потому	4	5
108	тому как	1	5
109	и формы	1	5
110	не является	3	5
111	в результате	1	5
112	другой стороны	4	5
113	можно говорить	2	4
114	не есть	6	4
115	произведения но	2	4
116	быть понято	1	4
117	бы то	3	4
118	менее всего	3	4
119	как в	4	4
120	и как	8	4
121	в целом	3	4
122	и те	2	4
123	но ведь	1	4
124	а вовсе	1	4
125	на ее	3	4
126	бы ни	1	4
127	в корне	2	4
128	подобно тому	1	4
129	то ни	3	4
130	может войти	1	4
131	данном случае	4	4
132	в ее	4	4
133	в слове	3	4
134	том что	3	4
135	по себе	1	4
136	она не	2	4
137	в смысле	1	4
138	мы можем	6	4
139	и является	1	4
140	могут быть	5	4
141	к тому	1	4
142	следовательно и	1	4
143	и восприятия	1	4
144	о том	4	4
145	конечно не	5	4
146	в большинстве	5	4
147	только на	1	4
148	следует что	2	4
149	содержания и	6	4
150	для того	2	4
151	данного материала	3	4
152	прежде всего	13	4
153	смысла и	1	4
154	материал в	4	4
155	до конца	1	4
156	произведение в	6	4
157	в связи	2	4
158	как это	2	4
159	да и	3	4
160	слова и	3	4
161	конкретное высказывание	1	4
162	произведения можно	1	4
163	в романе	4	4
164	от всех	4	4
165	из этого	1	4
166	жизни и	1	4
167	они не	3	4
168	формы и	5	3
169	художественном произведении	5	3
170	к материалу	11	3
171	должна быть	4	3
172	мы уже	1	3
173	в виду	4	3
174	стороны его	1	3
175	и на	3	3
176	в которых	1	3
177	столь же	2	3
178	время в	1	3
179	во всех	11	3
180	как таковая	1	3
181	то он	1	3
182	нет и	3	3
183	бы и	1	3
184	что это	2	3
185	формы в	1	3
186	в себе	4	3
187	вследствие этого	3	3
188	не следует	2	3
189	и с	17	3
190	материала и	2	3
191	искусства в	2	3
192	это не	5	3
193	действительности в	2	3
194	и тем	3	3
195	как таковой	2	3
196	раз и	2	3
197	в этих	2	3
198	творчества и	5	3
199	и более	2	3
200	по отношению	21	3
201	тому что	1	3
202	в основе	5	3
203	для нас	1	3
204	самом произведении	1	3
205	ничто не	1	3
206	исторического процесса	1	3
207	этом отношении	2	3
208	же самое	2	3
209	оно не	3	3
210	вне искусства	6	3
211	в произведении	4	3
212	ясно что	3	3
213	и что	2	3
214	можно сказать	2	3
215	в них	5	3
216	не нуждается	2	3
217	его осуществления	1	3
218	и следовательно	1	3
219	в него	2	3
220	дело с	6	3
221	в какой	2	3
222	уже не	1	3
223	в поэзии	9	3
224	его и	1	3
225	нуждается в	2	3
226	и навсегда	1	3
227	произведения и	2	3
228	не о	1	3
229	всякое высказывание	1	3
230	литературное произведение	1	3
231	души и	2	3
232	у нас	2	3
233	литературном контексте	1	3
234	не на	5	3
235	на фоне	3	3
236	к его	2	3
237	может стать	3	3
238	она есть	1	3
239	в той	1	3
240	того что	2	3
241	отношению к	19	3
242	формы его	1	3
243	дело идет	2	3
244	лишь как	4	3
245	жизни в	1	3
246	может и	4	3
247	сказать что	4	3
248	материала как	1	3
249	равно как	1	3
250	имеет место	5	3
251	всех других	1	3
252	становится условным	1	3
253	и эта	2	3
254	смысле слова	2	2
255	отношения к	6	2
256	человека и	1	2
257	а иногда	2	2
258	он может	2	2
259	это и	1	2
260	литературы совершенно	1	2
261	к другому	1	2
262	в котором	2	2
263	высшей степени	5	2
264	обойтись без	1	2
265	что уже	1	2
266	язык как	1	2
267	который был	1	2
268	так чтобы	1	2
269	совпадает с	2	2
270	говорить о	3	2
271	и со	1	2
272	так называемые	1	2
273	всех сторон	2	2
274	оценок и	2	2
275	роман и	1	2
276	с его	2	2
277	в общем	1	2
278	отличие от	5	2
279	или иное	2	2
280	за пределы	12	2
281	связи и	3	2
282	в своем	5	2
283	стороны и	1	2
284	материалом и	1	2
285	то в	1	2
286	целого произведения	2	2
287	это можно	1	2
288	бы не	2	2
289	следующей главе	1	2
290	в этой	1	2
291	иным путем	2	2
292	только один	1	2
293	как он	1	2
294	психологизма в	1	2
295	вообще не	7	2
296	перестает быть	4	2
297	только материал	1	2
298	всех этих	1	2
299	не как	1	2
300	в россии	2	2
301	его от	1	2
302	на этом	2	2
303	форма в	1	2
304	именно это	1	2
305	человека в	2	2
306	не материал	1	2
307	в чисто	1	2
308	входя в	2	2
309	на протяжении	1	2
310	от одного	1	2
311	на почве	3	2
312	этом смысле	3	2
313	он является	1	2
314	в высшей	5	2
315	слагаются в	1	2
316	и вне	1	2
317	ни с	2	2
318	нисколько не	1	2
319	том как	2	2
320	или точнее	2	2
321	художественного творчества	12	2
322	какие бы	1	2
323	как совокупность	1	2
324	в отличие	5	2
325	но эта	1	2
326	в философии	1	2
327	однако в	1	2
328	как язык	1	2
329	до известной	1	2
330	акта и	3	2
331	в художественное	1	2
332	виду что	1	2
333	как о	1	2
334	правда в	1	2
335	дело в	2	2
336	одна из	2	2
337	единстве исторического	1	2
338	и именно	2	2
339	в единство	2	2
340	и снова	1	2
341	слова как	1	2
342	находятся в	1	2
343	и лишь	1	2
344	тем не	3	2
345	нам важно	1	2
346	области познания	2	2
347	нуждается ни	1	2
348	отличается от	2	2
349	и это	3	2
350	и художественное	2	2
351	с ее	1	2
352	и понять	2	2
353	о произведении	1	2
354	как не	1	2
355	здесь не	4	2
356	то или	2	2
357	был бы	1	2
358	можно только	6	2
359	это только	1	2
360	поэтому в	2	2
361	ничего не	6	2
362	познания и	30	2
363	в самой	2	2
364	отдельного произведения	1	2
365	и содержание	3	2
366	ее и	1	2
367	самой литературе	1	2
368	для формализма	1	2
369	оценки все	1	2
370	и своей	1	2
371	и во	2	2
372	что и	2	2
373	и только	4	2
374	словесных масс	1	2
375	нем и	2	2
376	человека как	2	2
377	может иметь	5	2
378	и мир	2	2
379	единство не	2	2
380	предмета и	2	2
381	формы а	1	2
382	художественного восприятия	2	2
383	мы увидим	3	2
384	и психики	1	2
385	и действительно	1	2
386	должен быть	2	2
387	слова формы	1	2
388	именно на	1	2
389	не касаемся	1	2
390	материал как	2	2
391	не можем	2	2
392	и внутреннего	1	2
393	языка как	2	2
394	из них	1	2
395	формалистов в	1	2
396	говорить об	1	2
397	сами по	1	2
398	содержание и	2	2
399	произведении как	3	2
400	формы к	1	2
401	лишь к	1	2
402	для художественного	1	2
403	же деле	1	2
404	художественного завершения	2	2
405	без всякой	2	2
406	и содержания	3	2
407	и даже	3	2
408	или иной	2	2
409	в области	11	2
410	связаны с	2	2
411	в каких	2	2
412	к которому	4	2
413	мы еще	1	2
414	и др	8	2
415	зрения самого	2	2
416	связано с	1	2
417	самом же	1	2
418	а на	1	2
419	одну из	1	2
420	была бы	2	2
421	его значению	1	2
422	но оно	1	2
423	материал и	2	2
424	и иной	3	2
425	без труда	1	2
426	и действительность	1	2
427	смысле этого	1	2
428	поэтическом произведении	1	2
429	быть только	5	2
430	со всею	1	2
431	этого слова	1	2
432	а к	2	2
433	но это	3	2
434	но для	1	2
435	в следующей	1	2
436	известной степени	4	2
437	все стороны	2	2
438	от него	3	2
439	мы должны	2	2
440	одной из	3	2
441	слово в	2	2
442	но если	1	2
443	возможно лишь	1	2
444	бы быть	1	2
445	к этому	2	2
446	в таком	3	2
447	это понятие	1	2
