N	2gram	Losev_Dial_3	Istorich
1	и в	24	28
2	и т	24	25
3	может быть	13	25
4	т д	23	22
5	а не	26	15
6	не может	19	15
7	никогда не	7	14
8	мы имеем	1	13
9	для нас	2	13
10	то же	6	12
11	не только	23	12
12	что в	7	12
13	только в	5	11
14	мы не	5	10
15	все же	3	10
16	и что	15	10
17	что он	13	10
18	но и	9	10
19	прежде всего	8	10
20	т е	48	10
21	не в	3	9
22	так и	5	9
23	о том	6	9
24	то что	14	9
25	в том	5	9
26	и не	27	9
27	в этом	8	8
28	но в	2	8
29	что это	12	8
30	таким образом	13	8
31	не всегда	1	8
32	если бы	6	8
33	в ней	2	7
34	это не	4	7
35	еще не	2	7
36	и здесь	2	7
37	этот вопрос	1	7
38	что мы	8	7
39	так же	4	7
40	том что	8	7
41	было бы	5	7
42	в этих	1	7
43	а в	2	7
44	это тоже	1	6
45	ни один	2	6
46	о смерти	1	6
47	его в	1	6
48	тем не	10	6
49	не менее	11	6
50	к тому	4	6
51	что и	6	6
52	так как	6	6
53	с другой	4	6
54	вместе с	1	6
55	видно что	1	6
56	например в	2	5
57	должна быть	6	5
58	вопрос о	5	5
59	в своем	3	5
60	более или	1	5
61	что она	9	5
62	в силу	3	5
63	по существу	2	5
64	их в	2	5
65	или менее	1	5
66	дело не	1	5
67	в его	2	5
68	но не	2	5
69	в качестве	1	5
70	в одном	1	5
71	до сих	1	5
72	к которому	1	5
73	сих пор	1	5
74	или в	2	5
75	не знает	3	5
76	сказать что	4	5
77	другой стороны	2	5
78	ее в	2	5
79	и даже	13	4
80	и для	2	4
81	и на	3	4
82	то мы	1	4
83	не то	1	4
84	с этим	3	4
85	все эти	3	4
86	на то	3	4
87	но все	1	4
88	об этом	6	4
89	и с	6	4
90	как и	7	4
91	даже в	1	4
92	на него	1	4
93	в основе	3	4
94	связи с	1	4
95	должны быть	3	4
96	здесь не	1	4
97	так в	2	4
98	другими словами	7	4
99	того что	12	4
100	с одной	3	4
101	потому что	7	4
102	так что	8	4
103	мы знаем	3	4
104	к ним	1	4
105	а именно	2	4
106	и пр	6	4
107	превращается в	6	4
108	связь с	1	4
109	одной стороны	3	4
110	могут быть	2	4
111	все это	6	4
112	в связи	1	4
113	это так	1	4
114	хотя бы	4	4
115	но это	5	4
116	но оно	1	4
117	они не	2	4
118	также и	2	3
119	чтобы не	1	3
120	начинается с	1	3
121	исходит из	2	3
122	и должен	1	3
123	время как	4	3
124	я не	6	3
125	то это	9	3
126	и он	2	3
127	не просто	18	3
128	перед нами	3	3
129	к чему	1	3
130	точку зрения	1	3
131	очень много	1	3
132	при этом	2	3
133	не как	1	3
134	и по	2	3
135	на этом	2	3
136	это конечно	1	3
137	из них	3	3
138	не с	1	3
139	показывает что	2	3
140	и тогда	5	3
141	во время	1	3
142	нас не	1	3
143	почти не	1	3
144	в котором	1	3
145	в их	2	3
146	выше мы	1	3
147	и эти	2	3
148	бы быть	2	3
149	что например	1	3
150	по себе	20	3
151	раз и	3	3
152	в то	5	3
153	на котором	2	3
154	этого явления	1	3
155	того как	1	3
156	у меня	2	3
157	есть только	12	3
158	же самое	1	3
159	утверждать что	6	3
160	должен быть	1	3
161	как мы	2	3
162	иной мир	1	3
163	только через	1	3
164	для этого	2	3
165	или на	1	3
166	представления о	1	3
167	во всем	3	3
168	и его	5	3
169	уже не	5	3
