N	3gram	Tiupa_Lite_3	KulturaY
1	и т п	1	24
2	в том что	4	10
3	с точки зрения	3	8
4	для того чтобы	1	8
5	в самом деле	2	7
6	с другой стороны	2	7
7	тем не менее	1	5
8	не может быть	3	4
9	и тем не	1	4
10	не только в	2	4
11	в то же	7	3
12	на этой почве	1	3
13	уже не может	1	3
14	в этом отношении	5	3
15	в связи с	1	3
16	то же время	7	3
17	на самом деле	1	2
18	так или иначе	2	2
19	и в том	1	2
20	каждый данный момент	1	2
21	тем что он	2	2
22	хотя бы и	1	2
23	в каждый данный	1	2
24	этой точки зрения	1	2
25	на то что	2	2
26	в отличие от	5	2
27	и в самом	2	2
28	говоря уже о	3	2
29	в конечном счете	1	2
30	может быть только	1	2
31	вместе с тем	1	2
32	только в том	1	2
33	не говоря уже	4	2
34	в соответствии с	3	2
35	в свою очередь	1	2
36	с этой точки	1	2
37	т п я	1	1
38	не только для	1	1
39	о том что	4	1
40	в своем дневнике	1	1
41	а не просто	1	1
42	бы то ни	2	1
43	с одной стороны	4	1
44	и там где	1	1
45	что иное как	1	1
46	в первую очередь	1	1
47	хотя и не	1	1
48	потому что не	2	1
49	то ни было	2	1
50	к тому же	5	1
51	свое место в	1	1
52	но не только	1	1
53	но и для	1	1
54	к тому что	1	1
55	и в частности	2	1
56	а вслед за	1	1
57	ничего общего с	1	1
58	может и не	1	1
59	и не только	1	1
60	можно сказать и	1	1
61	состоит в том	2	1
62	и то что	1	1
63	то именно в	1	1
64	не что иное	1	1
65	это путь который	1	1
66	в значительной степени	1	1
67	политики в области	1	1
68	в силу своей	1	1
69	едва ли не	1	1
70	может быть не	1	1
71	как мы и	1	1
72	с парохода современности	1	1
73	сама по себе	1	1
74	записывает в своем	1	1
75	с тех пор	1	1
76	самого по себе	1	1
77	что однако не	1	1
78	в нынешнем его	1	1
79	в том чтобы	2	1
80	но это не	1	1
81	а прежде всего	1	1
82	то что я	2	1
83	он все еще	1	1
84	в данном случае	4	1
85	новые и новые	1	1
