N	3gram	Nazirov_Tr_1	Myshleni
1	в том что	2	21
2	в высшей степени	1	7
3	в связи с	1	6
4	во всяком случае	1	6
5	не может быть	1	6
6	по сравнению с	1	5
7	в самом деле	1	4
8	о том что	2	4
9	в отличие от	2	3
10	в данном случае	2	3
11	смысле этого слова	1	3
12	хотя бы и	1	2
13	что он не	1	2
14	жизни гораздо важнее	1	2
15	то что он	1	2
16	на вопрос о	1	2
17	и в самом	2	2
18	на всем протяжении	1	2
19	сам говорит что	1	2
20	на деле же	1	2
21	уже в момент	1	1
22	и психологического исследования	1	1
23	имеет в виду	1	1
24	в своей книге	1	1
25	как и все	1	1
26	сам по себе	1	1
27	вместо того чтобы	1	1
28	точно так же	2	1
29	что все это	1	1
30	во всем его	1	1
31	в самой природе	1	1
32	и то что	1	1
33	и в частности	2	1
34	в применении к	1	1
35	ответа на вопрос	1	1
36	по нашему мнению	1	1
37	не могут быть	1	1
38	связаны между собой	1	1
39	тому что оно	1	1
40	только один раз	1	1
41	и все же	1	1
42	говорит по поводу	1	1
43	с самого начала	1	1
44	не только не	1	1
45	несмотря на все	1	1
46	я не хочу	1	1
47	он противопоставляет свою	1	1
48	за то что	1	1
49	после того как	1	1
50	он сам говорит	1	1
51	том что он	1	1
52	как и в	1	1
