N	2gram	Losev_Prob_1	Freidism
1	таким образом	6	24
2	и не	31	23
3	не может	8	20
4	точки зрения	3	19
5	прежде всего	10	18
6	в этом	19	15
7	в его	6	15
8	и пр	4	15
9	в душе	1	13
10	мы можем	4	13
11	может быть	14	13
12	и его	3	12
13	все эти	8	11
14	как и	3	11
15	с точки	3	11
16	как бы	14	11
17	то что	42	11
18	самом деле	6	10
19	но в	14	10
20	его в	6	10
21	жизни человека	1	10
22	с ним	3	10
23	как мы	7	10
24	так и	12	10
25	и потому	2	10
26	с его	2	9
27	во всех	7	9
28	и в	32	9
29	то же	10	8
30	не только	17	8
31	он не	3	8
32	в своей	8	8
33	еще не	9	8
34	оно и	3	8
35	что он	7	8
36	только в	7	8
37	так как	11	8
38	все это	7	8
39	и все	7	8
40	в самом	6	7
41	мы уже	5	7
42	ни в	7	7
43	мы видели	1	7
44	к нему	3	7
45	один из	4	7
46	тот же	1	7
47	мы знаем	1	7
48	всяком случае	3	7
49	что же	9	7
50	сказать что	13	7
51	во всяком	7	7
52	за пределы	6	6
53	и с	2	6
54	на протяжении	1	6
55	и ее	8	6
56	того что	7	6
57	для него	2	6
58	вовсе не	35	6
59	никогда не	7	6
60	хотя бы	3	6
61	совершенно не	6	6
62	я и	2	5
63	на самом	6	5
64	и на	8	5
65	он сам	2	5
66	в чем	3	5
67	и к	1	5
68	в этой	10	5
69	что такое	6	5
70	обыденной жизни	1	5
71	знаем что	2	5
72	не в	4	5
73	мы должны	5	5
74	в то	6	5
75	в каком	3	5
76	могут быть	2	5
77	для этого	3	5
78	можно сказать	5	5
79	для того	8	5
80	а в	4	5
81	но и	9	5
82	с этим	3	5
83	его жизни	1	5
84	в период	1	5
85	что в	12	5
86	смысле слова	7	4
87	той же	1	4
88	связанных с	1	4
89	мы не	2	4
90	в которой	2	4
91	говорить о	6	4
92	я не	1	4
93	совсем не	4	4
94	но не	9	4
95	нашего сознания	1	4
96	все же	1	4
97	не было	4	4
98	из этих	2	4
99	в пределах	1	4
100	сознания с	2	4
101	в нем	13	4
102	всех этих	7	4
103	на этом	1	4
104	то ни	1	4
105	связанные с	1	4
106	при этом	6	4
107	об этом	10	4
108	с другими	2	4
109	в жизни	3	4
110	во время	1	4
111	не менее	19	4
112	в основе	1	4
113	потому что	16	4
114	и для	4	4
115	к тому	3	4
116	если мы	11	4
117	того чтобы	9	4
118	данном случае	8	4
119	сводится к	1	4
120	это только	2	4
121	другими словами	3	4
122	которой мы	1	4
123	конечно не	1	4
124	уже не	3	4
125	не дает	1	4
126	в котором	5	4
127	мы находим	2	4
128	как раз	13	4
129	от того	1	4
130	в данном	9	4
131	и о	8	4
132	сознания и	2	4
133	в этих	3	4
134	этот вопрос	1	4
135	в таком	9	4
136	в объективном	1	3
137	таком случае	6	3
138	и есть	6	3
