N	3gram	Voloshinov_1	Hudozhes
1	в том что	4	11
2	по отношению к	9	7
3	о том что	1	7
4	то же время	5	4
5	в то же	5	4
6	том что в	1	3
7	а между тем	1	3
8	в самом деле	5	3
9	но при этом	1	3
10	не может быть	3	3
11	в конечном счете	1	3
12	с одной стороны	1	3
13	для того чтобы	1	3
14	тем не менее	2	3
15	однако в этом	1	2
16	с точки зрения	10	2
17	до сих пор	3	2
18	хотя бы и	2	2
19	в данном случае	3	2
20	как будто бы	1	2
21	и т д	1	2
22	это уже не	1	1
23	уже во втором	1	1
24	нет и не	1	1
25	что с ним	1	1
26	именно оно и	1	1
27	сводится к тому	1	1
28	мысль так и	1	1
29	то ни стало	1	1
30	в г в	1	1
31	дело в том	1	1
32	это было бы	1	1
33	знаем что он	1	1
34	в котором он	1	1
35	чем в своих	1	1
36	в настоящее время	1	1
37	все что можно	1	1
38	в нем еще	1	1
39	во что бы	1	1
40	жизни в ее	1	1
41	тот или иной	1	1
42	или иной социальный	1	1
43	где мы в	1	1
44	что он не	1	1
45	бы то ни	1	1
46	любви к отцу	1	1
47	в этом отношении	2	1
48	а с другой	1	1
49	о которой он	1	1
50	а иногда и	1	1
51	на всех людей	1	1
52	то или иное	2	1
53	в таком случае	2	1
54	обнаруживает себя в	1	1
55	что бы то	1	1
56	мы знаем что	3	1
57	и все его	2	1
58	к отцу и	2	1
59	же из этих	1	1
60	а также и	1	1
61	но и его	1	1
62	к той же	1	1
63	только в таком	1	1
64	на этом пути	1	1
65	с ним было	1	1
66	что же такое	2	1
67	мы имели дело	1	1
68	в то время	1	1
69	в этом случае	1	1
70	также и тех	1	1
71	со всеми уже	1	1
72	упускать из виду	1	1
73	с самого начала	5	1
74	но все же	1	1
75	можно сказать что	3	1
76	однако и здесь	1	1
77	в жизни и	1	1
78	обыденной жизни как	1	1
79	как бы в	1	1
80	внутреннюю и внешнюю	1	1
81	из этих двух	1	1
82	что можно сказать	1	1
83	в себе самом	1	1
84	для него было	1	1
85	внешнего и внутреннего	1	1
86	не нуждается в	1	1
