N	3gram	Losev_Prob_3	Marksizm
1	с точки зрения	2	13
2	не может быть	5	10
3	в то же	4	8
4	в связи с	7	7
5	для того чтобы	1	6
6	в том что	9	6
7	в самом деле	1	5
8	то же самое	7	5
9	может быть и	3	5
10	смысле этого слова	1	4
11	и того же	1	4
12	бы то ни	4	4
13	то ни было	3	4
14	на самом деле	2	4
15	той или иной	8	4
16	одного и того	1	4
17	если бы он	1	3
18	в той или	2	3
19	самом же деле	4	3
20	как мы сказали	1	3
21	в таком случае	4	3
22	в отличие от	2	3
23	на самом же	4	3
24	до сих пор	2	3
25	и не в	1	3
26	одно и то	3	3
27	с одной стороны	1	3
28	и то же	4	3
29	вовсе не является	2	3
30	о том что	3	3
31	к тому что	1	3
32	как мы видели	2	3
33	а не в	1	2
34	одним и тем	1	2
35	более или менее	1	2
36	том что он	1	2
37	является не только	1	2
38	быть и речи	1	2
39	того или иного	3	2
40	но и в	2	2
41	не было бы	3	2
42	в собственном смысле	1	2
43	по крайней мере	5	2
44	отнюдь не является	2	2
45	и тем же	1	2
46	во всяком случае	6	2
47	собственном смысле слова	1	2
48	у нас не	2	2
49	прав в том	2	2
50	или может быть	1	2
51	на то что	1	2
52	к тому же	1	2
53	это же самое	2	1
54	что иное как	4	1
55	вполне понятно что	1	1
56	чем же в	2	1
57	в нашем понимании	1	1
58	из всего этого	1	1
59	и связанные с	1	1
60	но как мы	1	1
61	ровно ничего не	2	1
62	их жизни и	1	1
63	а вовсе не	2	1
64	не сами по	1	1
65	дело в том	3	1
66	только в контексте	1	1
67	точки зрения в	1	1
68	в этом случае	5	1
69	не имеют никакого	2	1
70	связи с той	1	1
71	тому что в	1	1
72	значения данного слова	2	1
73	дело вовсе не	2	1
74	а просто является	1	1
75	сам по себе	6	1
76	как бы далеко	1	1
77	сами по себе	6	1
78	той огромной исторической	1	1
79	в той же	1	1
80	в первую очередь	3	1
81	а может быть	1	1
82	к тому или	1	1
83	но он не	1	1
84	по нашей терминологии	1	1
85	прямо и непосредственно	1	1
86	то что обычно	1	1
87	по себе в	1	1
88	широком смысле слова	2	1
89	же в таком	1	1
90	так или иначе	1	1
91	что они состоят	1	1
92	если же мы	1	1
93	только при условии	1	1
94	значения того или	1	1
95	или как мы	1	1
96	до конца и	1	1
97	а именно к	1	1
98	не только в	2	1
99	к вопросу о	1	1
100	и его внешней	1	1
101	имеет дело вовсе	1	1
102	было бы в	1	1
103	по сравнению с	2	1
104	что обычно называется	1	1
105	тем не менее	10	1
106	во всех этих	1	1
107	у него с	1	1
108	же мы возьмем	1	1
109	как мы только	1	1
110	для языка как	1	1
111	тем же самым	1	1
112	само по себе	3	1
113	если мы возьмем	2	1
114	как впрочем и	1	1
115	не прав в	1	1
116	перед нами именно	1	1
117	с другой стороны	5	1
118	это не есть	1	1
119	хотя и в	1	1
120	вовсе не с	1	1
121	нас не было	1	1
122	на то или	1	1
123	по себе является	1	1
124	как бы они	1	1
125	что же такое	3	1
126	и это не	1	1
127	таким образом в	1	1
128	по себе а	3	1
129	каких бы то	1	1
130	так и в	1	1
131	даже и в	2	1
132	то или иное	2	1
133	для себя самого	1	1
134	нельзя разделить на	1	1
135	в себе не	1	1
136	с тем что	1	1
137	но отнюдь не	1	1
138	и тем более	2	1
139	не что иное	4	1
140	не менее в	1	1
141	можно сказать что	2	1
142	тому или иному	1	1
143	но что же	1	1
144	но только с	1	1
145	так же и	1	1
146	друг от друга	2	1
147	имеют никакого отношения	2	1
148	есть прежде всего	1	1
149	мы все же	1	1
150	отнюдь не являются	1	1
151	мы можем назвать	1	1
152	никакого отношения к	3	1
153	но также и	2	1
154	тем что он	1	1
155	но что он	1	1
156	и не является	1	1
157	мы только что	1	1
158	с той или	5	1
159	как и в	1	1
160	в отрыве от	1	1
161	не нуждается в	1	1
162	же деле это	1	1
163	и все его	1	1
164	они состоят из	1	1
165	этого слова в	1	1
