N	2gram	Tiupa_Narr_1	Vladivir
1	и в	19	31
2	в году	1	30
3	не только	32	24
4	но и	23	19
5	то что	11	18
6	и не	20	17
7	и даже	3	15
8	у него	4	15
9	в этом	17	14
10	том что	14	14
11	и с	4	14
12	что в	3	14
13	там же	1	13
14	но в	6	12
15	в его	9	12
16	что он	6	12
17	по поводу	1	12
18	с его	6	11
19	о том	6	11
20	в том	18	11
21	потому что	1	11
22	и то	1	10
23	также и	1	10
24	он не	3	10
25	как мы	3	9
26	никогда не	3	9
27	в конце	1	9
28	только в	4	9
29	а в	11	9
30	и по	1	8
31	в то	3	8
32	мы уже	1	7
33	как это	6	7
34	и его	5	7
35	для него	2	7
36	об этом	1	7
37	о нем	4	7
38	уже в	3	7
39	как раз	2	7
40	сказать что	4	7
41	того же	1	6
42	то же	4	6
43	и к	1	6
44	свое время	1	6
45	это было	1	6
46	он и	1	6
47	в котором	1	6
48	у нас	1	6
49	и сам	1	6
50	так и	9	6
51	его жизни	2	6
52	можно сказать	5	6
53	в качестве	21	6
54	может быть	25	6
55	и потому	2	6
56	не может	10	6
57	но как	2	5
58	когда он	3	5
59	не в	14	5
60	что и	1	5
61	в россию	1	5
62	вовсе не	1	5
63	но он	1	5
64	не было	2	5
65	а с	3	5
66	и от	1	5
67	а также	7	5
68	с ним	1	5
69	в свое	1	5
70	жизни и	3	5
71	из его	1	4
72	он уже	2	4
73	мы и	1	4
74	совсем не	1	4
75	в этой	5	4
76	в своем	2	4
77	хотя и	3	4
78	и как	5	4
79	в себе	8	4
80	в нем	4	4
81	в россии	1	4
82	что у	2	4
83	этом смысле	1	4
84	как и	7	4
85	несмотря на	2	4
86	ни с	1	4
87	мысли и	1	4
88	и вообще	1	4
89	дело в	1	4
90	же время	4	4
91	к ней	1	4
92	да и	4	4
93	к нему	5	4
94	по своей	3	4
95	один из	3	4
96	себя в	5	4
97	и у	1	4
98	в особенности	4	4
99	после смерти	2	4
100	и все	2	4
101	такого рода	7	4
102	для нас	1	4
103	и через	1	3
104	он как	1	3
105	но она	1	3
106	на себя	3	3
107	и он	3	3
108	и на	3	3
109	нам представляется	1	3
110	но не	5	3
111	в общем	1	3
112	отношение к	2	3
113	что они	3	3
114	отнюдь не	5	3
115	как в	7	3
116	все же	7	3
117	более или	2	3
118	в целом	1	3
119	все эти	2	3
120	но на	1	3
121	едва ли	1	3
122	на его	1	3
123	здесь мы	1	3
124	то есть	19	3
125	не мог	4	3
126	или менее	2	3
127	что касается	2	3
128	на свою	1	3
129	но это	1	3
130	что этот	1	3
131	на него	3	3
132	ничего не	2	3
133	ему было	1	3
134	свидетельствуют о	1	3
135	таким образом	1	3
136	к тому	7	3
137	здесь не	4	3
138	к его	1	3
139	свидетельствует о	1	3
140	и здесь	1	3
141	человека как	1	3
142	тот же	1	3
143	мы увидим	1	3
144	уже не	5	3
145	тоже в	1	3
146	за границу	3	3
147	с другой	8	3
148	если не	4	3
149	в связи	2	3
150	к своему	1	3
151	по своему	1	3
152	в начале	1	3
153	собственно говоря	1	3
