N	2gram	Losev_Dial_3	FransuaR
1	и в	24	65
2	то есть	1	45
3	как бы	3	22
4	и не	27	22
5	вовсе не	13	18
6	в сущности	10	16
7	в том	5	16
8	в этом	8	15
9	но в	2	14
10	в нем	3	13
11	в условиях	2	13
12	нового времени	2	13
13	мы уже	3	12
14	и на	3	11
15	тела в	1	11
16	прежде всего	8	11
17	все эти	3	10
18	не только	23	10
19	и его	5	10
20	так и	5	10
21	но и	9	10
22	и потому	2	10
23	во всех	1	9
24	в его	2	9
25	все это	6	9
26	за пределы	3	8
27	всех этих	1	8
28	в своем	3	8
29	в основе	3	8
30	и даже	13	8
31	здесь в	1	8
32	по своему	1	8
33	его в	1	7
34	точки зрения	25	7
35	только в	5	7
36	жизни и	5	7
37	на самом	1	6
38	в ней	2	6
39	еще не	2	6
40	все же	3	6
41	и у	2	6
42	при этом	2	6
43	том что	8	6
44	в отношении	1	6
45	никогда не	7	6
46	тела и	1	6
47	как мы	2	6
48	одно из	5	6
49	так как	6	6
50	может быть	13	6
51	не знает	3	6
52	сказать что	4	6
53	с его	2	5
54	его развития	1	5
55	в них	5	5
56	как и	7	5
57	есть в	3	5
58	потому что	7	5
59	той или	2	5
60	тело и	4	5
61	на мир	1	5
62	для него	4	5
63	в одном	1	5
64	или иной	4	5
65	еще и	2	5
66	и пр	6	5
67	превращается в	6	5
68	связь с	1	5
69	в частности	2	5
70	и все	6	5
71	в своих	2	5
72	в общем	1	4
73	и к	5	4
74	в самом	7	4
75	во время	1	4
76	в их	2	4
77	не в	3	4
78	до сих	1	4
79	можно только	4	4
80	средневекового и	1	4
81	связи с	1	4
82	из них	3	4
83	сих пор	1	4
84	мира и	3	4
85	для нас	2	4
86	между ними	1	4
87	совершенно не	2	4
88	новое время	1	3
89	в применении	1	3
90	самом деле	6	3
91	по его	1	3
92	мы и	4	3
93	конечно и	1	3
94	не просто	18	3
95	в себя	1	3
96	уже не	5	3
97	но все	1	3
98	то что	14	3
99	в себе	2	3
100	но на	2	3
101	перестает быть	2	3
102	в xvii	1	3
103	и с	6	3
104	это не	4	3
105	весь мир	1	3
106	далеко не	1	3
107	в ее	1	3
108	он и	3	3
109	с точки	14	3
110	разного рода	2	3
111	он дает	2	3
112	дает в	1	3
113	мир и	3	3
114	но это	5	3
115	уже сказали	1	3
116	даже в	1	3
117	на котором	2	3
118	всей их	1	3
119	ничего не	17	3
120	и тела	2	3
121	по своей	1	3
122	этом отношении	1	3
123	и здесь	2	3
124	не могут	4	3
125	и прежде	3	3
126	всегда в	1	3
127	и средневековый	1	3
128	в виду	7	3
129	средних веков	1	3
130	она была	2	3
131	и вообще	2	3
132	с ним	1	3
133	о нем	4	3
134	в самой	1	3
135	с другой	4	3
136	и во	2	3
137	к нему	3	3
138	вся эта	1	3
139	что он	13	3
140	но как	2	3
141	и новое	1	3
142	мир в	3	3
143	друг друга	3	3
144	как раз	7	3
145	в других	1	3
146	даже и	7	3
147	и эта	1	3
148	мира в	1	3
149	нет ничего	9	3
150	применении к	1	3
151	но для	2	3
152	и ни	3	3
153	не может	19	3
154	что в	7	3
155	отношения к	1	2
156	например в	2	2
157	или к	2	2
158	для своего	1	2
159	и само	1	2
160	не вполне	2	2
161	и он	2	2
162	начало и	2	2
163	он был	1	2
164	на них	2	2
165	в чем	4	2
166	но не	2	2
167	нет и	4	2
168	своему существу	1	2
169	и наконец	1	2
170	это определение	1	2
171	в чисто	2	2
172	из этих	2	2
173	во многих	1	2
174	он не	5	2
175	они в	1	2
176	не к	1	2
177	и вот	2	2
178	его от	1	2
179	и по	2	2
180	пусть и	1	2
181	это было	3	2
182	в свой	1	2
183	истории и	4	2
184	всегда и	1	2
185	жизни но	1	2
186	в этих	1	2
187	от своего	2	2
188	и без	3	2
189	их в	2	2
190	бы быть	2	2
191	этот мир	1	2
192	и очень	1	2
193	раз и	3	2
194	а иногда	1	2
195	на него	1	2
196	в процессе	1	2
197	и вещи	1	2
198	этих двух	1	2
199	они являются	1	2
200	и вечность	1	2
201	во всем	3	2
202	же он	2	2
203	целого мира	1	2
204	есть только	12	2
205	могут быть	2	2
206	к тому	4	2
207	и это	4	2
208	которого мы	1	2
209	и этим	3	2
210	во многом	1	2
211	на что	2	2
212	мы всегда	1	2
213	о том	6	2
214	можно сказать	1	2
215	как чисто	1	2
216	ни на	3	2
217	является здесь	1	2
218	представления о	1	2
219	еще только	1	2
220	но с	1	2
221	явления как	2	2
222	этот вопрос	1	2
223	с одной	3	2
224	только на	7	2
225	этих веков	1	2
226	и чисто	2	2
227	далек от	1	2
228	от того	4	2
229	смерти и	1	2
230	в особенности	7	2
231	при всей	1	2
232	что не	5	2
233	в некоторых	1	2
234	одной стороны	3	2
235	тело или	2	2
236	несмотря на	2	2
237	людьми и	1	2
238	и так	1	2
239	его на	2	2
240	быть только	2	2
241	да и	1	2
242	в это	1	2
243	того что	12	2
244	что мы	8	2
245	кроме того	6	2
246	и для	2	2
247	и часто	1	2
248	и от	3	2
249	или в	2	2
250	хотя и	5	2
251	нам придется	1	2
252	от него	1	2
253	вовсе нет	1	2
254	ни к	3	2
255	от всего	6	2
256	же в	2	2
257	от всякого	5	2
258	одновременно и	1	2
259	в таком	14	2
260	от этой	1	1
261	речь идет	1	1
262	государственную и	1	1
263	а из	2	1
264	отграничены от	1	1
265	это и	7	1
266	в приведенном	1	1
