N	3gram	Tiupa_Lite_1	Formalny
1	с точки зрения	2	13
2	то же время	5	8
3	в то же	5	8
4	на самом деле	1	6
5	до сих пор	1	6
6	в свою очередь	1	6
7	не может быть	1	5
8	по отношению к	2	4
9	с одной стороны	2	4
10	во всяком случае	2	4
11	прежде всего в	3	3
12	в лучшем случае	1	3
13	бы то ни	1	3
14	по аналогии с	3	3
15	бы ни были	1	2
16	в зависимости от	1	2
17	и в частности	1	2
18	в большинстве случаев	1	2
19	но в то	1	2
20	и в этом	1	2
21	в связи с	4	2
22	все более и	1	2
23	более и более	1	2
24	в целом ряде	1	2
25	не сводится к	3	2
26	литературного произведения как	1	1
27	состоит в том	5	1
28	а прежде всего	1	1
29	ничего общего с	1	1
30	между прочим и	1	1
31	что перед нами	1	1
32	как один из	1	1
33	как и всякое	1	1
34	не говоря уже	2	1
35	как и во	1	1
36	так и не	1	1
37	и культуры в	2	1
38	как раз и	1	1
39	тот или иной	1	1
40	говоря уже о	1	1
41	при этом не	1	1
42	в том что	11	1
43	же время не	1	1
44	в этом отношении	2	1
45	резко отличается от	1	1
46	к тому чтобы	1	1
47	с этой точки	3	1
48	мира в его	1	1
49	не приводит к	1	1
50	не могло быть	2	1
51	в это время	1	1
52	в данном случае	4	1
53	искусства и культуры	1	1
54	то ни было	1	1
55	во внешнем мире	1	1
56	а также и	1	1
57	не столько в	1	1
58	тем более не	1	1
59	в отличие от	5	1
60	все же в	2	1
61	и всякая иная	1	1
62	так или иначе	8	1
63	жизни не только	2	1
64	в последнее время	1	1
65	а не как	1	1
66	с другой стороны	1	1
67	не может и	1	1
68	между тем как	1	1
69	именно в том	1	1
70	этой точки зрения	3	1
71	конститутивным моментом самого	1	1
72	в первой главе	1	1
73	до тех пор	1	1
74	может и не	1	1
75	друг для друга	2	1
76	и не должно	1	1
77	и тем самым	2	1
78	более того он	1	1
79	с самого начала	1	1
80	но все же	1	1
81	не выходит за	1	1
82	в этой книге	1	1
83	прежде всего это	1	1
84	как мы знаем	1	1
85	существует как бы	1	1
86	не только на	1	1
87	в общественном сознании	1	1
88	в том числе	1	1
89	тех или иных	1	1
90	в отношении к	1	1
91	тем не менее	2	1
92	что он в	1	1
