N	2gram	Bakhtin_sl_1	Dialekti
1	не есть	2	40
2	и не	16	30
3	и есть	1	19
4	а не	15	18
5	и т	28	17
6	ничего не	4	17
7	может быть	14	17
8	т д	5	15
9	и в	41	15
10	как бы	12	14
11	точки зрения	16	14
12	так как	3	14
13	того что	3	13
14	это не	6	12
15	в этом	12	11
16	в том	3	11
17	прежде всего	8	11
18	не может	14	11
19	и все	4	11
20	том что	2	10
21	в основе	5	10
22	потому что	2	10
23	с ее	4	10
24	личности и	1	10
25	то же	14	9
26	мы не	2	9
27	было бы	3	9
28	с точки	8	9
29	в виду	1	9
30	и что	1	9
31	уже не	2	9
32	все это	5	9
33	не в	7	8
34	в себе	3	8
35	не только	16	8
36	ни в	1	8
37	и это	1	8
38	и о	2	8
39	и ее	3	8
40	не просто	1	7
41	как и	4	7
42	по крайней	1	7
43	и вообще	2	7
44	и его	14	7
45	только в	6	7
46	крайней мере	1	7
47	что мы	1	7
48	или в	8	7
49	перед нами	4	6
50	хотя и	2	6
51	и тем	2	6
52	если бы	1	6
53	в то	14	6
54	же время	12	6
55	что и	1	6
56	так что	2	6
57	вовсе не	7	6
58	и даже	6	6
59	нет ничего	1	6
60	в результате	3	6
61	тем более	1	6
62	сказать что	2	6
63	той же	2	5
64	мы имеем	1	5
65	в сущности	13	5
66	и на	14	5
67	с его	4	5
68	в своем	3	5
69	то в	2	5
70	на то	1	5
71	что она	1	5
72	в нем	30	5
73	есть не	1	5
74	в жизни	1	5
75	в ней	4	5
76	на себе	1	5
77	но что	1	5
78	но только	1	5
79	того чтобы	1	5
80	как таковой	1	5
81	в каком	1	5
82	таким образом	9	5
83	как только	3	5
84	о том	3	5
85	в себя	1	5
86	так и	11	5
87	можно сказать	2	5
88	именно в	3	5
89	если мы	2	5
90	и чисто	3	5
91	для того	2	5
92	в меру	1	5
93	в смысле	4	5
94	и для	4	5
95	но если	1	5
96	также и	3	4
97	хотя бы	3	4
98	что они	2	4
99	в этой	1	4
100	в течение	1	4
101	не как	4	4
102	то ни	1	4
103	и с	4	4
104	и уже	1	4
105	мир и	1	4
106	она не	3	4
107	видим что	1	4
108	той или	9	4
109	что все	2	4
110	еще не	4	4
111	только так	1	4
112	она всегда	1	4
113	в его	13	4
114	мы видим	2	4
115	с ними	3	4
116	есть в	1	4
117	ни с	1	4
118	в одном	2	4
119	как раз	2	4
120	так же	2	4
121	в особенности	8	4
122	но это	1	4
123	один из	4	4
124	тех или	1	4
125	лишь как	3	4
126	бы в	1	4
127	жизни и	1	4
128	но и	16	4
129	себя как	1	3
130	и то	2	3
131	чего не	1	3
132	со стороны	1	3
133	в истории	3	3
134	как в	8	3
135	с этим	3	3
136	и нет	1	3
137	и наконец	4	3
138	но в	8	3
139	от этого	2	3
140	та же	1	3
141	бы и	3	3
142	все эти	9	3
143	и если	1	3
144	одной и	1	3
145	на этом	2	3
146	ни чисто	1	3
147	мы уже	2	3
148	всегда и	1	3
149	в данном	3	3
150	в один	1	3
151	смысл и	1	3
152	в своей	7	3
153	в их	4	3
154	и той	2	3
155	есть только	1	3
156	могут быть	19	3
157	лежит в	4	3
158	то или	1	3
159	и следовательно	7	3
160	быть и	4	3
161	в виде	2	3
162	или иное	1	3
163	за пределы	4	3
164	эти две	1	3
165	себя и	1	3
166	что не	1	3
167	смысла и	3	3
168	у нас	2	3
169	ни о	2	3
170	когда она	1	3
171	и потому	4	3
172	оно и	4	3
173	от него	1	3
174	с ним	7	3
175	в свою	3	3
176	совершенно не	2	3
177	есть и	1	3
178	только не	1	3
179	к этому	2	3
180	и без	1	2
181	тех же	1	2
182	ведь и	1	2
183	как чистое	1	2
184	и ничего	1	2
185	что уже	1	2
186	категории и	2	2
187	бы ни	3	2
188	произведение и	1	2
189	прибавление к	1	2
190	не нужно	1	2
191	как вещь	2	2
192	во всех	17	2
193	бы не	1	2
194	но как	1	2
195	нет и	1	2
196	данный момент	4	2
197	все же	7	2
198	кроме того	4	2
199	что по	1	2
200	в этот	1	2
201	в самом	5	2
202	в которой	4	2
203	из этих	3	2
204	при этом	6	2
205	тем не	1	2
206	с этой	3	2
207	есть все	1	2
208	на все	2	2
209	лишь в	4	2
210	это было	1	2
211	заключается в	1	2
212	время и	2	2
213	но именно	4	2
214	в них	6	2
215	не мешает	1	2
216	и вне	1	2
217	должно быть	2	2
218	нисколько не	2	2
219	в котором	2	2
220	есть еще	1	2
221	однако в	1	2
222	в отношении	6	2
223	не менее	1	2
224	непосредственно и	2	2
225	может только	1	2
226	случае не	1	2
227	никогда не	3	2
228	и по	2	2
229	во всем	1	2
230	не могут	3	2
231	всегда есть	1	2
232	свою очередь	2	2
233	без всякого	1	2
234	в ее	2	2
235	представим себе	1	2
236	и может	3	2
237	не значит	1	2
238	слово о	1	2
239	вещи и	1	2
240	жизнь и	1	2
241	для этого	1	2
242	в разных	3	2
243	находится в	1	2
244	о нем	4	2
245	как чисто	1	2
246	и во	3	2
247	эти два	1	2
248	и только	1	2
249	совершенно невозможно	1	2
250	одной из	3	2
251	и так	1	2
252	в качестве	3	2
253	себя в	9	2
254	же и	2	2
255	конечно не	3	2
256	то и	1	2
257	есть своя	1	2
258	не дает	1	2
259	из них	3	2
260	был бы	2	2
261	и их	1	2
262	отличие от	1	2
263	от того	1	2
264	самом же	1	2
265	не было	3	2
266	или иначе	1	2
267	же о	1	2
268	другой стороны	4	2
269	его как	2	2
270	только теперь	1	2
271	в частности	2	2
272	вместе с	1	2
273	как одно	1	2
274	к своему	6	2
275	именно для	1	2
276	да и	1	2
277	этой точки	1	2
278	быть не	1	2
279	и слово	2	2
280	за его	1	2
281	и часто	4	2
282	сделать это	1	2
283	такое понимание	2	2
284	а как	2	2
285	отношении к	6	2
286	равно как	1	2
287	оно не	6	2
288	в свое	3	2
289	его пределы	1	2
290	того или	2	2
291	которая не	3	2
292	во всяком	7	2
293	все что	1	2
294	а между	2	1
295	смысле слова	2	1
296	же как	2	1
297	чтобы не	1	1
298	и через	1	1
299	и движение	1	1
300	на самом	2	1
301	он может	2	1
302	и исторические	1	1
303	самый предмет	1	1
304	так уже	1	1
305	лежащая в	2	1
306	к другому	1	1
307	дело не	2	1
308	действительности и	1	1
309	в зависимости	3	1
310	чем именно	1	1
311	его не	1	1
312	от всякой	3	1
313	для своего	1	1
314	при анализе	1	1
315	из своих	2	1
316	и фактически	1	1
317	оба эти	1	1
318	в каждый	5	1
319	но она	1	1
320	конечно и	2	1
321	и он	1	1
322	очень часто	1	1
323	собой в	1	1
324	как таковые	3	1
325	может не	8	1
326	именно эти	1	1
327	себя до	1	1
328	или во	2	1
329	не требует	3	1
330	состояние его	1	1
331	к слову	1	1
332	в общем	1	1
333	в новом	1	1
334	отношение к	7	1
335	можно прямо	1	1
336	в едином	1	1
337	друга и	1	1
338	зрения в	1	1
339	в одной	1	1
340	по которому	1	1
341	стороны и	1	1
342	как к	2	1
343	пределах одной	2	1
344	и нарочито	1	1
345	целый ряд	1	1
346	тот же	1	1
347	все возможные	1	1
348	отрешен от	1	1
349	за все	1	1
350	где все	1	1
351	говорит не	1	1
352	спокойного и	1	1
353	только два	1	1
354	есть как	3	1
355	и тот	1	1
356	роль в	2	1
357	только один	1	1
358	имеем в	1	1
359	лица и	1	1
360	все ее	1	1
361	вообще не	3	1
362	с чем	1	1
363	и частично	1	1
364	к миру	1	1
365	он не	3	1
366	что же?	1	1
367	всех этих	4	1
368	категорий в	1	1
369	и совершенно	1	1
370	и более	1	1
371	только те	1	1
372	людей и	1	1
373	или иных	1	1
374	в нее	1	1
375	не бывает	1	1
376	одно и	2	1
377	в основу	1	1
378	как оно	3	1
379	же не	1	1
380	связанные с	3	1
381	быть как	1	1
382	сознание и	1	1
383	конечно в	1	1
384	а его	1	1
385	на ту	2	1
386	его в	3	1
387	входит в	4	1
388	не предполагает	2	1
389	с другими	5	1
390	в практической	1	1
391	данном случае	3	1
392	чаще всего	1	1
393	только одно	1	1
394	о которых	1	1
395	ни одной	1	1
396	к своим	1	1
397	суть формы	1	1
398	что совершенно	1	1
399	мы видели	1	1
400	форма и	1	1
401	действительно не	2	1
402	и становится	1	1
403	рассматривать с	1	1
404	а главное	1	1
405	как все	1	1
406	он должен	1	1
407	теперь эта	1	1
408	личность сама	1	1
409	место в	1	1
410	конца ни	2	1
411	в отличие	1	1
412	в которых	1	1
413	до последнего	2	1
414	не от	1	1
415	которой они	1	1
416	сам же	1	1
417	бы мы	1	1
418	основе ее	1	1
419	простое и	1	1
420	которые в	3	1
421	но он	2	1
422	друг другу	2	1
423	философского и	1	1
424	том же	4	1
425	и общей	1	1
426	зрения и	2	1
427	даже в	2	1
428	сам он	1	1
429	и вся	1	1
430	говорить уже	1	1
431	при всех	2	1
432	ее с	1	1
433	в процессе	4	1
434	на логическую	1	1
435	слова но	1	1
436	он еще	1	1
437	внести в	1	1
438	разную степень	1	1
439	во всякой	1	1
440	следовательно и	3	1
441	тоже нет	1	1
442	того и	1	1
443	как два	1	1
444	одна из	2	1
445	поэтическое произведение	1	1
446	и лишь	1	1
447	говорить как	1	1
448	всех своих	2	1
449	его можно	1	1
450	такая же	2	1
451	явление социальное	1	1
452	связи с	2	1
453	должны иметь	1	1
454	в некотором	1	1
455	ему не	2	1
456	а в	6	1
457	именно это	1	1
458	в специальном	1	1
459	судьбы и	1	1
460	в духе	2	1
461	человека в	1	1
462	и установлено	1	1
463	зависимости от	3	1
464	его за	1	1
465	жизнью и	1	1
466	всего в	1	1
467	этого и	1	1
468	и чужой	1	1
469	какие только	1	1
470	быть отнесены	1	1
471	он видит	1	1
472	всегда так	1	1
473	и свое	1	1
474	и возникает	1	1
475	и они	1	1
476	как мы	8	1
477	предмету но	1	1
478	нет никакой	1	1
479	в пределах	14	1
480	учением о	1	1
481	смысле но	1	1
482	на том	2	1
483	что может	1	1
484	переход к	1	1
485	можно было	2	1
486	те же	2	1
487	здесь как	1	1
488	и которые	1	1
489	предмете а	1	1
490	остаться в	1	1
491	это только	1	1
492	могла быть	1	1
493	всех возможных	1	1
494	он к	1	1
495	и несводимо	1	1
496	о котором	1	1
497	образом в	3	1
498	о самом	1	1
499	и историческое	1	1
500	и здесь	3	1
501	на их	1	1
502	самое точное	1	1
503	так оно	1	1
504	возникшее в	1	1
505	входя в	4	1
506	его жизни	1	1
507	с одной	4	1
508	все его	4	1
509	в эстетической	1	1
510	к нему	5	1
511	и иной	1	1
512	не могло	3	1
513	смысле не	1	1
514	от них	1	1
515	категорий но	1	1
516	во втором	1	1
517	меру своей	1	1
518	в языке	5	1
519	фактически очень	1	1
520	исторического становления	2	1
521	в другой	2	1
522	все время	3	1
523	и всякое	2	1
524	все существенные	1	1
525	в лучшем	2	1
526	и она	1	1
527	в него	3	1
528	одного из	2	1
529	но с	1	1
530	же за	1	1
531	но этим	1	1
532	бы из	1	1
533	и такое	1	1
534	такая подмена	1	1
535	точка зрения	8	1
536	самостоятельность и	1	1
537	принадлежит именно	1	1
538	именно на	1	1
539	своего собственного	1	1
540	эпохи но	1	1
541	не входит	1	1
542	и у	2	1
543	слова не	1	1
544	рано или	1	1
545	речь в	2	1
546	в душе	1	1
547	и других	3	1
548	его и	3	1
549	предмет и	1	1
550	сущности только	1	1
551	с этими	2	1
552	себя от	2	1
553	как его	5	1
554	поэтому и	3	1
555	от всякого	2	1
556	этот общий	1	1
557	не из	2	1
558	гораздо сложнее	1	1
559	вне ее	1	1
560	же деле	1	1
561	именно как	2	1
562	или поздно	1	1
563	не были	3	1
564	индивидуальность и	1	1
565	или иной	9	1
566	прямо сказать	1	1
567	с другой	5	1
568	всего своего	1	1
569	и прежде	1	1
570	дело в	1	1
571	полноты и	1	1
572	на которые	2	1
573	по всей	3	1
574	исторического развития	2	1
575	что для	1	1
576	только по	1	1
577	них и	1	1
578	ничего что	1	1
579	на этот	1	1
580	до конца	12	1
581	и самый	1	1
582	самое слово	1	1
583	своем месте	1	1
584	однако и	1	1
585	жизнь в	2	1
586	как ни	1	1
587	он молился	1	1
588	и свободно	1	1
589	мира в	1	1
590	входить в	1	1
591	но оно	3	1
592	отличается от	1	1
593	раз на	1	1
594	до этого	1	1
595	эта идея	1	1
596	ко всем	1	1
597	новом свете	1	1
598	основные и	1	1
599	ничего нет	1	1
600	в плоскости	1	1
601	значит не	1	1
602	в той	10	1
603	себя то	1	1
604	близости к	1	1
605	днем и	1	1
606	это его	1	1
607	быть только	2	1
608	где не	1	1
609	вокруг себя	1	1
610	по существу	3	1
611	в состоянии	1	1
612	мы сказали	4	1
613	в это	1	1
614	в контексте	2	1
615	этом случае	2	1
616	жизни или	1	1
617	лучшем случае	2	1
618	ближе к	1	1
619	явления с	1	1
620	при всем	3	1
621	не является	2	1
622	не знаем	1	1
623	потому не	1	1
624	и от	4	1
625	так или	1	1
626	в известном	2	1
627	в точном	1	1
628	не переходит	1	1
629	которая в	1	1
630	оно ничего	1	1
631	самом предмете	3	1
632	у них	2	1
633	отношении не	1	1
634	поэтому все	1	1
635	разве только	1	1
636	ибо в	1	1
637	и простую	1	1
638	все они	7	1
639	есть уже	1	1
640	находятся в	1	1
641	на фоне	7	1
642	становления и	1	1
643	лишь те	1	1
644	о своем	1	1
645	в романе	21	1
646	мира он	1	1
647	не знает	1	1
648	из этого	3	1
649	явления в	1	1
650	на своем	5	1
651	будучи в	1	1
652	включает в	1	1
