N	2gram	Vygotskiy__3	RusskieA
1	и в	25	36
2	не только	6	22
3	том что	20	19
4	что в	17	19
5	в том	23	17
6	но и	4	16
7	так как	12	15
8	в этом	14	12
9	и на	6	10
10	в этот	1	10
11	как и	15	10
12	как мы	8	10
13	вместе с	14	10
14	потому что	6	10
15	об этом	2	9
16	а в	4	9
17	состоит в	3	8
18	и по	5	8
19	с тем	16	8
20	у нас	1	8
21	о том	5	8
22	один из	6	8
23	мы увидим	4	8
24	из них	4	8
25	может быть	13	8
26	как это	7	8
27	что они	10	7
28	так и	5	7
29	между тем	3	7
30	что и	10	7
31	и других	2	7
32	полагает что	1	6
33	мы не	9	6
34	в виде	3	6
35	таким образом	17	6
36	при этом	5	6
37	не имеет	1	6
38	с этого	1	6
39	уже не	2	6
40	в них	2	6
41	и не	10	6
42	все это	6	6
43	для нас	2	6
44	в новый	1	6
45	то что	15	6
46	как в	9	5
47	все же	6	5
48	во многих	1	5
49	показывает что	8	5
50	в которых	3	5
51	того как	3	5
52	с ними	3	5
53	и у	6	5
54	одно из	1	5
55	в течение	2	5
56	как бы	10	5
57	этом случае	1	5
58	с в	1	4
59	животных и	2	4
60	мы имеем	4	4
61	еще не	4	4
62	во всех	1	4
63	что по	2	4
64	следующим образом	1	4
65	представляет собой	6	4
66	входит в	5	4
67	их на	1	4
68	из этих	4	4
69	тому что	2	4
70	одна из	2	4
71	связи с	9	4
72	к тому	4	4
73	еще в	2	4
74	и что	10	4
75	и их	3	4
76	тем что	8	4
77	а с	3	4
78	в тех	2	4
79	того что	10	4
80	по существу	1	4
81	но это	5	4
82	в связи	6	4
83	как уже	6	4
84	не может	6	4
85	только в	10	4
86	к этому	3	4
87	увидим ниже	1	3
88	представление о	1	3
89	если в	3	3
90	которые не	4	3
91	в своем	4	3
92	не можем	3	3
93	что это	5	3
94	думать что	1	3
95	связанные с	2	3
96	в основном	6	3
97	на этом	3	3
98	то же	2	3
99	но все	2	3
100	совпадают с	4	3
101	для них	1	3
102	несмотря на	1	3
103	в этих	2	3
104	точки зрения	6	3
105	таким же	2	3
106	с точки	1	3
107	тем не	5	3
108	но они	2	3
109	их в	3	3
110	не менее	6	3
111	этого момента	2	3
112	и другой	1	3
113	приводит к	4	3
114	к жизни	2	3
115	начиная с	1	3
116	или на	1	3
117	а также	2	3
118	связаны с	3	3
119	как например	1	3
120	по этому	3	3
121	в качестве	12	3
122	слова в	2	3
123	в одном	2	3
124	в области	7	3
125	на этот	2	3
126	так называемой	1	3
127	так же	17	3
128	в это	1	3
129	этого слова	4	3
130	на других	1	3
131	и к	5	3
132	в свою	3	3
133	как известно	3	2
134	например в	1	2
135	переход от	3	2
136	но тем	2	2
137	между двумя	2	2
138	к другому	2	2
139	что иное	1	2
140	на себя	2	2
141	они были	1	2
142	в ней	1	2
143	иное как	1	2
144	это имеет	1	2
145	друг к	1	2
146	но не	6	2
147	не просто	1	2
148	отнюдь не	4	2
149	однако как	1	2
150	независимо от	4	2
151	с этим	4	2
152	мы можем	7	2
153	хотя и	2	2
154	и как	5	2
155	его к	3	2
156	некоторые исследователи	1	2
157	но в	1	2
158	та же	1	2
159	в целом	13	2
160	все эти	7	2
161	в дальнейшем	1	2
162	и до	1	2
