N	3gram	Losev_Dial_1	Freidism
1	с точки зрения	12	11
2	во всяком случае	2	7
3	не может быть	3	7
4	в самом деле	1	6
5	– все это	2	5
6	то же время	4	4
7	в то же	4	4
8	на самом деле	2	4
9	можно сказать что	3	4
10	теперь мы должны	1	3
11	для того чтобы	1	3
12	– один из	1	3
13	и той же	1	3
14	мы можем сказать	2	3
15	с самого начала	1	3
16	одной и той	1	3
17	можем сказать что	2	3
18	в чем не	1	2
19	то же самое	1	2
20	что же касается	1	2
21	то или иное	2	2
22	до сих пор	2	2
23	но если мы	1	2
24	может быть и	3	2
25	чем он сам	1	2
26	но в то	1	2
27	ничего общего не	1	2
28	все это –	1	2
29	миф и религия	1	2
30	в этом отношении	2	2
31	ни в чем	2	2
32	это и есть	2	2
33	с одной стороны	2	2
34	тем не менее	1	2
35	мы уже знаем	1	2
36	в конце концов	3	2
37	и может быть	1	1
38	свое отношение к	1	1
39	точка зрения на	1	1
40	или хотя бы	2	1
41	только потому что	3	1
42	с самых ранних	1	1
43	– это та	1	1
44	ни в каких	1	1
45	что в данном	1	1
46	и даже не	2	1
47	и в отношении	1	1
48	но даже и	1	1
49	находит его в	1	1
50	это уже не	1	1
51	как раз и	1	1
52	мы находим в	2	1
53	до известной степени	1	1
54	другой точки зрения	1	1
55	можно говорить о	1	1
56	на самом же	1	1
57	не было бы	2	1
58	только то что	3	1
59	во всех этих	1	1
60	в котором мы	1	1
61	из того что	1	1
62	или по крайней	2	1
63	по крайней мере	4	1
64	и вовсе не	1	1
65	и тем не	1	1
66	отнюдь не является	1	1
67	ни в какой	1	1
68	в коем случае	1	1
69	никакого отношения к	1	1
70	можно сказать о	1	1
71	далеко не всегда	1	1
72	в его высшей	1	1
73	ни в коем	1	1
74	таким образом и	1	1
75	на первый взгляд	1	1
76	и об его	2	1
77	но она не	1	1
78	по сравнению с	2	1
79	в каком случае	4	1
80	то что он	1	1
81	мы все время	1	1
82	и пр –	1	1
83	что же это	1	1
84	сих пор не	1	1
85	это было бы	1	1
86	и ни в	2	1
87	ни в каком	8	1
88	и об отношении	1	1
89	в то время	1	1
90	коем случае не	1	1
91	о том что	2	1
92	ничего общего с	3	1
93	к выводу что	1	1
94	той или иной	3	1
95	но все же	1	1
96	же это за	1	1
97	каком случае не	2	1
98	в этом смысле	3	1
99	для понимания этого	1	1
100	и т д	19	1
101	и в нем	2	1
102	самом же деле	1	1
103	в том что	7	1
104	в результате получается	1	1
105	она не может	1	1
106	не нуждается в	3	1
107	– как бы	1	1
