N	2gram	Ircho_Kome_2	Psycholo
1	то что	6	32
2	и в	26	31
3	в том	11	30
4	и т	2	26
5	что в	9	23
6	может быть	11	22
7	таким образом	6	20
8	ясно что	8	19
9	так как	4	18
10	не может	3	17
11	как и	4	16
12	том что	9	16
13	т п	2	16
14	и не	14	16
15	точки зрения	4	15
16	только в	4	14
17	не только	7	13
18	что и	7	13
19	а не	1	13
20	мы не	2	12
21	если мы	1	12
22	так же	1	12
23	в этом	10	12
24	в самом	4	11
25	не в	2	11
26	в области	1	11
27	в сущности	1	10
28	потому что	6	10
29	самом деле	1	9
30	по себе	1	9
31	ни в	5	9
32	как в	3	9
33	и что	2	8
34	никогда не	1	8
35	вместе с	9	8
36	все это	3	8
37	во всяком	2	8
38	том чтобы	1	7
39	на основании	5	7
40	сказать что	1	7
41	того чтобы	6	7
42	и его	12	7
43	о том	6	7
44	что он	5	7
45	что это	4	6
46	отнюдь не	2	6
47	целый ряд	2	6
48	из этих	4	6
49	что она	2	6
50	для того	5	6
51	было бы	8	6
52	если бы	9	6
53	в его	4	6
54	вслед за	2	6
55	всяком случае	2	6
56	вовсе не	2	6
57	и даже	1	6
58	одной стороны	2	6
59	до конца	1	6
60	а в	3	6
61	и есть	2	5
62	то же	3	5
63	время как	2	5
64	х годов	2	5
65	в ее	2	5
66	с одной	2	5
67	в целом	4	5
68	несмотря на	1	5
69	в то	6	5
70	с и	4	5
71	как будто	4	5
72	не является	2	5
73	то время	3	5
74	для нас	3	5
75	с другой	2	5
76	мы видим	1	5
77	в какой	2	5
78	так что	5	5
79	само по	1	5
80	как бы	2	5
81	все же	4	5
82	и для	4	5
83	и все	2	5
84	другой стороны	1	5
85	в котором	3	4
86	мы имеем	2	4
87	в которой	5	4
88	в виду	2	4
89	столь же	9	4
90	у него	4	4
91	отличие от	2	4
92	с на	1	4
93	в себе	1	4
94	и если	2	4
95	по существу	1	4
96	тому что	4	4
97	одна из	2	4
98	у нас	1	4
99	к тому	12	4
100	со стороны	2	4
101	никак не	1	4
102	прежде всего	4	4
103	между тем	4	4
104	все время	2	4
105	один из	5	4
106	для всех	3	4
107	и у	2	4
108	могло бы	1	4
109	мы можем	3	4
110	там где	1	4
111	как это	4	4
112	с этой	3	4
113	в результате	1	4
114	в этих	4	4
115	в искусстве	1	4
116	и другие	2	4
117	к этому	5	4
118	речь идет	3	3
119	например в	3	3
120	тем же	1	3
121	что эти	1	3
122	самому существу	1	3
123	той же	3	3
124	вопрос о	3	3
125	из которых	3	3
126	но не	3	3
127	конечном счете	1	3
128	с этим	5	3
129	в художественном	1	3
130	в своем	6	3
131	хотя и	4	3
132	что по	2	3
133	и к	2	3
134	но в	3	3
135	та же	1	3
136	уже в	4	3
137	в этой	3	3
138	тому же	11	3
139	в силу	2	3
140	в каждом	3	3
