N	3gram	Propp_Isto_5	Problemy
1	то же время	1	12
2	в то же	1	12
3	на самом деле	1	10
4	с самого начала	1	8
5	не может быть	3	6
6	по отношению к	2	5
7	во всяком случае	1	5
8	с точки зрения	1	4
9	в самом деле	1	3
10	он не может	2	3
11	мы уже говорили	1	3
12	с другой стороны	8	3
13	подобно тому как	1	2
14	в этом случае	7	2
15	знает что он	1	2
16	вместе с тем	6	2
17	в отличие от	1	2
18	что все это	1	2
19	как мы знаем	1	2
20	тем что он	2	2
21	а не в	1	2
22	о том что	4	2
23	тем не менее	4	2
24	друг с другом	2	2
25	мы увидим что	1	2
26	и т д	18	2
27	как мы видели	1	2
28	в пределах одного	1	2
29	как и его	1	1
30	потому что в	1	1
31	т д и	1	1
32	так что он	1	1
33	в нем и	3	1
34	до сих пор	2	1
35	и в других	1	1
36	что он не	1	1
37	которой он сам	1	1
38	выдает себя за	1	1
39	у него нет	1	1
40	здесь еще не	1	1
41	в непосредственной близости	1	1
42	в данном случае	2	1
43	что может быть	1	1
44	главным образом в	1	1
45	не только для	1	1
46	с ним и	1	1
47	то что он	1	1
48	не в виде	1	1
49	видели что в	1	1
50	каждого из них	1	1
51	мы видели что	2	1
52	может быть не	1	1
53	мы видели также	1	1
54	но тем не	1	1
55	и вместе с	2	1
56	как и в	2	1
57	в свою очередь	1	1
58	из них он	1	1
59	на этом мы	1	1
60	но и для	1	1
61	но все же	4	1
62	можно сказать что	1	1
63	на то что	2	1
64	вопрос о том	1	1
65	и что он	1	1
66	для того чтобы	3	1
67	в том что	2	1
68	и все эти	1	1
69	что и в	2	1
70	мы еще не	1	1
71	что он на	1	1
