N	2gram	Vinokur_St_1	Analitik
1	в качестве	4	31
2	может быть	15	29
3	в том	36	27
4	не может	8	22
5	и не	16	21
6	в частности	4	19
7	и в	44	18
8	но и	10	17
9	а не	16	17
10	не только	18	15
11	не в	12	14
12	в этом	21	13
13	как и	9	13
14	в его	9	13
15	при этом	2	12
16	том что	29	12
17	текста в	5	12
18	в себе	2	11
19	то есть	2	11
20	произведения в	2	11
21	но не	3	10
22	то же	5	9
23	иначе говоря	1	9
24	в то	9	9
25	а в	17	9
26	текста и	1	8
27	но в	10	8
28	нуждается в	1	8
29	в той	6	8
30	том чтобы	1	7
31	тем самым	2	7
32	к тому	1	7
33	этого слова	2	7
34	мы имеем	2	6
35	в сущности	2	6
36	по отношению	3	6
37	в самом	7	6
38	в случае	2	6
39	это не	8	6
40	далеко не	1	6
41	точки зрения	11	6
42	в своей	6	6
43	в основе	3	6
44	по своей	2	6
45	той или	1	6
46	должен быть	3	6
47	времени и	1	6
48	же время	4	6
49	только в	10	6
50	себя в	1	6
51	то что	18	6
52	или иной	1	6
53	прежде всего	7	6
54	художественного произведения	1	5
55	и на	1	5
56	в целом	5	5
57	в этой	11	5
58	лишь в	3	5
59	и его	8	5
60	о том	17	5
61	в тексте	12	5
62	между тем	3	5
63	такого рода	2	5
64	как бы	4	5
65	отношению к	3	5
66	что в	30	5
67	того же	3	4
68	из того	2	4
69	столь же	4	4
70	более чем	2	4
71	все же	8	4
72	не всегда	2	4
73	с точки	8	4
74	и более	2	4
75	по себе	1	4
76	имеем дело	2	4
77	в области	14	4
78	ни в	3	4
79	могут быть	5	4
80	так и	9	4
81	как правило	2	4
82	лишь при	1	4
83	в другом	3	4
84	на вопрос	4	4
85	с другой	9	4
86	того что	9	4
87	дело с	2	4
88	уже не	1	4
89	для того	10	4
90	с другим	1	4
91	именно в	6	4
92	вместе с	1	4
93	из которых	1	4
94	истории литературы	2	4
95	как известно	1	3
96	и т	30	3
97	мере в	2	3
98	и есть	1	3
99	с текстом	1	3
100	место в	1	3
101	бы то	1	3
102	если в	2	3
103	как справедливо	1	3
104	в наиболее	1	3
105	что как	2	3
106	и к	1	3
107	в нашем	1	3
108	как он	1	3
109	в нем	5	3
110	он не	2	3
111	таким образом	7	3
112	то ни	1	3
113	бы быть	1	3
114	того или	4	3
115	даже в	3	3
116	ответственности перед	1	3
117	в котором	5	3
118	разного рода	1	3
119	своего рода	3	3
120	всякий раз	2	3
121	однако в	1	3
122	дело не	4	3
123	того чтобы	11	3
124	т п	9	3
125	о нем	1	3
126	в таком	3	3
127	как будто	4	3
128	данного произведения	1	3
129	не могут	1	3
130	могла бы	1	3
131	если бы	9	3
132	а также	2	3
133	к нему	2	3
134	с его	1	3
135	еще не	3	3
136	с одной	3	3
137	вопроса о	3	3
138	обратиться к	1	3
139	ни с	3	3
140	от себя	1	3
141	никто не	4	3
142	что и	6	3
143	одной стороны	2	3
144	а именно	3	3
145	а с	3	3
146	что не	3	3
147	более того	1	3
148	по мысли	1	3
149	быть не	1	3
150	что мы	5	3
151	в культуре	1	3
152	которая в	1	3
153	и все	2	3
154	хотя бы	6	3
155	будто бы	3	3
156	я в	1	3
157	в равной	2	3
158	что он	10	3
159	или иного	4	3
160	том числе	2	3
161	отношения к	2	2
162	самом деле	11	2
163	на самом	6	2
164	в первом	2	2
165	едва ли	1	2
166	также и	9	2
167	той же	5	2
168	а как	2	2
169	на себя	1	2
170	и то	5	2
171	и самого	1	2
172	такое отношение	1	2
173	же мере	1	2
174	между собой	1	2
175	данном случае	6	2
176	на основе	1	2
177	не все	3	2
178	отношение к	2	2
179	не просто	1	2
180	нет и	1	2
181	за пределы	2	2
182	как говорит	1	2
183	что именно	1	2
184	до его	1	2
185	как к	3	2
186	не являются	3	2
187	то в	3	2
188	в которой	4	2
189	все эти	5	2
190	бы не	2	2
191	из этих	6	2
192	думать что	2	2
193	и до	1	2
194	от которого	1	2
195	свидетельствует о	2	2
196	какой бы	1	2
197	и по	5	2
198	и с	3	2
199	на все	1	2
200	из них	8	2
201	вовсе не	19	2
202	так как	5	2
203	несмотря на	2	2
204	такой же	5	2
205	перед собой	2	2
206	для него	6	2
207	от своего	1	2
208	не становится	1	2
209	не должен	1	2
210	не столько	1	2
211	вопрос о	4	2
212	которые в	2	2
213	том и	1	2
214	для этого	2	2
215	свое время	2	2
216	тогда когда	1	2
217	текстов в	1	2
218	в процессе	1	2
219	совпадает с	2	2
220	никогда не	5	2
221	и является	1	2
222	потому что	6	2
223	в сознании	2	2
224	отличается от	1	2
225	для себя	3	2
226	как мы	1	2
227	и о	1	2
228	ни одно	1	2
229	не могу	1	2
230	мысль о	1	2
231	читателя в	1	2
232	и сам	2	2
233	еще в	1	2
234	не говоря	1	2
235	но к	1	2
236	и та	1	2
237	с целью	1	2
238	и просто	1	2
239	можно сказать	1	2
240	каждом из	1	2
241	данного текста	1	2
242	в двух	3	2
243	текст в	1	2
244	для научного	2	2
245	который в	1	2
246	бы ни	1	2
247	оказывается в	2	2
248	сколько бы	1	2
249	в начале	3	2
250	при помощи	2	2
251	его и	1	2
252	себе в	1	2
253	в новом	4	2
254	сами по	1	2
255	не о	1	2
256	случае не	2	2
257	каждый из	1	2
258	этом отношении	7	2
259	со стороны	6	2
260	было бы	17	2
261	представляет собою	2	2
262	но о	1	2
263	соответствии с	1	2
264	пушкина как	6	2
265	его создания	1	2
266	и потому	2	2
267	в данном	14	2
268	что же	6	2
269	той мере	1	2
270	и тогда	2	2
271	писал в	1	2
272	не является	3	2
273	тем более	4	2
274	другой стороны	7	2
275	была бы	5	2
276	культуры в	3	2
277	в свое	2	2
278	в какой	3	2
279	в роли	1	2
280	то на	1	1
281	речь идет	4	1
282	например в	8	1
283	или исторически	1	1
284	знать в	1	1
285	я успел	1	1
286	тех же	1	1
287	или о	1	1
288	литературная критика	2	1
289	не имеют	1	1
290	в какой-то	1	1
291	выводы об	1	1
292	должна быть	3	1
293	этому пути	1	1
294	видеть в	1	1
295	в зависимости	1	1
296	по его	2	1
297	и была	1	1
298	текста как	1	1
299	мы не	2	1
300	из сказанного	1	1
301	и другая	1	1
302	как я	1	1
303	зависимости от	1	1
304	пребывания в	1	1
305	значения в	1	1
306	в ней	3	1
307	литературы и	2	1
308	на нем	1	1
309	по этому	3	1
310	он был	3	1
311	ответа на	2	1
312	быть в	2	1
313	в чем	3	1
314	во всех	8	1
315	я никогда	1	1
316	или во	1	1
317	в ее	4	1
318	какой-то степени	1	1
319	но как	1	1
320	а только	1	1
321	в сторону	2	1
322	могут и	1	1
323	присутствует в	1	1
324	или иное	3	1
325	личность это	1	1
326	писатель в	1	1
327	как в	13	1
328	ответ в	1	1
329	предполагает в	1	1
330	есть в	2	1
331	что касается	3	1
332	рода в	2	1
333	я должен	1	1
334	та и	1	1
335	к числу	2	1
336	первой из	1	1
337	отдельных произведений	1	1
338	не приходится	1	1
339	меньшей мере	3	1
340	в литературном	2	1
341	степени как	1	1
342	что это	4	1
343	а во-вторых	1	1
344	бы с	1	1
345	он в	1	1
346	не оставляет	1	1
347	исключительно в	1	1
348	в известном	1	1
349	и те	2	1
350	всё дело	1	1
351	личность но	1	1
352	если он	1	1
353	а вовсе	1	1
354	ответом на	1	1
355	отдельных случаях	1	1
356	всех этих	2	1
357	не значит	3	1
358	которая является	1	1
359	в виде	3	1
360	не как	1	1
361	части этого	2	1
362	литературы а	1	1
363	что ни	2	1
364	без исключения	1	1
365	ни был	1	1
366	и наоборот	1	1
367	в основу	4	1
368	но все	4	1
369	с фактами	1	1
370	что все	2	1
371	том случае	1	1
372	являются для	1	1
373	его в	2	1
374	заключается в	4	1
375	и тем	3	1
376	капитанской дочке	1	1
377	в ином	1	1
378	произведения не	1	1
379	для них	1	1
380	для ученого	1	1
381	в них	1	1
382	с тем	1	1
383	и уже	2	1
384	только во	1	1
385	действительно не	1	1
386	постановку вопроса	1	1
387	в этих	2	1
388	во время	3	1
389	сказать не	1	1
390	и при	1	1
391	том же	1	1
392	в отношении	9	1
393	в такой	2	1
394	оказывается для	1	1
395	справедливо писал	1	1
396	пушкин это	2	1
397	знает и	2	1
398	равной мере	2	1
399	в которых	5	1
400	бы мы	2	1
401	одном из	1	1
402	характера эти	1	1
403	него не	1	1
404	втором случае	2	1
405	точку зрения	3	1
406	времени не	4	1
407	но он	2	1
408	не его	1	1
409	по крайней	2	1
410	и эти	1	1
411	речи в	1	1
412	их в	2	1
413	не должно	1	1
414	у читателя	1	1
415	этом от	1	1
416	нас к	1	1
417	тому что	3	1
418	да ведь	2	1
419	слова до	1	1
420	не менее	5	1
421	оба эти	2	1
422	работы на	1	1
423	текста является	1	1
424	себе целью	3	1
425	из нас	1	1
426	в обоих	1	1
427	одна из	1	1
428	к этим	1	1
429	на него	2	1
430	было не	2	1
431	именно такова	1	1
432	на котором	1	1
433	ничего не	2	1
434	его речи	1	1
435	этих двух	3	1
436	по меньшей	3	1
437	иными словами	1	1
438	б в	1	1
439	того в	1	1
440	к концу	2	1
441	ему и	1	1
442	но это	6	1
443	вместо этого	1	1
444	для языка	1	1
445	требуется чтобы	1	1
446	в каком	3	1
447	фактов и	1	1
448	мы встречаем	1	1
449	xx века	1	1
450	уже о	5	1
451	начиная с	2	1
452	разрыв между	1	1
453	здесь совершенно	3	1
454	числе и	2	1
455	из перечисленных	1	1
456	оно не	1	1
457	говорит о	3	1
458	собственную личность	1	1
459	в виду	1	1
460	но при	1	1
461	проявляется в	1	1
462	говоря уже	1	1
463	языка и	4	1
464	как по	1	1
465	то или	3	1
466	на той	1	1
467	на свой	2	1
468	со мною	1	1
469	на том	1	1
470	же касается	3	1
471	читателя нужно	1	1
