N	3gram	Potebnia_M_4	Hudozhes
1	о том что	5	9
2	и т п	4	8
3	то же время	3	8
4	по отношению к	8	8
5	в то же	3	8
6	в том что	7	6
7	к тому что	1	4
8	с точки зрения	3	3
9	и быть может	1	3
10	в этом отношении	1	3
11	в связи с	1	3
12	и в самом	1	3
13	тем не менее	4	3
14	как и в	1	3
15	и т д	3	3
16	только потому что	2	2
17	о том как	1	2
18	что же касается	1	2
19	только в том	2	2
20	до сих пор	4	2
21	то и другое	2	2
22	так или иначе	2	2
23	не в том	2	2
24	столь же мало	1	2
25	не может быть	5	2
26	речь идет о	1	2
27	на то что	4	2
28	во второй половине	1	2
29	своей исходной точке	1	1
30	а между тем	4	1
31	то что я	7	1
32	как было сказано	1	1
33	на самом деле	3	1
34	но при этом	1	1
35	относится и к	1	1
36	не стало бы	1	1
37	то же самое	4	1
38	потому что не	1	1
39	может быть только	1	1
40	и в этом	4	1
41	а тем более	1	1
42	и то и	1	1
43	в таком случае	2	1
44	и другому в	1	1
45	том случае если	1	1
46	с самого начала	1	1
47	до известной степени	2	1
48	сами по себе	2	1
49	есть нечто большее	1	1
50	ответить на вопрос	1	1
51	при этом мы	1	1
52	что все эти	1	1
53	и та же	1	1
54	в таком же	1	1
55	того и другого	1	1
56	к тому чтобы	1	1
57	заключает в себе	8	1
58	в данное время	1	1
59	а не другое	1	1
60	в том случае	3	1
61	тому и другому	1	1
62	в это время	1	1
63	тогда как в	1	1
64	том и состоит	1	1
65	не в его	1	1
66	и по отношению	2	1
67	в первый раз	1	1
68	с той же	1	1
69	не глядя на	2	1
70	в том и	2	1
71	во всяком случае	3	1
72	одна и та	1	1
73	при всей своей	1	1
74	в свое время	1	1
75	на вопрос что	1	1
76	того что у	1	1
77	а в том	2	1
78	в данном случае	2	1
79	как нам представляется	1	1
80	на наших глазах	1	1
81	как в произведении	1	1
82	в свою очередь	1	1
83	ничего общего с	1	1
84	с тем что	4	1
85	легко заметить что	1	1
86	не только не	3	1
87	же ошибочно как	1	1
88	к своей исходной	1	1
89	т с не	1	1
90	того что он	1	1
91	друг от друга	1	1
92	если бы не	2	1
93	не умеет выразить	1	1
94	и быть не	1	1
95	мы не знаем	1	1
96	в том смысле	2	1
97	с одной стороны	1	1
98	почти то же	1	1
99	на первый взгляд	1	1
