N	3gram	Trubetskoy_1	Problema
1	о том что	4	9
2	с точки зрения	6	8
3	в том что	3	8
4	в связи с	3	7
5	в конце концов	3	6
6	тем не менее	3	5
7	с другой стороны	1	5
8	по крайней мере	5	4
9	в настоящее время	1	3
10	точно так же	3	3
11	вместе с тем	8	3
12	с одной стороны	7	3
13	а с другой	5	3
14	в то время	1	3
15	можно сказать что	2	3
16	после того как	1	3
17	только тогда когда	1	3
18	по отношению к	1	2
19	в том числе	5	2
20	до сих пор	5	2
21	в таком случае	1	2
22	бы то ни	2	2
23	в значительной мере	2	2
24	в данном случае	1	2
25	не может быть	1	2
26	во всяком случае	6	2
27	и никогда не	1	2
28	но все же	4	2
29	на то что	2	2
30	для людей но	1	2
31	для того чтобы	5	2
32	на этой точке	1	1
33	таким образом если	2	1
34	крайней мере в	1	1
35	таким образом уже	1	1
36	так и остается	1	1
37	чуть ли не	1	1
38	в самом деле	1	1
39	свидетельствует о том	1	1
40	о том как	1	1
41	важно то что	1	1
42	здесь таким образом	1	1
43	людей но и	1	1
44	к этому что	1	1
45	а так как	3	1
46	в этом отношении	2	1
47	том числе и	4	1
48	с тех пор	2	1
49	с этой точки	2	1
50	и состоит из	1	1
51	не потому что	1	1
52	но в то	1	1
53	то ни было	2	1
54	представление о богах	1	1
55	тот факт что	1	1
56	на задний план	1	1
57	состоит в том	1	1
58	и потому что	2	1
59	и в этом	2	1
60	друг на друга	2	1
61	или по крайней	1	1
62	не только как	1	1
63	указывает на то	1	1
64	так или иначе	3	1
65	и что она	1	1
66	ни в кого	1	1
67	мы и находим	1	1
68	еще и потому	1	1
69	с богами и	1	1
70	этой точки зрения	2	1
71	и таким образом	3	1
72	то же время	2	1
73	но тем не	1	1
74	похожи друг на	1	1
75	так и в	1	1
76	и вместе с	4	1
77	это и есть	1	1
78	то или иное	2	1
79	с самого начала	2	1
80	и превращается в	1	1
81	той или иной	2	1
82	и для того	2	1
83	в то же	2	1
84	и все же	1	1
85	к тому же	4	1
