N	3gram	Losev_Dial_3	Komedia
1	до сих пор	1	9
2	в том что	3	9
3	в самом деле	5	6
4	в то же	1	4
5	о том что	5	4
6	то же время	1	4
7	к тому же	2	4
8	с точки зрения	14	3
9	в связи с	1	3
10	во всяком случае	2	3
11	речь идет о	1	3
12	с одной стороны	3	3
13	тем не менее	10	3
14	то же самое	1	3
15	хотя и не	2	2
16	так или иначе	2	2
17	бы то ни	1	2
18	он и не	1	2
19	в этом отношении	1	2
20	и с этой	2	2
21	то время как	4	2
22	т е в	4	2
23	то ни было	1	2
24	с другой стороны	2	2
25	в то время	4	2
26	в конечном счете	1	2
27	что и в	1	2
28	при всем том	1	2
29	все что угодно	1	1
30	ничем не отличаются	1	1
31	в силу этого	2	1
32	служит как бы	1	1
33	и без всякого	1	1
34	и призыв к	1	1
35	у меня в	1	1
36	в виду что	1	1
37	все это на	1	1
38	более или менее	1	1
39	имеем в виду	1	1
40	не говоря уже	2	1
41	подобно тому как	4	1
42	одной стороны и	1	1
43	друг против друга	1	1
44	на первый план	4	1
45	не отличаются от	1	1
46	говоря уже о	2	1
47	за несколько минут	1	1
48	и в то	1	1
49	в зависимости от	2	1
50	и не может	1	1
51	на то что	3	1
52	не о чем	1	1
53	может быть только	1	1
54	с этой точки	2	1
55	по крайней мере	5	1
56	понимающих друг друга	1	1
57	так как все	2	1
58	в другой раз	1	1
59	и в частности	1	1
60	даже если бы	1	1
61	что мы не	1	1
62	и для этого	1	1
63	далеко не всегда	1	1
64	т е чисто	1	1
65	все то же	1	1
66	и в отношении	1	1
67	за другой как	1	1
68	со всеми их	1	1
69	что к нему	1	1
70	этой точки зрения	2	1
71	а то что	1	1
72	только на то	2	1
73	он был бы	1	1
74	точки зрения самого	1	1
75	и никогда не	1	1
76	что у него	1	1
77	да и сами	1	1
78	да что там	1	1
79	не менее в	1	1
80	тому что она	1	1
81	мы имеем в	1	1
82	и по существу	1	1
83	таким образом что	1	1
84	к тому что	2	1
85	ну а что	2	1
86	и в этом	2	1
87	то это опять	1	1
88	чем в других	1	1
89	жизни вовсе не	1	1
90	не посмел бы	1	1
91	и т д	23	1
