N	3gram	Tiupa_Hudo_1	Analitik
1	кадров внутреннего зрения	3	7
2	в сочетании с	1	7
3	факторов художественного впечатления	3	6
4	о том что	1	6
5	в том что	7	6
6	состоит в том	5	4
7	по отношению к	9	4
8	так и не	4	4
9	с одной стороны	2	4
10	в этом случае	1	4
11	к тому же	1	4
12	мы имеем дело	2	3
13	подобно тому как	1	3
14	по крайней мере	1	3
15	содержит в себе	1	3
16	в своем составе	1	3
17	слогов между двумя	1	3
18	того или иного	3	3
19	в самом начале	1	3
20	той или иной	4	3
21	тем не менее	3	3
22	как и в	1	3
23	между двумя паузами	1	3
24	к внутреннему слуху	1	2
25	присутствия в мире	6	2
26	организации художественного произведения	1	2
27	в этом смысле	3	2
28	в соответствии с	1	2
29	с точки зрения	3	2
30	к предмету речи	1	2
31	организации литературного произведения	1	2
32	в таком случае	1	2
33	средней длине ритмического	1	2
34	длиной ритмического ряда	1	2
35	в то же	5	2
36	том или ином	1	2
37	субъекта объекта и	1	2
38	тогда как в	1	2
39	как уже говорилось	1	2
40	в значительной степени	1	2
41	едва ли не	1	2
42	если говорить о	1	2
43	поле зрения читателя	1	2
44	в отличие от	7	2
45	в том или	1	2
46	в проекции текста	1	2
47	с другой стороны	5	2
48	в пределах текста	1	2
49	объекта и адресата	1	2
50	в частности в	1	2
51	то же время	5	2
52	повествователя рассказчика хроникера	1	2
53	субъектной организации художественного	2	2
54	и тем самым	1	2
55	и в самом	1	2
56	в конечном счете	5	2
57	с объектной организацией	1	2
58	длине ритмического ряда	1	2
59	читательского внутреннего исполнения	1	2
60	в ритмическом ряду	1	2
61	в поле зрения	1	2
62	тех или иных	2	2
63	прочие его конструктивные	1	1
64	примет в осмысленном	1	1
65	субъектная организация литературного	1	1
66	низа левого правого	1	1
67	ее полные розовые	1	1
68	относительно длины ритмического	1	1
69	восприятию задана как	1	1
70	сколько диалогически соотнесенных	1	1
71	самом начале этой	1	1
72	читательского восприятия в	1	1
73	детализирует их создает	1	1
74	мягким взглядом очень	1	1
75	зрения читателя находится	1	1
76	что иное как	1	1
77	место лишь в	1	1
78	и формирующие тем	1	1
79	текста так же	1	1
80	внутреннего зрения герои	1	1
81	субсистемы художественных значимостей	1	1
82	средств осуществление которой	1	1
