N	3gram	Bakhtin_Pr_2	Hudozhes
1	в том что	1	11
2	по отношению к	5	7
3	о том что	1	7
4	то же время	5	4
5	в то же	5	4
6	а между тем	1	3
7	в самом деле	4	3
8	но при этом	2	3
9	не может быть	4	3
10	как и в	3	3
11	с одной стороны	1	3
12	тем не менее	2	3
13	однако в этом	1	2
14	о том как	1	2
15	с точки зрения	8	2
16	рядом с собой	2	2
17	до сих пор	7	2
18	хотя бы и	1	2
19	ни одного слова	1	2
20	и т п	9	2
21	можно было бы	3	2
22	то что было	1	2
23	но тем не	1	2
24	то же самое	1	2
25	не только не	1	2
26	к тому же	3	2
27	и т д	4	2
28	на чужое слово	13	1
29	обойтись без другого	1	1
30	зачем же я	1	1
31	с чужого голоса	1	1
32	той или иной	3	1
33	дело в том	1	1
34	в настоящее время	2	1
35	же как и	1	1
36	как раз и	2	1
37	и в других	1	1
38	что он не	1	1
39	бы то ни	1	1
40	между тем как	1	1
41	том числе и	1	1
42	с самим собою	5	1
43	с самим собой	3	1
44	в таком случае	1	1
45	в значительной степени	1	1
46	у него в	1	1
47	перед нами в	1	1
48	то время как	2	1
49	а не как	1	1
50	так или иначе	1	1
51	и в рассказе	1	1
52	все же не	1	1
53	на фоне его	1	1
54	отношению к чужому	2	1
55	и в жизни	1	1
56	я не могу	2	1
57	с другой стороны	3	1
58	и в том	1	1
59	бы не было	1	1
60	это я не	1	1
61	является непосредственным продолжением	1	1
62	в то время	2	1
63	берет на себя	1	1
64	к чужому слову	6	1
65	но все же	2	1
66	можно сказать что	1	1
67	одного слова и	1	1
68	как мы знаем	1	1
69	друг от друга	2	1
70	если бы не	1	1
71	как бы в	4	1
72	после того как	1	1
73	в одном из	1	1
74	в художественном мире	1	1
75	в том числе	1	1
76	если бы оно	1	1
77	чужому слову я	1	1
78	о нем он	1	1
79	и все что	1	1
80	человека и его	2	1
81	здесь не в	1	1
82	о том же	2	1
83	в своей жизни	1	1
84	в пределах одного	9	1
