N	3gram	Vygotskiy__3	Sovremen
1	мы не можем	2	6
2	с точки зрения	9	5
3	в зависимости от	1	4
4	не может быть	1	4
5	мы видели что	2	3
6	с самого начала	6	3
7	во всяком случае	2	2
8	каждого из них	1	2
9	в отличие от	1	2
10	в свою очередь	2	2
11	может быть и	1	2
12	то же самое	8	2
13	же мере в	1	1
14	и может быть	1	1
15	такой же мере	1	1
16	и в этом	3	1
17	и все те	2	1
18	в такой же	1	1
19	не в том	2	1
20	все более и	2	1
21	одна и та	1	1
22	на самом деле	2	1
23	и той же	1	1
24	не вытекает из	1	1
25	один и тот	1	1
26	не было бы	1	1
27	и все же	1	1
28	же самое в	5	1
29	данном случае и	1	1
30	до сих пор	5	1
31	и что следовательно	1	1
32	и во всех	2	1
33	они не могут	1	1
34	по аналогии с	2	1
35	что в ней	1	1
36	мы помним что	2	1
37	и та же	2	1
38	таким образом все	1	1
39	но они не	1	1
40	не имеет с	1	1
41	значение каждого из	1	1
42	заключает в себе	1	1
43	более и более	2	1
44	можно было бы	1	1
45	в самом деле	18	1
46	по его мнению	1	1
47	все же в	2	1
48	но если мы	1	1
49	не можем сказать	1	1
50	но все же	1	1
51	мы знаем что	1	1
52	заключать в себе	1	1
53	не более как	1	1
54	что дело идет	1	1
55	и ничего не	1	1
56	в том случае	1	1
57	и что она	1	1
58	мы видим что	7	1
59	одной и той	1	1
60	что все они	1	1
61	в том что	11	1
62	в данном случае	2	1
63	все эти три	1	1
64	она не может	1	1
65	что она может	1	1
66	дело идет о	1	1
67	с одной стороны	5	1
68	тот факт что	1	1
69	и тот же	1	1
