N	2gram	Vygotskiy__1	Marksizm
1	точки зрения	26	34
2	второго направления	1	27
3	может быть	14	26
4	и не	9	26
5	не может	12	24
6	с точки	18	20
7	и в	23	19
8	и его	6	19
9	таким образом	26	17
10	в этом	17	16
11	как бы	11	15
12	в процессе	8	14
13	как мы	5	13
14	языка и	1	13
15	прежде всего	10	13
16	как и	14	12
17	социального общения	1	12
18	и пр	2	12
19	если мы	2	11
20	так и	5	11
21	связи с	3	11
22	и для	1	11
23	самом деле	3	10
24	в нем	1	10
25	в слове	2	10
26	функциональной психологии	1	10
27	в самом	7	10
28	внутренней речи	9	9
29	лишь в	6	9
30	внутренняя речь	4	9
31	только в	6	9
32	для него	2	9
33	в результате	4	9
34	все же	3	8
35	не только	16	8
36	при этом	4	8
37	о языке	1	8
38	до сих	4	8
39	но и	14	8
40	в контексте	1	8
41	сих пор	4	8
42	то что	17	8
43	во всех	3	7
44	в ее	2	7
45	но в	5	7
46	психологии и	1	7
47	все эти	4	7
48	и те	2	7
49	то же	8	7
50	слова как	2	7
51	а не	3	7
52	так же	16	7
53	в направлении	1	7
54	отнюдь не	1	6
55	кроме того	1	6
56	мы не	7	6
57	ничего не	3	6
58	и здесь	1	6
59	в его	14	6
60	в том	24	6
61	является не	1	6
62	с помощью	13	6
63	в основном	1	6
64	в смысле	2	6
65	другой стороны	9	6
66	связи между	3	5
67	отличие от	1	5
68	в отличие	1	5
69	не в	4	5
70	того чтобы	17	5
71	общения и	3	5
72	направлении к	1	5
73	совершается в	1	5
74	и все	5	5
75	этот вопрос	3	5
76	ясно что	2	5
77	в конце	2	5
78	вовсе не	3	5
79	с другой	10	5
80	за пределы	2	5
81	именно в	6	5
82	до конца	1	5
83	мы знаем	1	5
84	и потому	2	5
85	хотя бы	4	5
86	к этому	4	5
87	во всяком	3	5
88	переход от	1	4
89	вопрос о	7	4
90	и на	8	4
91	чем же	1	4
92	как в	4	4
93	выражение в	1	4
94	к одному	1	4
95	было бы	4	4
96	не столько	4	4
97	мысли и	6	4
98	не менее	1	4
99	психологии в	2	4
100	по себе	5	4
101	в отношении	10	4
102	отражает и	1	4
103	самого начала	8	4
104	не является	9	4
105	в ней	1	4
106	с самого	8	4
107	же является	1	4
108	еще не	1	4
109	от того	6	4
110	для того	15	4
111	этой проблемы	8	4
112	и между	1	4
113	с этим	6	4
114	в данном	2	4
115	что же	1	4
116	в лингвистике	1	4
117	психической жизни	3	4
118	а в	2	4
119	отношении к	1	4
120	между ними	2	4
121	сказать что	11	4
122	что в	14	4
123	на самом	1	3
124	он может	2	3
125	между двумя	2	3
126	в нашу	1	3
127	не имеют	1	3
128	высшей степени	4	3
129	действительности и	1	3
130	в сущности	6	3
131	оно ни	1	3
132	по отношению	7	3
133	один и	1	3
134	в истории	1	3
135	целый ряд	4	3
136	и как	5	3
137	и к	4	3
138	в первом	2	3
139	в которой	3	3
140	понимания и	1	3
141	но все	2	3
142	он не	5	3
143	он является	1	3
144	в высшей	4	3
145	том что	21	3
146	в своей	4	3
147	и ее	7	3
148	в котором	4	3
149	более того	1	3
150	мы говорили	3	3
151	речи в	14	3
152	войти в	1	3
153	в то	7	3
154	к этим	2	3
155	для всего	1	3
156	не имеет	2	3
157	действительности но	1	3
158	же время	2	3
159	этом отношении	4	3
160	в области	3	3
161	же самое	3	3
162	должны быть	1	3
163	и это	3	3
164	не существует	1	3
165	в дальнейшем	1	3
166	из основных	3	3
167	нашей работы	8	3
168	одного из	3	3
169	можно сказать	5	3
170	с другими	2	3
171	и следовательно	3	3
172	конце концов	1	3
173	того что	15	3
174	одной из	1	3
175	нуждается в	2	3
176	в какой	5	3
177	и действительно	1	3
178	между тем	9	3
179	по законам	1	3
180	не дает	1	3
181	из них	1	3
182	или иной	1	3
183	в каком	3	3
184	социальной жизни	1	3
185	не было	1	3
186	на этот	3	3
187	все это	6	3
188	смысле этого	3	3
189	слова и	5	3
190	и от	3	3
191	что делает	1	3
192	сознания и	3	3
193	работы мы	2	3
194	пр в	1	3
195	слово в	1	3
196	и при	2	3
197	речи и	28	3
198	совершенно не	1	3
199	мы должны	5	3
200	и логикой	2	2
201	ту же	1	2
202	одним из	1	2
203	же как	6	2
204	связана с	2	2
205	не остается	3	2
206	или к	1	2
207	по которым	1	2
208	представители второго	1	2
209	мы уже	1	2
210	той же	2	2
211	совпадает с	1	2
212	это отношение	1	2
213	для нашей	1	2
214	зависимости от	2	2
215	свою очередь	3	2
216	между логикой	2	2
217	первый план	2	2
218	быть в	1	2
219	в чем	4	2
220	во внешнем	1	2
221	как если	2	2
222	постановка проблемы	1	2
223	себе и	2	2
224	не просто	1	2
225	из важнейших	2	2
226	и речи	38	2
227	зрения функциональной	1	2
228	сама по	1	2
229	мы постарались	1	2
230	что во	1	2
231	в одной	3	2
232	как к	1	2
233	в своем	3	2
234	все остальные	4	2
235	его к	1	2
236	в действительности	1	2
237	от этого	2	2
238	то в	1	2
239	бы и	2	2
240	к единству	4	2
241	в нашем	2	2
242	из этих	3	2
243	в себе	6	2
244	как он	3	2
245	выделения и	1	2
246	как оно	1	2
247	тем не	1	2
248	всех остальных	3	2
249	он ни	1	2
250	в узком	1	2
251	одной и	2	2
252	из него	1	2
253	можно было	3	2
254	могла бы	1	2
255	что все	4	2
256	в другом	7	2
257	и с	9	2
258	бы в	5	2
259	на этой	1	2
260	действительности в	1	2
261	этом смысле	1	2
262	ни в	4	2
263	для них	1	2
264	это положение	4	2
265	уже у	1	2
266	должно быть	2	2
267	на первый	2	2
268	мысль и	3	2
269	и той	2	2
270	точку зрения	2	2
271	и более	5	2
272	и относительно	1	2
273	тому что	5	2
274	эта мысль	2	2
275	этими двумя	2	2
276	мысли в	5	2
277	к следующим	1	2
278	и сама	1	2
279	в основе	8	2
280	не могло	3	2
281	следовательно и	1	2
282	связь и	1	2
283	и является	1	2
284	в сознании	1	2
285	для решения	1	2
286	могут быть	3	2
287	во все	1	2
288	числе и	1	2
289	к тому	4	2
290	его значение	2	2
291	которой она	1	2
292	она не	3	2
293	с ее	1	2
294	в виду	1	2
295	и та	1	2
296	как с	1	2
297	никогда не	2	2
298	то как	1	2
299	между собой	5	2
300	если бы	5	2
301	и даже	2	2
302	по мере	4	2
303	ситуации и	1	2
304	и т.д	5	2
305	о том	6	2
306	наша работа	2	2
307	что и	1	2
308	говорит он	15	2
309	в знак	1	2
310	ни к	1	2
311	в двух	2	2
312	что он	7	2
313	целом ряде	2	2
314	словом и	2	2
315	между этими	6	2
316	именно на	1	2
317	в качестве	9	2
318	где они	1	2
319	это является	1	2
320	и др	1	2
321	и других	3	2
322	глава первая	1	2
323	переживания как	1	2
324	всяком случае	3	2
325	так как	7	2
326	мы можем	6	2
327	речь и	2	2
328	свое выражение	1	2
329	как раз	4	2
330	тем что	6	2
331	связаны с	1	2
332	что не	1	2
333	противоречие между	1	2
334	вот в	1	2
335	зависит от	1	2
336	увидим в	1	2
337	одну из	4	2
338	там где	2	2
339	пр и	1	2
340	еще только	1	2
341	в частности	2	2
342	независимо от	6	2
343	нет еще	1	2
344	из которых	3	2
345	к своему	1	2
346	для всех	4	2
347	его концепции	1	2
348	в первой	1	2
349	выразительных движений	2	2
350	к проблеме	2	2
351	этого слова	4	2
352	с этой	6	2
353	этом вопросе	4	2
354	но для	1	2
355	мы скажем	1	2
356	слова но	1	2
357	значения слова	3	2
358	в эти	1	2
359	или в	1	2
360	значения для	1	2
361	в свою	4	2
362	но если	1	2
363	совершенно независимо	1	2
364	к его	2	2
365	отношению к	7	2
366	из этого	5	2
367	речи как	8	2
368	жизни и	2	2
369	это так	1	2
370	к этой	1	2
371	в своих	5	2
372	в таком	1	2
373	том числе	1	2
374	таковы в	1	1
375	также и	1	1
376	например в	1	1
377	этом она	1	1
378	словом как	1	1
379	должен быть	4	1
380	задачи не	1	1
381	пытается сделать	1	1
382	и то	3	1
383	и без	1	1
384	мысли к	8	1
385	не хочет	1	1
386	и до	2	1
387	проблему и	1	1
388	и сдвиги	1	1
389	его не	3	1
390	из всех	2	1
391	первой и	1	1
392	что вся	1	1
393	действительность или	1	1
394	связаны между	1	1
395	что между	2	1
396	путь для	1	1
397	которую мы	4	1
398	всем остальным	2	1
399	является наиболее	2	1
400	бы что	2	1
401	поэтому если	1	1
402	среды и	1	1
403	только благодаря	1	1
404	мы попытались	2	1
405	говорить о	2	1
406	принадлежит к	1	1
407	общения является	1	1
408	и другая	1	1
409	вместо того	2	1
410	жизни как	1	1
411	в целом	20	1
412	к чистому	1	1
413	сдвигов в	1	1
414	еще никем	1	1
415	на них	1	1
416	и нигде	1	1
417	но этого	1	1
418	столь же	6	1
419	в различных	1	1
420	смотрят на	1	1
421	с его	4	1
422	только после	1	1
423	функция этого	2	1
424	а следовательно	1	1
425	и вопрос	1	1
426	на основе	1	1
427	не входит	1	1
428	со всеми	2	1
429	ответ на	3	1
430	в общем	3	1
431	должны были	3	1
432	изменения и	1	1
433	и будет	1	1
434	между словом	1	1
435	анализ этого	2	1
436	как говорит	2	1
437	работа в	2	1
438	его на	2	1
439	является основным	2	1
440	части в	1	1
441	нами особенности	1	1
442	более и	2	1
443	всей этой	2	1
444	просто как	1	1
445	хотя и	2	1
446	могли бы	6	1
447	и понимания	2	1
448	оказывается в	1	1
449	и наконец	2	1
450	от речи	2	1
451	является выражением	1	1
452	звука и	1	1
453	с определенной	1	1
454	взаимодействия между	1	1
455	или иную	1	1
456	процесса а	1	1
457	еще на	3	1
458	та же	1	1
459	что это	3	1
460	или во	1	1
461	тоже не	1	1
462	в этой	7	1
463	в известном	2	1
464	однако как	1	1
465	с их	1	1
466	нами в	2	1
467	их чисто	1	1
468	направлено на	2	1
469	не могла	1	1
470	фактический материал	1	1
471	и если	3	1
472	иным как	1	1
473	главным образом	2	1
474	если для	1	1
475	большей или	1	1
476	чтобы он	1	1
477	все другие	2	1
478	она становится	1	1
479	перестает быть	1	1
480	всех этих	2	1
481	функции и	6	1
482	речи таким	1	1
483	и вот	2	1
484	то очевидно	1	1
485	проблемы не	1	1
486	вообще не	1	1
487	их в	4	1
488	в плане	1	1
489	какой бы	1	1
490	будем говорить	1	1
491	изучение звуковой	1	1
492	так например	1	1
493	человек с	1	1
494	мысли то	1	1
495	значительной степени	2	1
496	как они	1	1
497	в совершенно	1	1
498	значение в	3	1
499	об этой	3	1
500	как такого	1	1
501	фактов не	1	1
502	и второй	1	1
503	может возникнуть	1	1
504	на все	3	1
505	этого мы	2	1
506	удовлетворительного ответа	1	1
507	это не	1	1
508	к анализу	3	1
509	совершенно иная	1	1
510	та и	1	1
511	уже знаем	1	1
512	мышления о	2	1
513	и тем	6	1
514	за ней	1	1
515	эти же	1	1
516	останавливаться на	3	1
517	и во-вторых	2	1
518	части нашей	1	1
519	с тем	7	1
520	и вся	1	1
521	результате чего	1	1
522	случае происходит	1	1
523	процесс и	1	1
524	всегда и	3	1
525	мы видели	2	1
526	процесса речевого	1	1
527	стороны слова	2	1
528	имеет никакой	1	1
529	еще в	1	1
530	как таковой	2	1
531	в один	2	1
532	нисколько не	1	1
533	в других	1	1
534	все более	3	1
535	во время	1	1
536	рассматривает как	1	1
537	и мышления	11	1
538	почве на	1	1
539	языке этот	1	1
540	наших дней	1	1
541	представить себе	5	1
542	почти не	1	1
543	бы к	1	1
544	другой вопрос	1	1
545	этому же	1	1
546	форм речевого	1	1
547	вторая часть	1	1
548	социальная среда	1	1
549	на каждом	1	1
550	на которое	1	1
551	именно проблема	1	1
552	остальные особенности	1	1
553	критическому анализу	1	1
554	что я	1	1
555	от его	1	1
556	чрезвычайно велик	1	1
557	невозможно представить	1	1
558	является только	1	1
559	этой формы	1	1
560	мы полагаем	1	1
561	оно должно	1	1
562	образом и	3	1
563	которые в	1	1
564	друг другу	3	1
565	что было	1	1
566	лежит не	1	1
567	возможно только	1	1
568	как проблема	1	1
569	сознании в	1	1
570	лишь к	1	1
571	и основных	1	1
572	чистом виде	1	1
573	слова до	1	1
574	значение слова	5	1
575	с необычайной	1	1
576	тем самым	5	1
577	есть прежде	2	1
578	мышление в	4	1
579	мышления и	40	1
580	тогда когда	3	1
581	того как	2	1
582	на него	2	1
583	всей их	1	1
584	эта внутренняя	1	1
585	чтобы стать	1	1
586	во всякой	1	1
587	и отношений	2	1
588	он с	1	1
589	на эти	3	1
590	его от	1	1
591	и всегда	1	1
592	сознании и	1	1
593	его если	1	1
594	проблемы и	4	1
595	в самой	1	1
596	в звуке	1	1
597	этих двух	3	1
598	что самое	2	1
599	природы в	1	1
600	логики теории	1	1
601	того в	1	1
602	по своей	5	1
603	отношении она	1	1
604	исследования мы	2	1
605	потому что	6	1
606	ибо все	2	1
607	с другом	4	1
608	должны подвергнуть	1	1
609	он позволит	1	1
610	стороны и	1	1
611	близостью к	1	1
612	является той	1	1
613	взятое в	1	1
614	как только	1	1
615	отличается от	1	1
616	нашей проблемы	1	1
617	всего в	2	1
618	той или	1	1
619	это содержание	1	1
620	мы могли	7	1
621	особенности и	1	1
622	значение как	2	1
623	это мышление	1	1
624	принять его	1	1
625	из всего	1	1
626	речи мы	4	1
627	значения и	2	1
628	конкретных вопросов	1	1
629	от друга	3	1
630	связи со	1	1
631	только не	1	1
632	можно сделать	1	1
633	только то	1	1
634	действия и	2	1
635	приводит к	4	1
636	мы наблюдаем	1	1
637	котором мы	1	1
638	на нее	2	1
639	связан с	5	1
640	здесь нет	1	1
641	на которую	1	1
642	мы пытаемся	1	1
643	в которые	1	1
644	строго говоря	2	1
645	сопровождает и	1	1
646	короче говоря	2	1
647	для этого	5	1
648	явлений а	1	1
649	выходящее за	1	1
650	в контекст	2	1
651	может в	1	1
652	единства и	1	1
653	влечет за	2	1
654	быть выражено	1	1
655	эти проблемы	1	1
656	и что	5	1
657	находятся в	1	1
658	идет о	2	1
659	мысли мы	1	1
660	звуковой стороны	5	1
661	мысль не	2	1
662	как чисто	3	1
663	все его	1	1
664	в значительной	2	1
665	в изложении	2	1
666	от знаковой	1	1
667	в науку	2	1
668	но нет	1	1
669	позволит нам	1	1
670	с действительно	3	1
671	во всей	4	1
672	в форме	1	1
