N	2gram	Bakhtin_Fr_5	EvropaiE
1	и в	45	37
2	в отношении	2	32
3	в пределах	2	25
4	точки зрения	4	23
5	что в	12	21
6	не только	14	18
7	с точки	2	17
8	в то	11	16
9	то же	11	15
10	хотя бы	2	15
11	в своем	11	14
12	но в	14	14
13	же время	9	14
14	в качестве	2	14
15	но и	10	14
16	и не	15	14
17	в этом	14	12
18	в их	4	11
19	в области	1	11
20	в том	10	11
21	так и	6	10
22	в себе	1	9
23	только в	4	9
24	земного шара	1	9
25	прежде всего	10	9
26	не может	5	9
27	так же	8	9
28	было бы	2	8
29	в своей	3	8
30	к тому	2	8
31	между тем	2	8
32	также и	7	7
33	в областях	1	7
34	а также	4	7
35	того что	3	7
36	так как	6	7
37	как и	10	7
38	по своему	4	7
39	может быть	2	6
40	и на	5	6
41	во всех	13	6
42	на то	1	6
43	то есть	25	6
44	том что	7	6
45	того чтобы	6	6
46	вслед за	1	6
47	вовсе не	8	6
48	для того	6	6
49	и даже	4	6
50	как бы	12	6
51	то что	2	6
52	же как	4	5
53	которую мы	1	5
54	столь же	1	5
55	но не	4	5
56	не в	7	5
57	и по	1	5
58	как мы	8	5
59	одной из	5	5
60	в виде	1	5
61	от этого	2	5
62	в частности	1	5
63	и потому	1	5
64	в течение	3	5
65	в той	1	5
66	то в	1	4
67	мы не	4	4
68	в полной	1	4
69	в ней	8	4
70	независимо от	2	4
71	в самом	4	4
72	не служит	1	4
73	несмотря на	2	4
74	даже в	2	4
75	не имеет	3	4
76	и притом	2	4
77	в процессе	1	4
78	к ней	2	4
79	той или	1	4
80	можно сказать	2	4
81	тем более	1	4
82	именно в	3	4
83	или иной	1	4
84	мира в	1	4
85	как это	4	4
86	сказать что	4	4
87	культуры в	1	4
88	бы и	1	3
89	и со	1	3
90	того же	3	3
91	время в	1	3
92	в общем	4	3
93	как в	3	3
94	когда он	2	3
95	и к	5	3
96	но на	3	3
97	вообще не	3	3
98	мы можем	2	3
99	не будет	1	3
100	не дает	1	3
101	большинстве случаев	2	3
102	и мы	1	3
103	в них	6	3
104	с тем	2	3
105	мы видели	7	3
106	и некоторые	1	3
107	во второй	2	3
108	народ и	1	3
109	в которых	3	3
110	дело в	3	3
111	никогда не	1	3
112	потому что	7	3
113	уже и	2	3
114	с другом	2	3
115	во все	2	3
116	можно было	4	3
117	о том	4	3
118	от них	1	3
119	что и	7	3
120	и только	2	3
121	в стороне	1	3
122	из них	1	3
123	себе в	1	3
124	в известной	2	3
125	к ним	1	3
126	тем что	1	3
127	этом отношении	5	3
128	и прежде	3	3
129	в свою	1	3
130	говорит о	1	3
131	связано с	1	3
132	там где	3	3
133	ни на	1	3
134	в данном	2	3
135	друг с	2	3
136	известной степени	4	3
