N	4gram	Tiupa_Anal_1	Literetu
1	в то же время	6	7
2	в начале х годов	2	3
3	не говоря уже о	1	3
4	бы то ни было	3	2
5	в том числе и	1	2
6	в полном соответствии с	1	2
7	должен найти себя в	1	1
8	духовно уже сущего вечного	1	1
9	обойтись без другого не	1	1
10	как совокупность факторов художественного	2	1
11	действительно произнесенное или осмысленно	1	1
12	взаимодействия трех говорящего автора	1	1
13	наличествует и ждет только	1	1
14	той виртуальной границей к	1	1
15	другом найдя другого в	2	1
16	известную цельность как бы	1	1
17	свое незаместимое место в	1	1
18	к предмету требуется лишь	1	1
19	и оказывает существеннейшее влияние	1	1
20	в себе во взаимоотражении	1	1
21	о чем говорят героя	1	1
22	определяется не индивидуальностью художника	1	1
23	не могу обойтись без	1	1
24	требуется лишь от воспринимающего	1	1
25	к которой устремляются интенциональные	1	1
26	выражение и продукт социального	1	1
27	только момента когда созреет	1	1
28	другого не могу стать	1	1
29	того о ком или	1	1
30	не что иное как	4	1
31	найти себя в другом	2	1
32	границей к которой устремляются	1	1
33	чтобы он заранее создавал	1	1
34	влияние на все моменты	1	1
35	и вместе с тем	1	1
36	такое отношение к предмету	1	1
37	с этой точки зрения	1	1
38	я должен найти себя	1	1
39	во взаимоотражении во взаимоприятии	1	1
40	коммуникативного события социокультурного взаимодействия	1	1
41	найдя другого в себе	2	1
42	субъекта объекта и адресата	1	1
43	устремляются интенциональные намерения творческих	1	1
44	состоит в том что	3	1
45	прежде чем обратиться к	1	1
46	в другом найдя другого	2	1
47	время учитывает третьего слушателя	1	1
48	бежит повторения и подсказывает	1	1
49	когда созреет воспринимающее сознание	1	1
50	стать самим собою без	1	1
51	как и следовало ожидать	1	1
52	без другого не могу	1	1
53	самим собою без другого	1	1
54	ком или о чем	1	1
55	который и оказывает существеннейшее	1	1
56	есть выражение и продукт	1	1
57	которой устремляются интенциональные намерения	1	1
58	себе во взаимоотражении во	1	1
59	совокупность факторов художественного впечатления	2	1
60	и к тому же	2	1
61	всякий раз качественно новое	1	1
62	слушателя который и оказывает	1	1
63	не могу стать самим	1	1
64	момента когда созреет воспринимающее	1	1
65	физическому воплощению духовно уже	1	1
66	в своей нобелевской лекции	1	1
67	интенциональные намерения творческих актов	1	1
68	цельность как бы личность	1	1
69	в той или иной	3	1
70	не требуется чтобы он	1	1
71	и продукт социального взаимодействия	1	1
72	требуется чтобы он заранее	1	1
73	существеннейшее влияние на все	1	1
74	к физическому воплощению духовно	1	1
75	и ждет только момента	1	1
76	предмету требуется лишь от	1	1
77	лишь от воспринимающего субъекта	1	1
78	третьего слушателя который и	1	1
79	социального взаимодействия трех говорящего	1	1
80	другого я должен найти	1	1
81	всегда бежит повторения и	1	1
82	другого в себе во	1	1
83	искусства такое отношение к	1	1
84	произведение искусства всегда наличествует	1	1
85	коммуникативного события особого рода	1	1
86	о ком или о	1	1
87	раз качественно новое эстетическое	1	1
88	или о чем говорят	1	1
89	ждет только момента когда	1	1
90	виртуальной границей к которой	1	1
91	отношение к предмету требуется	1	1
92	на все моменты произведения	1	1
93	всегда наличествует и ждет	1	1
94	собою без другого я	1	1
95	учитывает третьего слушателя который	1	1
96	могу обойтись без другого	1	1
97	без другого я должен	1	1
98	произнесенное или осмысленно написанное	1	1
99	слово есть выражение и	1	1
100	цикла к тому же	1	1
101	объекта и адресата эстетического	1	1
102	оказывает существеннейшее влияние на	1	1
103	я не могу обойтись	1	1
104	воплощению духовно уже сущего	1	1
105	искусства всегда наличествует и	1	1
106	иосиф бродский в своей	1	1
107	качественно новое эстетическое решение	1	1
108	и того о ком	1	1
109	себя в другом найдя	2	1
110	читателя и того о	1	1
111	продукт социального взаимодействия трех	1	1
112	только в присутствии эстетического	1	1
113	бродский в своей нобелевской	1	1
114	все время учитывает третьего	1	1
115	могу стать самим собою	1	1
