N	3gram	Voloshinov_1	FransuaR
1	то же время	7	9
2	в то же	9	9
3	прежде всего в	3	4
4	как мы видели	3	4
5	в конце концов	3	4
6	в свою очередь	4	3
7	как мы видим	1	3
8	с точки зрения	5	3
9	но в то	2	3
10	все то что	2	3
11	в том что	1	3
12	более или менее	1	2
13	в этом отношении	2	2
14	в большинстве случаев	1	2
15	слов и выражений	1	2
16	можно было бы	1	2
17	в значительной степени	2	2
18	как и в	1	2
19	это прежде всего	1	2
20	не должно быть	2	2
21	мы уже видели	2	2
22	мы имеем в	1	2
23	в себе все	1	2
24	и находит свое	1	1
25	что иное как	2	1
26	до наших дней	1	1
27	и т.п он	1	1
28	ближе он к	1	1
29	на самом деле	3	1
30	же время и	1	1
31	в том и	1	1
32	то же самое	4	1
33	мы уже знаем	1	1
34	гораздо большей степени	1	1
35	плоть и кровь	1	1
36	о которой мы	1	1
37	в одно мгновение	1	1
38	из них в	1	1
39	в той же	3	1
40	наконец с помощью	1	1
41	но и в	3	1
42	которую мы называем	1	1
43	в гораздо большей	1	1
44	на этот вопрос	1	1
45	вряд ли он	1	1
46	вместе с новым	1	1
47	в плоть и	1	1
48	и в каком	1	1
49	не что иное	2	1
50	содержит в себе	1	1
51	таким образом мы	1	1
52	дело не с	1	1
53	не только в	3	1
54	и в отношении	1	1
55	с помощью которого	1	1
56	и в этом	1	1
57	о том что	2	1
58	в связи с	2	1
59	о том какое	1	1
60	и оказывается что	1	1
61	и в романе	1	1
62	чем ближе он	1	1
63	о котором мы	1	1
64	хлеб и вино	1	1
65	неразрывно связано с	1	1
66	это не совсем	1	1
67	в разных местах	2	1
68	и т.п или	1	1
69	том какую роль	1	1
70	есть не что	2	1
71	а не наоборот	1	1
72	были связаны с	1	1
73	пространство и время	1	1
74	и тем самым	3	1
75	с самого начала	4	1
76	подвести некоторые итоги	1	1
77	как мы уже	2	1
78	нет ничего удивительного	1	1
79	именно потому что	1	1
80	они как бы	1	1
81	мы не знаем	2	1
82	само собой разумеющееся	2	1
83	мы видим что	2	1
84	о том какую	1	1
85	в последнем счете	1	1
86	мы увидим что	2	1
