N	2gram	Bakhtin_Pr_2	Psycholo
1	и в	45	38
2	то что	5	35
3	все время	3	30
4	в том	8	25
5	в самом	13	25
6	самом деле	4	21
7	что в	6	20
8	может быть	18	19
9	и что	2	18
10	на то	2	16
11	что она	4	16
12	точки зрения	19	16
13	в ней	7	15
14	то есть	50	15
15	том что	7	14
16	если бы	2	14
17	как бы	15	14
18	потому что	8	14
19	в этом	20	13
20	в этой	1	13
21	не только	16	12
22	таким образом	11	12
23	было бы	4	12
24	не в	8	12
25	мы видим	2	12
26	что он	7	11
27	то же	5	10
28	в сущности	7	10
29	и не	42	10
30	и все	1	10
31	с точки	9	9
32	того чтобы	1	9
33	с этим	1	8
34	все же	4	8
35	и как	2	8
36	как и	14	8
37	в одном	6	8
38	видим что	1	8
39	но только	2	8
40	так что	2	8
41	вовсе не	7	8
42	как раз	6	8
43	для того	1	8
44	перед нами	4	8
45	показать что	2	7
46	мы уже	3	7
47	с другой	1	7
48	заключается в	1	7
49	мы можем	4	7
50	не может	24	7
51	все то	2	7
52	как мы	8	7
53	в ее	3	7
54	что у	4	7
55	никак не	1	7
56	может служить	1	7
57	а не	10	7
58	а в	3	7
59	и на	7	6
60	в которых	1	6
61	как это	2	6
62	и если	1	6
63	он не	9	6
64	мы видели	3	6
65	в котором	7	6
66	тому что	1	6
67	она не	5	6
68	не имеет	3	6
69	самого начала	1	6
70	и его	8	6
71	к тому	1	6
72	с самого	1	6
73	ясно что	1	6
74	и здесь	2	6
75	о том	3	6
76	один из	2	6
77	с одной	1	6
78	из них	9	6
79	так как	5	6
80	до сих	2	6
81	там где	6	6
82	он говорит	2	6
83	должна быть	3	5
84	мы не	1	5
85	я не	6	5
86	в своем	5	5
87	в которой	2	5
88	так сказать	7	5
89	на этом	1	5
90	в другом	1	5
91	к которым	1	5
92	несмотря на	1	5
93	в своей	6	5
94	казалось бы	1	5
95	и когда	1	5
96	в его	22	5
97	в какой	1	5
98	но и	15	5
99	вместе с	1	5
100	в той	3	5
101	сих пор	2	5
102	или в	2	5
103	о котором	1	5
104	другой стороны	1	5
105	совершенно не	1	5
106	что если	3	4
107	которую мы	2	4
108	время как	1	4
109	во всех	4	4
110	что они	3	4
111	идет о	2	4
112	как в	4	4
113	в целом	5	4
114	все эти	4	4
