N	3gram	Ircho_Kome_3	Vvedenie
1	и т д	1	36
2	для того чтобы	6	20
3	в том что	9	12
4	о том что	4	12
5	тем не менее	3	8
6	до сих пор	9	6
7	до н э	1	6
8	в самом деле	6	6
9	то же время	4	6
10	в то же	4	6
11	и т п	3	5
12	в том чтобы	1	5
13	с другой стороны	2	5
14	по отношению к	3	4
15	в этом случае	2	4
16	в этом отношении	2	4
17	по крайней мере	1	4
18	т е в	2	4
19	и в этом	1	4
20	по сравнению с	2	4
21	так или иначе	2	4
22	во всяком случае	3	4
23	с одной стороны	3	4
24	одной стороны и	1	3
25	вместе с тем	3	3
26	вопрос о том	1	3
27	и в самом	3	3
28	можно сказать что	1	3
29	но все же	2	3
30	в свое время	1	3
31	потому что он	1	2
32	состоит в том	2	2
33	не говоря уже	1	2
34	подобно тому как	1	2
35	в соответствии с	1	2
36	то же самое	3	2
37	с точки зрения	3	2
38	по самой своей	1	2
39	представляет собой в	1	2
40	самой своей природе	1	2
41	в до н	1	2
42	в конце концов	2	2
43	в связи с	3	2
44	но вместе с	1	2
45	к этому времени	1	2
46	гораздо ближе к	1	2
47	по этому поводу	1	2
48	каждом из них	1	1
49	он должен быть	1	1
50	как уже говорилось	1	1
51	более или менее	1	1
52	собой в самом	1	1
53	себе путь к	1	1
54	и как раз	1	1
55	имеем в виду	1	1
56	нашего времени и	1	1
57	в настоящее время	1	1
58	это в свою	1	1
59	в том же	1	1
60	у меня в	1	1
61	из двадцати четырех	1	1
62	точки зрения между	1	1
63	как это было	1	1
64	говоря уже о	1	1
65	ни к одной	1	1
66	в отличие от	1	1
67	по тому же	1	1
68	того же автора	2	1
69	в руках у	1	1
70	дошедших до нас	2	1
71	т е о	1	1
72	к ним в	1	1
73	в самом его	1	1
74	может быть только	1	1
75	с этой точки	1	1
76	в зависимости от	1	1
77	было до сих	1	1
78	в отношениях между	1	1
79	отдать себе отчет	1	1
80	о чем они	1	1
81	в первом случае	1	1
82	как раз в	1	1
83	себе отчет в	1	1
84	то ни было	2	1
85	мы имеем в	1	1
86	таким образом для	1	1
87	само собой разумеющимся	1	1
88	из сторон в	1	1
89	бы то ни	2	1
90	должен был быть	1	1
91	для нашего времени	1	1
92	с этой целью	1	1
93	с полным основанием	2	1
94	но если бы	1	1
95	лицом к лицу	1	1
96	по своему характеру	1	1
97	этой точки зрения	1	1
98	до тех пор	3	1
99	то обстоятельство что	2	1
100	же самое что	1	1
101	его отношение к	1	1
102	в свою очередь	6	1
103	и никогда не	1	1
104	с самого начала	4	1
105	именно потому что	2	1
106	в разной степени	1	1
107	к одной из	1	1
108	после того как	1	1
109	к тому что	1	1
110	в каждом из	1	1
111	все это делает	1	1
112	как мы знаем	1	1
