N	3gram	Propp_Isto_1	Psycholo
1	для того чтобы	1	19
2	на то что	4	16
3	в том что	4	14
4	с одной стороны	4	12
5	что в этом	1	6
6	в зависимости от	2	6
7	о том что	3	6
8	к тому что	1	6
9	мы увидим что	5	6
10	до сих пор	5	5
11	с другой стороны	5	5
12	мы могли бы	1	4
13	по этому поводу	2	4
14	иметь в виду	1	3
15	никак не может	1	3
16	то же самое	3	3
17	вместе с тем	2	3
18	на этот вопрос	2	3
19	с самого начала	2	3
20	и т п	1	3
21	мы видим что	8	3
22	можно было бы	3	3
23	друг с другом	3	3
24	и т д	22	3
25	в этом отношении	1	3
26	что иное как	1	2
27	сводится к тому	1	2
28	же обстоит дело	2	2
29	мы никогда не	1	2
30	так же обстоит	2	2
31	в этом случае	1	2
32	как это делает	1	2
33	мы должны будем	4	2
34	в отличие от	2	2
35	то что в	2	2
36	так же как	2	2
37	сами по себе	1	2
38	в том чтобы	1	2
39	если бы мы	2	2
40	таким образом мы	2	2
41	не только в	1	2
42	мы сейчас увидим	1	2
43	ответ на этот	1	2
44	и для нас	1	2
45	по себе не	1	2
46	и когда он	2	2
47	образом мы видим	1	2
48	он должен был	1	2
49	само по себе	2	2
50	не может быть	7	2
51	вопрос о том	2	2
52	не что иное	1	2
53	по его мнению	1	2
54	мы знаем что	1	2
55	до тех пор	1	2
56	в каком отношении	1	2
57	именно потому что	1	2
58	том что она	1	1
59	мы будем иметь	1	1
60	вместе с героем	1	1
61	увидим что и	1	1
62	этого слова может	1	1
63	это не может	2	1
64	уже сейчас мы	1	1
65	о характере героя	1	1
66	оно может быть	2	1
67	дело в том	3	1
68	он исходит из	1	1
69	это означает что	1	1
70	ни к каким	1	1
71	хуже обстоит дело	1	1
72	по отношению к	3	1
73	более или менее	5	1
74	равно как и	1	1
75	еще хуже обстоит	1	1
76	мы можем поставить	1	1
77	в этом смысле	1	1
78	во многих случаях	1	1
79	влечет за собой	1	1
80	и что они	1	1
81	одной стороны и	1	1
82	в силу того	1	1
83	же как и	1	1
84	и в этом	1	1
85	именно на этом	1	1
86	что он должен	1	1
87	и смысл этого	1	1
88	как раз наоборот	1	1
89	можем поставить вопрос	1	1
90	до известной степени	1	1
91	где мы имеем	1	1
92	в другом месте	1	1
93	с другом мы	1	1
94	сказать что и	1	1
95	только то что	1	1
96	но он не	1	1
97	к тому чтобы	1	1
98	какой связи стоят	1	1
99	то что она	1	1
100	в какой связи	1	1
101	в том случае	1	1
102	всем его объеме	1	1
103	то время как	3	1
104	мы не можем	2	1
105	и для этого	1	1
106	о том не	1	1
107	каждый из этих	1	1
108	о смерти но	2	1
109	но уже сейчас	1	1
110	и что он	1	1
111	и тот же	2	1
112	смысле этого слова	1	1
113	если бы в	1	1
114	как один из	1	1
115	как будто бы	2	1
116	т д мы	1	1
117	не могут быть	1	1
118	едва ли не	1	1
119	но не могут	1	1
120	приводит к тому	1	1
121	все же не	2	1
122	а не как	1	1
123	бы в этих	1	1
124	может быть сравниваема	1	1
125	но так как	1	1
126	один и тот	2	1
127	того или иного	1	1
128	надо сказать что	3	1
129	гораздо шире и	1	1
130	в то время	3	1
131	быть сравниваема с	1	1
132	и в русской	1	1
133	ли не самым	1	1
134	после того как	1	1
135	быть выделена в	1	1
136	в результате мы	1	1
137	указанием на то	1	1
138	замечательно что эта	1	1
139	мы видели что	2	1
140	что мы нашли	1	1
141	примеров из области	1	1
142	это приводит к	1	1
143	будем иметь случай	1	1
144	в самых общих	1	1
145	мы имеем дело	1	1
146	во всем его	1	1
147	силу того что	1	1
148	мы еще не	1	1
149	он как бы	1	1
