N	3gram	Tiupa_Narr_2	Istorich
1	так же как	2	12
2	до сих пор	1	5
3	точно так же	2	5
4	не может быть	2	4
5	что иное как	1	3
6	в данном случае	6	3
7	по сравнению с	1	3
8	не что иное	1	3
9	о том что	4	2
10	начинается с того	1	2
11	то же самое	1	2
12	не только в	6	2
13	то что он	1	2
14	с того что	1	2
15	так и в	1	2
16	с этой стороны	1	2
17	в связи с	1	2
18	тем не менее	4	2
19	на этот вопрос	1	2
20	и деревья и	1	1
21	на том что	1	1
22	подобно тому как	2	1
23	этой стороны может	1	1
24	дело не только	1	1
25	потому что я	1	1
26	у меня в	1	1
27	себя не только	2	1
28	и не может	2	1
29	в зависимости от	1	1
30	и откуда они	1	1
31	стороны может быть	1	1
32	но и в	2	1
33	но то же	1	1
34	века в лице	1	1
35	все те же	2	1
36	в основе своей	1	1
37	при всей своей	2	1
38	может быть только	1	1
39	и в других	1	1
40	не могло быть	1	1
41	уже говорилось о	1	1
42	тогда как в	2	1
43	то время как	1	1
44	а не только	1	1
45	здесь мы имеем	1	1
46	их между собой	1	1
47	это все те	1	1
48	в том как	2	1
49	по большей части	3	1
50	не в том	1	1
51	через смерть в	1	1
52	тот ни другой	1	1
53	и по содержанию	1	1
54	что у него	1	1
55	есть не что	1	1
56	в то время	1	1
57	у него есть	1	1
58	ни тот ни	1	1
59	и тем самым	2	1
60	а исключительно в	1	1
61	можно сказать что	3	1
62	между жизнью и	1	1
63	тем более что	1	1
64	в большинстве случаев	1	1
65	к тому что	3	1
66	на том свете	2	1
67	жизнью и смертью	1	1
68	во второй раз	1	1
69	легко представить себе	1	1
