N	2gram	Propp_Isto_5	Vladivir
1	и в	25	40
2	то что	7	28
3	не только	13	25
4	и не	11	25
5	у него	2	24
6	том что	8	18
7	в том	6	18
8	но и	13	18
9	еще и	1	18
10	также и	1	17
11	что в	8	17
12	в этом	10	16
13	в его	12	14
14	так что	2	14
15	не может	6	14
16	в виде	9	13
17	точки зрения	2	13
18	вовсе не	2	13
19	только в	7	13
20	в конце	1	12
21	а именно	4	12
22	сказать что	2	12
23	едва ли	1	11
24	никогда не	3	11
25	потому что	7	11
26	таким образом	9	11
27	о том	7	11
28	тем не	4	10
29	и его	9	10
30	то это	3	10
31	прежде всего	6	10
32	и потому	2	10
33	уже не	11	9
34	что это	5	9
35	в себе	1	9
36	и с	3	9
37	в своей	2	9
38	не менее	4	9
39	как мы	5	8
40	в своем	1	8
41	в этой	3	8
42	он не	4	8
43	не был	1	8
44	и что	8	8
45	а также	1	8
46	для него	1	8
47	может быть	17	8
48	а не	2	8
49	так же	5	8
50	и как	3	7
51	и если	1	7
52	что все	4	7
53	с тем	8	7
54	как и	7	7
55	несмотря на	2	7
56	в то	3	7
57	что и	6	7
58	того что	2	7
59	так как	11	7
60	вместе с	22	7
61	к тому	1	7
62	а в	3	7
63	в своих	1	7
64	и на	8	6
65	то в	2	6
66	с точки	1	6
67	по себе	2	6
68	во всем	2	6
69	и это	4	6
70	и от	1	6
71	об этом	2	6
72	и здесь	7	6
73	значит что	2	6
74	и даже	1	6
75	если не	4	6
76	xix века	1	6
77	это значит	2	6
78	но это	7	6
79	хотя бы	1	6
80	мы уже	4	5
81	в ней	5	5
82	совсем не	1	5
83	отнюдь не	1	5
84	в истории	4	5
85	все эти	8	5
86	но если	1	5
87	тем что	10	5
88	для нас	5	5
89	ничего не	2	5
90	еще в	2	5
91	с другой	9	5
92	что он	22	5
93	только на	1	5
94	в одном	1	5
95	не говорит	1	5
96	не было	1	5
97	в данном	3	5
98	в самом	1	4
99	то же	4	4
100	и о	1	4
101	вопрос о	2	4
102	но даже	1	4
103	еще не	8	4
104	но не	5	4
105	то он	1	4
106	все же	10	4
107	но в	1	4
108	на то	2	4
109	было бы	1	4
110	такой же	2	4
111	в котором	1	4
112	даже в	2	4
113	не имеет	1	4
114	или как	2	4
115	в каком	1	4
116	то время	1	4
117	в дальнейшем	4	4
118	мог бы	1	4
119	никак не	1	4
120	утверждает что	1	4
121	по мнению	1	4
122	при помощи	7	4
123	здесь в	1	4
124	а с	1	4
125	говорит о	2	4
126	и все	3	4
127	него в	1	4
128	как это	1	4
129	в течение	2	4
130	такого рода	1	4
131	по существу	2	4
132	в основном	4	4
133	мы должны	4	4
134	есть и	1	4
135	точно так	1	4
136	же как	4	3
137	на самом	1	3
138	мы имеем	14	3
139	на первом	1	3
140	я не	1	3
141	которое в	1	3
142	здесь не	1	3
143	заметим что	1	3
144	отличие от	1	3
145	перед нами	2	3
146	и у	1	3
147	уже в	2	3
148	в нем	7	3
149	при этом	1	3
150	христианство и	1	3
151	но все	5	3
152	в качестве	7	3
153	это было	2	3
154	это не	6	3
155	этого не	1	3
156	в отличие	1	3
157	не в	6	3
158	что этот	2	3
159	что есть	1	3
160	того чтобы	3	3
161	сводится к	1	3
162	всегда есть	1	3
163	оно не	1	3
164	в виду	1	3
165	с каким	1	3
166	если бы	2	3
167	и вообще	3	3
168	находится в	2	3
169	к нему	3	3
170	что здесь	3	3
171	и тем	4	3
172	с одной	7	3
173	мы знаем	8	3
174	не так	1	3
175	всяком случае	1	3
176	само по	1	3
177	само собой	1	3
178	и только	1	3
179	человека и	2	3
180	даже не	1	3
181	в связи	4	3
182	мы видели	7	3
183	подобного рода	1	3
184	одной стороны	7	3
185	как бы	2	3
186	но для	2	3
187	и для	2	3
188	же в	2	3
189	только о	1	3
190	ее в	2	3
191	как на	1	3
192	в таком	1	3
