N	3gram	Bakhtin_Pr_3	Problemy
1	с точки зрения	4	9
2	по отношению к	5	8
3	и в этом	2	6
4	не может быть	6	6
5	в этом смысле	4	5
6	в романах достоевского	3	5
7	сама по себе	2	5
8	и до конца	1	4
9	в том что	1	4
10	понимаете ли вы	3	3
11	в самом деле	3	3
12	как мы сказали	1	3
13	отношению к герою	1	3
14	в произведениях достоевского	2	3
15	но в то	3	3
16	в его целом	2	3
17	друг к другу	1	3
18	то же время	12	3
19	о том что	2	3
20	о себе самом	5	3
21	в то же	12	3
22	в конце концов	3	3
23	как мы видели	2	3
24	той или иной	2	3
25	по крайней мере	3	2
26	в той или	2	2
27	мы уже говорили	3	2
28	в чем же	1	2
29	бесценный родя первенец	1	2
30	подобно тому как	2	2
31	протяжении всего романа	2	2
32	нет ни одного	1	2
33	глубины души человеческой	1	2
34	до сих пор	1	2
35	и не может	2	2
36	хотя бы и	2	2
37	потому что у	1	2
38	слово о мире	1	2
39	он и не	2	2
40	а может быть	2	2
41	в большинстве случаев	2	2
42	это вовсе не	1	2
43	или иной степени	1	2
44	ли вы что	2	2
45	может быть даже	3	2
46	у него нет	1	2
47	дело идет о	1	2
48	ведь тут родя	1	2
49	смысле этого слова	2	2
50	и в целом	1	2
51	не входит в	2	2
52	как и слово	1	2
53	и как бы	1	2
54	тут родя бесценный	1	2
55	в мире достоевского	3	2
56	да ведь тут	1	2
57	для правильного понимания	1	2
58	как бы в	1	2
59	и в том	1	2
60	потому что они	1	2
61	на протяжении всего	4	2
62	в этом отношении	1	2
63	мы можем сказать	1	2
64	родя бесценный родя	1	2
65	в высшем смысле	1	2
66	в этом диалоге	1	2
67	человек из подполья	7	2
68	и в самом	3	2
69	друг друга но	1	2
70	а что если	1	2
71	но все же	1	2
72	можно сказать что	1	2
73	на то что	1	2
74	в братьях карамазовых	3	2
75	и вот все	1	2
76	друг с другом	2	2
77	не бывать не	2	2
78	человек в человеке	2	2
79	можем сказать что	1	2
80	то все же	2	1
81	государь что значит	1	1
82	тогда что опять	1	1
83	что значит когда	1	1
84	слушайте я не	1	1
85	будет почетным уважаемым	1	1
86	в одном романе	1	1
87	и того же	1	1
88	даже там где	1	1
89	бывать не бывать	1	1
90	чего тут мы	1	1
91	значит сия чистота?	1	1
92	идет о решении	1	1
93	самого начала все	1	1
94	вы милостивый государь	1	1
95	припомнился ему вчерашний	1	1
96	счастье его может	1	1
97	конторе всю судьбу	1	1
98	в начале романа	1	1
99	и психологов по	1	1
100	куда-нибудь можно было	1	1
101	хотя и не	1	1
102	то что я	2	1
103	может быть а	1	1
104	мою душу лезут	1	1
105	точки зрения на	1	1
106	принять судьбу как	1	1
107	как и у	3	1
108	что у вас	1	1
109	с таким же	1	1
110	с самим собой	6	1
111	в которой он	1	1
112	любить понимаете ли	1	1
113	что все это	2	1
114	голосов даже в	1	1
115	судьбу как она	1	1
116	даже славным человеком	1	1
117	крайней мере таких	1	1
118	каков бы он	1	1
119	и в своей	1	1
120	что не марфа	1	1
121	записок из подполья	3	1
122	почетным уважаемым а	1	1
123	не принимаю или	1	1
124	себя и своего	2	1
125	компанионом сделать в	1	1
126	для такого первенца	1	1
127	есть раз навсегда	1	1
128	уважения не может	1	1
129	надо чтобы всякому	1	1
130	а прежде всего	2	1
131	мамаша не бывать	1	1
132	отвращение презрение омерзение	1	1
133	не марфа же	1	1
134	из подполья и	1	1
135	шпионов и психологов	1	1
136	под силу станет	1	1
137	тогда когда все	1	1
138	обе вы измерили	1	1
139	вскричал он вдруг	1	1
140	слово о себе	4	1
141	хочу мамаша не	1	1
142	а с матерью	1	1
143	он вдруг в	1	1
144	на самом деле	10	1
145	ли? разумно ли?	1	1
146	слез-то скрываемых ото	1	1
147	как она есть	1	1
148	раскольников в ходу	1	1
149	бы они были	1	1
150	да что же	1	1
151	дунечка все-таки на	1	1
152	такого первенца хотя	1	1
153	а не о	1	1
154	обеспечить пожалуй богачом	1	1
155	психологов по крайней	1	1
156	ли? под силу	1	1
157	романович раскольников в	1	1
158	омерзение что же	1	1
159	в каждой мысли	1	1
160	в том и	1	1
161	вы в самом	1	1
162	равно что и	1	1
163	диалогах с порфирием	1	1
164	жизнь а мать?	1	1
165	и несправедливые сердца	1	1
166	в самом содержании	1	1
167	сих пор еще	1	1
168	и задушить в	1	1
169	что же касается	1	1
170	откажемся сонечка сонечка	1	1
171	мучается а тогда	1	1
172	потому что не	1	1
173	он не может	3	1
174	он в сущности	3	1
175	уважаемым а может	1	1
176	понимаете ли понимаете	1	1
177	как раз и	2	1
178	если потом не	1	1
179	матерью что тогда	1	1
180	дорого дорого стоит	1	1
181	в мою душу	2	1
182	что опять стало	1	1
183	не только слово	2	1
184	ли? в пользу	1	1
185	так ли? под	1	1
186	не люблю шпионов	1	1
187	первенца хотя бы	1	1
188	ибо надо чтобы	1	1
189	у достоевского нет	2	1
190	богачом впоследствии будет	1	1
191	сонечкин жребий ничем	1	1
192	быть а напротив	1	1
193	как же-с счастье	1	1
194	принимаю или отказаться	1	1
195	рассказа иногда до	1	1
196	совсем вскричал он	1	1
197	расчет а там	1	1
198	что лужинская чистота	1	1
199	не хочу мамаша	1	1
200	в замысле достоевского	1	1
201	и в других	1	1
202	а и выходит	1	1
203	что не откажемся	1	1
204	дунечка не хочу	1	1
205	его с другими	1	1
206	милостивый государь что	1	1
207	должно отметить что	1	1
208	что он не	1	1
209	ли вы дунечка	1	1
210	в отличие от	2	1
211	чистота ну если	1	1
212	хочу я вашей	1	1
213	мир стоит жертву-то	1	1
214	же время не	2	1
215	права действовать жить	1	1
216	ему вчерашний вопрос	1	1
217	же-с счастье его	1	1
218	вы дунечка что	1	1
219	бы и такою	1	1
220	про себя в	1	1
221	сказать что у	1	1
222	кроме любви-то и	1	1
223	на излишек комфорта	1	1
224	не бывать тому	1	1
225	любви тут не	1	1
226	первенец ну как	1	1
227	образа героя и	2	1
228	лужинская чистота все	1	1
229	человеком окончит жизнь	1	1
230	в последующих произведениях	1	1
231	резко отличается от	1	1
232	и любить понимаете	1	1
233	ото всех сколько	1	1
234	смерти дело идет	1	1
235	мыслей и положений	1	1
236	мной? да что	1	1
237	стоит дунечка сия	1	1
238	с самим собою	7	1
239	выходит тогда что	1	1
240	герой не может	1	1
241	сонечкина чистота а	1	1
