N	3gram	Medvedev_F_3	Problemy
1	и т п	5	9
2	в пределах одного	2	9
3	с точки зрения	14	8
4	в большинстве случаев	4	8
5	до сих пор	1	7
6	по отношению к	3	5
7	сам по себе	1	5
8	то же время	7	5
9	в то же	7	5
10	и не может	4	4
11	как и все	2	4
12	в отличие от	2	4
13	сама по себе	1	4
14	не может быть	14	4
15	друг с другом	1	4
16	в самом деле	4	4
17	и т д	6	4
18	можно было бы	1	3
19	с другой стороны	5	3
20	той или иной	1	3
21	как и в	1	3
22	хотя и не	1	2
23	в настоящее время	1	2
24	в этом смысле	2	2
25	нам кажется что	2	2
26	в плоскости одного	1	2
27	таким образом как	1	2
28	друг на друга	1	2
29	в точке пересечения	1	2
30	в том или	1	2
31	в конце концов	2	2
32	в отношении к	1	2
33	но при этом	1	2
34	в одной плоскости	3	2
35	тем не менее	2	2
36	никогда не может	1	2
37	другой стороны и	1	2
38	но все же	1	2
39	на то что	1	2
40	в этих случаях	1	2
41	о том как	2	1
42	бы ни были	1	1
43	а следовательно и	1	1
44	иначе обстоит дело	3	1
45	и в жизни	1	1
46	отношения слова к	1	1
47	же время не	1	1
48	остается тем же	1	1
49	не забывает своего	1	1
50	нужно иметь в	1	1
51	мере того как	1	1
52	иметь в виду	1	1
53	а вовсе не	4	1
54	в виду что	1	1
55	дело в том	2	1
56	как и всякое	2	1
57	в том числе	1	1
58	по мере того	1	1
59	то же самое	3	1
60	в том же	1	1
61	непосредственно ни с	1	1
62	здесь же нам	1	1
63	типа т е	1	1
64	с установкой на	2	1
65	обойтись без этого	1	1
66	точки зрения его	3	1
67	таким образом между	1	1
68	видения и понимания	4	1
69	если же он	1	1
70	в таком случае	1	1
71	а не как	1	1
72	и в других	1	1
73	хотя бы и	1	1
74	сами по себе	2	1
75	бы то ни	4	1
76	лишь тогда когда	2	1
77	одна из существеннейших	1	1
78	точки зрения своей	1	1
79	между тем как	1	1
80	в собственном смысле	1	1
81	при этом не	1	1
82	том числе и	1	1
83	слова как бы	1	1
84	том или ином	1	1
85	здесь не в	1	1
86	сказа т е	1	1
87	в данной социальной	2	1
88	так сказать в	1	1
89	в произведении нет	1	1
90	но в таком	1	1
91	в значительной степени	1	1
92	его художественного замысла	1	1
93	т е в	1	1
94	целое и не	1	1
95	то ни было	4	1
96	лишь в пределах	1	1
97	с одной стороны	1	1
98	смысле этого слова	2	1
99	так же не	1	1
100	в связи с	4	1
101	в той же	1	1
102	за исключением этого	1	1
103	каких бы то	1	1
104	так или иначе	1	1
105	в пределах данного	1	1
106	может развиваться в	1	1
107	в следующей главе	2	1
108	собственном смысле слова	1	1
109	во всяком случае	6	1
110	мы не найдем	1	1
111	до настоящего времени	1	1
112	моментом которого оно	1	1
113	и в том	1	1
114	которого оно является	1	1
115	данной социальной группы	2	1
116	забывает своего пути	1	1
117	о том что	1	1
118	одной плоскости с	1	1
119	как бы еще	1	1
120	в данную эпоху	1	1
121	не была бы	1	1
122	так и в	2	1
123	на самом деле	12	1
124	вовсе не как	1	1
125	в каждом элементе	1	1
126	мы можем сказать	1	1
127	этой точки зрения	1	1
128	не только не	2	1
129	в пределах одной	2	1
130	т п в	2	1
131	не могло в	1	1
132	в каждую эпоху	1	1
133	тот же принцип	1	1
134	не может стать	2	1
135	между ними и	2	1
136	можно сказать что	1	1
137	как мы знаем	4	1
138	в самом слове	1	1
139	данного поэтического высказывания	1	1
140	значительной степени определяется	1	1
141	и в нем	1	1
142	вовсе не с	1	1
143	есть в каждом	1	1
144	в том что	3	1
145	в процессе его	2	1
146	можем сказать что	1	1
147	и для всякого	1	1
148	заложенные в них	2	1
149	мы увидим что	2	1
150	где может быть	1	1
