N	2gram	Propp_Isto_4	Komedia
1	и в	26	26
2	и не	9	14
3	и его	10	12
4	к тому	1	12
5	так и	10	12
6	может быть	14	11
7	в том	3	11
8	в этом	7	10
9	но и	12	10
10	том что	3	9
11	если бы	2	9
12	вместе с	6	9
13	что в	14	9
14	ясно что	1	8
15	было бы	2	8
16	и на	2	7
17	не только	15	7
18	на себя	4	7
19	что и	9	7
20	из них	2	7
21	еще не	6	6
22	в своем	2	6
23	о том	4	6
24	в нем	2	6
25	в доме	4	6
26	таким образом	10	6
27	в то	1	6
28	потому что	6	6
29	и здесь	5	6
30	наряду с	3	6
31	во время	7	6
32	то что	16	6
33	что он	10	5
34	так что	2	5
35	в истории	2	5
36	независимо от	1	5
37	с этим	2	5
38	а затем	3	5
39	ни в	2	5
40	с тем	2	5
41	и с	5	5
42	один из	1	5
43	в качестве	7	5
44	к этому	5	5
45	уже в	2	4
46	в наиболее	1	4
47	хотя и	2	4
48	что это	2	4
49	в целом	2	4
50	из этих	3	4
51	в них	1	4
52	как и	7	4
53	в этих	7	4
54	тому что	1	4
55	не менее	2	4
56	не по	2	4
57	это слово	1	4
58	как будто	1	4
59	как мы	5	4
60	что у	3	4
61	за то	1	4
62	его в	9	4
63	в его	5	4
64	в середине	1	4
65	только в	3	4
66	до нас	1	4
67	же в	3	4
68	в начале	1	4
69	так как	9	4
70	у него	5	4
71	на этот	2	4
72	прежде всего	1	4
73	в частности	2	4
74	как это	3	4
75	все же	9	4
76	одной из	1	4
77	точки зрения	1	4
78	например в	3	3
79	тех же	2	3
80	в котором	1	3
81	то же	8	3
82	той же	1	3
83	вопрос о	4	3
84	в ней	1	3
85	во всех	1	3
86	как правило	1	3
87	но не	5	3
88	как в	7	3
89	но в	5	3
90	в этой	2	3
91	как он	6	3
92	друг другу	1	3
93	но все	5	3
94	человека в	1	3
95	по всему	1	3
96	но если	1	3
97	надо признать	1	3
98	не имеет	3	3
99	того как	4	3
100	связи с	3	3
101	что на	2	3
102	то время	1	3
103	в образе	3	3
104	к нему	6	3
105	а у	2	3
106	к их	1	3
107	себя в	2	3
108	мы знаем	8	3
109	и их	2	3
110	представить себе	1	3
111	друг друга	1	3
112	мы можем	6	3
113	тем что	5	3
114	возможно что	2	3
115	или иначе	1	3
116	здесь в	1	3
117	не было	1	3
118	о чем	3	3
119	в связи	2	3
120	из которых	5	3
121	в тех	4	3
122	войны и	1	3
123	с этой	2	3
124	все это	2	3
125	или в	3	3
126	для нас	3	3
127	а в	8	3
128	в своей	4	3
129	жизни и	1	3
130	по поводу	1	3
131	том числе	1	3
132	не может	6	3
133	и т	27	2
134	одним из	1	2
135	и есть	2	2
136	из его	1	2
137	и за	2	2
138	мы имеем	7	2
139	мы не	1	2
140	время как	1	2
141	не вполне	1	2
142	то это	5	2
143	в виду	1	2
144	он был	1	2
145	чем это	1	2
146	и другие	3	2
147	если в	1	2
148	тут же	2	2
149	и я	1	2
150	в одной	3	2
151	что именно	1	2
152	целый ряд	1	2
153	достаточно ясно	1	2
154	что по	1	2
155	имеет в	1	2
156	под тем	1	2
157	и хотя	1	2
158	с той	2	2
159	жизни так	1	2
160	роль в	1	2
161	и если	3	2
162	что она	3	2
163	не следует	1	2
164	три года	4	2
165	в плен	6	2
166	он не	7	2
167	в силу	5	2
168	что ни	3	2
169	на этом	2	2
170	об этом	7	2
171	связанных с	2	2
172	это не	5	2
173	в это	1	2
174	отец и	2	2
175	не всегда	6	2
176	к середине	1	2
177	и такая	1	2
178	в развитии	1	2
179	представление о	1	2
180	не в	5	2
181	однако в	2	2
182	вовсе не	4	2
183	даже в	4	2
184	на пути	1	2
185	одна из	2	2
186	нет необходимости	3	2
187	в одном	5	2
188	сюжета в	1	2
189	и почему	1	2
190	если у	1	2
191	содержанию и	1	2
192	своего отца	3	2
193	на это	2	2
194	и это	1	2
195	как не	1	2
196	так в	4	2
197	и что	5	2
198	с собой	5	2
199	быту и	1	2
200	или на	2	2
201	на что	1	2
202	после того	2	2
203	и во	2	2
204	и все	2	2
205	нем не	1	2
206	в другой	3	2
207	представления о	3	2
208	в лице	2	2
209	по содержанию	1	2
210	тот же	1	2
211	с ними	5	2
212	или его	1	2
213	и у	5	2
214	одно из	1	2
215	не для	1	2
216	у нее	2	2
217	отношение к	2	2
218	от того	2	2
219	в других	2	2
220	со стороны	1	2
221	и к	1	2
222	до сих	5	2
223	с другой	4	2
224	а на	4	2
225	у других	1	2
226	с которым	1	2
227	берет на	1	2
228	в ответ	1	2
229	как бы	3	2
230	пути к	1	2
231	сих пор	5	2
232	естественно не	1	2
233	бы в	1	2
234	еще более	1	2
235	хотя бы	2	2
236	к его	1	2
237	этим объясняется	1	2
238	в голову	1	2
239	или отец	1	1
240	говоря о	1	1
241	с кем	1	1
242	говорилось выше	1	1
243	представлял собой	1	1
244	ли то	1	1
245	редкий случай	1	1
246	что эти	1	1
247	которые очень	1	1
248	по его	2	1
249	то для	1	1
250	сравнению с	3	1
251	из леса	2	1
252	та же	1	1
253	знаем теперь	1	1
254	или дав	1	1
255	они были	1	1
256	ему в	2	1
257	видели как	2	1
258	теперь на	1	1
259	большей частью	3	1
260	и самого	1	1
261	когда речь	1	1
262	собой в	2	1
263	между собой	1	1
264	все эти	3	1
265	в различных	1	1
266	в чем	1	1
267	что люди	1	1
268	говоря не	1	1
269	и землей	1	1
270	только после	1	1
271	то мы	2	1
272	в юности	1	1
273	часть из	1	1
274	при жизни	2	1
275	о смерти	1	1
276	это видно	2	1
277	же она	1	1
278	а вместо	1	1
279	не просто	4	1
280	ли эта	1	1
281	из таких	2	1
282	создается образ	2	1
283	общего с	1	1
284	чем говорилось	1	1
285	как к	1	1
286	однако не	1	1
287	тех случаях	2	1
288	года до	1	1
289	царство и	2	1
290	греческих и	1	1
291	ход действия	1	1
292	привести к	1	1
293	представляет собой	2	1
294	если мы	1	1
295	этого было	1	1
296	в себе	2	1
297	не могла	1	1
298	лет тому	1	1
299	чтобы установить	1	1
300	на его	3	1
301	не имеют	1	1
302	и стало	1	1
303	главным образом	2	1
304	которой не	1	1
305	видеть в	2	1
306	персонажей мы	1	1
307	отца а	1	1
308	и более	3	1
309	же становится	1	1
310	их из	1	1
311	его от	2	1
312	в человеческую	1	1
313	совпадают с	1	1
314	в другом	5	1
315	в ход	1	1
316	а по	4	1
317	на все	1	1
318	наделен признаками	1	1
319	с целью	2	1
320	знает что	1	1
321	эта случайность	1	1
322	служит средством	1	1
323	и мы	1	1
324	ты мне	1	1
325	по себе	2	1
326	еще одно	1	1
327	но уже	1	1
328	существовали в	1	1
329	героя или	1	1
330	он же	2	1
331	ни одной	2	1
332	выступает не	1	1
333	попадает в	3	1
334	со своими	1	1
335	и уже	1	1
336	которой он	2	1
337	он и	1	1
338	мы видели	6	1
339	с такой	1	1
340	действительно не	1	1
341	как таковой	1	1
342	и тогда	1	1
343	не мог	3	1
344	только тем	1	1
345	во второй	1	1
346	от своего	3	1
347	и при	3	1
348	поэтического творчества	1	1
349	таким же	6	1
350	этой связи	1	1
351	же это	2	1
352	начинает меняться	1	1
353	при существовании	2	1
354	было очень	1	1
355	от его	1	1
356	этого сюжета	1	1
357	должны были	1	1
358	образом и	1	1
359	всегда является	1	1
360	отцом и	1	1
361	тем не	2	1
362	их в	7	1
363	дом и	1	1
364	условия и	1	1
365	и очень	1	1
366	тем меньше	1	1
367	власть в	1	1
368	тем самым	1	1
369	что эта	3	1
370	легко представить	1	1
371	это дает	1	1
372	на два	1	1
373	здесь на	2	1
374	в основе	1	1
375	небом и	2	1
376	никогда не	2	1
377	от голода	1	1
378	ничего не	5	1
379	не каждый	1	1
380	более что	1	1
381	и является	1	1
382	представление об	3	1
383	со своим	1	1
384	здесь же	1	1
385	эти три	1	1
386	между небом	1	1
387	в области	2	1
388	вот в	1	1
389	не заставляет	1	1
390	к себе	3	1
391	впереди в	1	1
