N	2gram	Bakhtin_Fr_4	Marksizm
1	может быть	2	28
2	и в	29	19
3	как бы	8	19
4	и не	16	19
5	не может	2	18
6	точки зрения	4	17
7	то же	10	16
8	и его	8	16
9	как мы	10	15
10	в этом	11	15
11	в сущности	6	14
12	так сказать	2	14
13	таким образом	20	14
14	не только	10	13
15	с точки	2	13
16	связи с	2	13
17	речи и	1	13
18	в нем	5	11
19	если бы	1	11
20	вовсе не	9	11
21	так и	11	10
22	и т.п	12	10
23	но и	9	10
24	том что	3	10
25	самом деле	1	9
26	при этом	3	9
27	как и	12	9
28	для него	1	9
29	в основе	2	9
30	с его	4	8
31	в то	10	8
32	же время	8	8
33	только в	2	8
34	на самом	4	7
35	его в	9	7
36	никогда не	2	7
37	в том	7	7
38	прежде всего	8	7
39	в связи	1	7
40	и для	2	7
41	но в	12	7
42	в таком	1	7
43	мы уже	10	6
44	и как	3	6
45	в самом	1	6
46	слова и	1	6
47	ни в	2	6
48	того чтобы	3	6
49	к тому	2	6
50	для того	3	6
51	же самое	1	6
52	быть и	1	6
53	мы можем	3	6
54	с помощью	4	6
55	и все	13	6
56	в свою	1	6
57	смысле слова	1	5
58	того же	5	5
59	и на	11	5
60	все же	3	5
61	на этой	2	5
62	в данном	1	5
63	в их	2	5
64	самого начала	3	5
65	свою очередь	1	5
66	с самого	3	5
67	и здесь	3	5
68	к нему	3	5
69	в его	8	5
70	в форме	1	5
71	в большинстве	6	5
72	большинстве случаев	5	5
73	в той	2	5
74	этого слова	1	5
75	и того	1	5
76	как слово	1	5
77	к этому	2	5
78	так же	7	5
79	все те	2	4
80	должна быть	1	4
81	а как	2	4
82	и ее	1	4
83	вполне понятно	1	4
84	конечно не	4	4
85	только на	1	4
86	в себе	3	4
87	на то	1	4
88	значение в	1	4
89	это не	5	4
90	ведь если	1	4
91	в слове	2	4
92	мы видели	7	4
93	одного и	1	4
94	в отношении	1	4
95	ничего не	1	4
96	точном смысле	1	4
97	по мере	1	4
98	того что	3	4
99	с ними	3	4
100	что он	4	4
101	и их	3	4
102	как раз	2	4
103	смысле этого	1	4
104	то что	4	4
105	сказать что	5	4
106	и то	2	3
107	в котором	2	3
108	и до	5	3
109	в ней	3	3
110	еще не	4	3
111	в ее	3	3
