N	3gram	Bakhtin_Pr_1	NovoeSre
1	в высшей степени	1	6
2	не может быть	3	4
3	подобно тому как	3	3
4	равно как и	1	2
5	в этом смысле	9	2
6	он не может	1	2
7	что в нем	1	2
8	и не во	1	2
9	так же как	1	2
10	это не значит	2	2
11	с другой стороны	2	2
12	ни одна из	1	2
13	в том и	1	2
14	она не может	1	2
15	в платоновском смысле	1	1
16	xviii века но	1	1
17	а не к	1	1
18	что она не	2	1
19	то время как	1	1
20	мы должны перейти	1	1
21	себе и в	1	1
22	же как и	1	1
23	потому что не	1	1
24	нельзя сказать ни	1	1
25	до сих пор	2	1
26	и не может	2	1
27	переживает кризис и	1	1
28	в зависимости от	3	1
29	сами по себе	3	1
30	в отличие от	2	1
31	тому как в	1	1
32	в то что	1	1
33	можно было бы	3	1
34	может быть только	1	1
35	и весь мир	1	1
36	верить в то	1	1
37	было бы сказать	1	1
38	или иная форма	1	1
39	в том чтобы	1	1
40	не только в	1	1
41	и не могут	1	1
42	как будто бы	1	1
43	в известном смысле	1	1
44	не могут быть	1	1
45	по природе своей	1	1
46	не в том	1	1
47	то что он	1	1
48	во всяком случае	3	1
49	ни в какие	1	1
50	и еще не	1	1
51	в мире а	1	1
52	о том что	2	1
53	в то время	2	1
54	то что в	1	1
55	не в духе	1	1
56	в значительной степени	1	1
57	это и есть	3	1
58	та или иная	1	1
59	выходит за пределы	2	1
60	ведь прежде всего	1	1
61	в большинстве случаев	2	1
62	не будет и	1	1
63	в том что	7	1
64	для них не	1	1
65	конечно не в	1	1
