N	3gram	Losev_Dial_4	FransuaR
1	то же время	6	10
2	в то же	6	10
3	в том что	9	6
4	и в то	2	5
5	в той же	1	3
6	в связи с	1	3
7	с точки зрения	9	2
8	в данном случае	1	2
9	но в то	2	2
10	дело в том	1	2
11	с одной из	1	2
12	о том что	1	2
13	не только не	1	2
14	можно сказать что	1	2
15	с другой стороны	1	2
16	мы видим что	2	2
17	для того чтобы	5	2
18	не может быть	6	2
19	что это не	1	1
20	искать не в	1	1
21	в частности и	1	1
22	мы видим в	1	1
23	прямо сказать что	1	1
24	сказать что в	1	1
25	в чем же	2	1
26	прежде всего в	1	1
27	на том же	1	1
28	том же самом	1	1
29	подобно тому как	4	1
30	мы переходим к	1	1
31	в отличие от	1	1
32	уже не раз	1	1
33	во всей его	1	1
34	на самом же	1	1
35	ни о какой	1	1
36	и то что	1	1
37	и в частности	2	1
38	в сущности это	1	1
39	о том как	2	1
40	в гл ix	1	1
41	вот как он	1	1
42	если бы мы	1	1
43	в свете этой	1	1
44	имел в виду	1	1
45	друг другу как	1	1
46	одна из этих	1	1
47	смысл и свое	1	1
48	и в этом	3	1
49	по сравнению с	2	1
50	и при этом	1	1
51	и вместе с	1	1
52	и с этой	1	1
53	не в том	4	1
54	да еще с	1	1
55	кроме того в	1	1
56	можно прямо сказать	1	1
57	как бы в	1	1
58	самом же деле	1	1
59	не мог не	1	1
60	и как бы	1	1
61	той или другой	3	1
62	к своему пределу	1	1
63	включает в себя	1	1
64	вопрос о том	1	1
65	в пределах одной	1	1
66	и прежде всего	1	1
67	от вещей и	1	1
68	вещи не просто	1	1
69	речь идет о	1	1
70	как бы ни	1	1
71	прежде всего это	1	1
72	может и не	1	1
73	ни о каком	1	1
74	в этом смысле	4	1
75	после того как	1	1
76	это как бы	1	1
77	и не имеет	1	1
78	в особенности же	1	1
79	уже не просто	1	1
80	оно и не	1	1
81	но если бы	1	1
82	той или иной	1	1
83	судить о том	1	1
