N	2gram	Vygotskiy__5	Narrotol
1	не только	16	32
2	может быть	9	25
3	но и	6	23
4	в качестве	4	21
5	и не	12	20
6	и в	16	19
7	в том	18	18
8	в этом	25	17
9	не в	6	14
10	в частности	3	14
11	том что	15	14
12	состоит в	6	13
13	представляет собой	7	12
14	тогда как	1	12
15	а не	10	12
16	то что	26	11
17	а в	3	11
18	точки зрения	18	10
19	не может	18	10
20	при этом	4	9
21	так и	7	9
22	в его	11	9
23	со стороны	1	9
24	в себе	1	8
25	во времени	1	8
26	и т.п	1	8
27	с другой	4	8
28	не является	5	8
29	еще не	4	7
30	по отношению	12	7
31	как в	5	7
32	все же	3	7
33	в случае	2	7
34	как и	8	7
35	к тому	6	7
36	и т.д	4	7
37	с одной	3	7
38	одной стороны	3	7
39	с его	1	6
40	но не	10	6
41	точка зрения	8	6
42	в той	6	6
43	то в	3	6
44	на протяжении	2	6
45	тем самым	8	6
46	в себя	3	6
47	о том	8	6
48	что он	25	6
49	именно в	4	6
50	как это	8	6
51	отношению к	12	6
52	иначе говоря	1	6
53	том числе	1	6
54	но в	6	6
55	между двумя	3	5
56	отличие от	2	5
57	и как	3	5
58	в этой	6	5
59	тому же	2	5
60	в отличие	2	5
61	по себе	7	5
62	в основе	8	5
63	и его	3	5
64	к нему	3	5
65	нуждается в	1	5
66	в форме	1	5
67	себя в	1	5
68	или иной	1	5
69	в данном	1	5
70	можно сказать	5	5
71	переход от	7	4
72	то же	8	4
73	из которых	3	4
74	как правило	1	4
75	перед нами	1	4
76	за собой	1	4
77	в нем	7	4
78	в силу	10	4
79	но все	2	4
80	и с	3	4
81	было бы	10	4
82	и тем	3	4
83	точку зрения	1	4
84	связи с	3	4
85	числе и	1	4
86	той или	1	4
87	имеет место	2	4
88	не столько	1	4
89	те же	2	4
90	одного из	1	4
91	во втором	1	4
92	вслед за	2	4
93	только в	10	4
94	хотя бы	5	4
95	у него	6	4
96	что не	1	4
97	прежде всего	3	4
98	если не	1	4
99	как бы	5	4
100	да и	1	4
101	отличается от	1	4
102	же в	2	4
103	одной из	3	4
104	сказать что	13	4
105	другой стороны	2	4
106	это и	3	3
107	в первом	3	3
108	же как	7	3
109	в сущности	13	3
110	и он	1	3
111	в ней	2	3
112	и на	6	3
113	может не	1	3
114	бы то	1	3
115	в ее	1	3
116	если в	3	3
117	что они	5	3
118	когда он	2	3
119	что это	1	3
120	уже в	1	3
121	не есть	4	3
122	он не	8	3
123	который по	1	3
124	ни в	1	3
125	тем не	1	3
126	не менее	3	3
127	в то	5	3
128	тем что	5	3
129	никогда не	5	3
130	по своей	3	3
131	этом отношении	5	3
132	могут быть	4	3
133	как будет	1	3
134	как мы	10	3
135	с ее	1	3
136	свою очередь	3	3
137	сводится к	1	3
138	не с	2	3
139	мог бы	1	3
140	столь же	2	3
141	между тем	3	3
142	один из	1	3
143	из них	2	3
144	в прошлом	1	3
145	из двух	1	3
146	и даже	2	3
147	даже не	1	3
148	или иначе	1	3
149	в свою	4	3
150	а с	2	3
151	как будто	2	3
152	не существует	1	3
153	что в	16	3
154	а во	1	3
155	жизни и	2	3
156	как известно	4	2
157	отношения к	2	2
158	одним из	2	2
159	например в	1	2
160	и потому	2	2
161	самом деле	3	2
162	здесь и	1	2
163	к другому	1	2
164	оно может	1	2
165	должна быть	5	2
166	и возможность	1	2
167	который в	1	2
168	мы имеем	1	2
169	говорить о	3	2
170	в будущем	1	2
171	между собой	13	2
172	он сам	1	2
173	иное как	1	2
174	возможность иного	1	2
175	но как	3	2
176	не то	4	2
177	как справедливо	1	2
178	существенным образом	2	2
179	отношение к	11	2
180	независимо от	1	2
181	что именно	1	2
182	как к	1	2
183	в своем	5	2
184	не являются	1	2
185	более или	1	2
186	все эти	4	2
187	всей своей	1	2
188	в известном	8	2
189	и тот	3	2
190	себя и	2	2
191	ключ к	1	2
192	не как	1	2
193	собой не	1	2
194	подобно тому	4	2
195	именно это	2	2
196	значительной степени	1	2
197	зрения на	1	2
198	его в	2	2
199	того или	1	2
200	это не	4	2
201	в общей	1	2
202	несмотря на	1	2
203	на первый	1	2
204	или менее	1	2
205	с точки	9	2
206	однако в	1	2
207	зрения и	1	2
208	она не	1	2
209	в обоих	1	2
210	которого он	1	2
211	что иное	1	2
212	в структуре	1	2
213	не могло	1	2
214	не имеет	4	2
215	ничего не	5	2
216	как раз	1	2
217	и после	1	2
218	их внутреннюю	1	2
219	что на	1	2
220	оно не	1	2
221	приходит к	3	2
222	более не	1	2
223	на другой	1	2
224	языка и	6	2
225	в собственном	1	2
226	даже самое	1	2
227	в пределах	4	2
228	приводит к	7	2
229	что у	2	2
230	можно было	5	2
231	во второй	2	2
