N	3gram	Vinokur_St_1	KulturaY
1	и т п	9	24
2	и т д	21	14
3	в том что	17	10
4	можно было бы	8	9
5	с точки зрения	8	8
6	для того чтобы	10	8
7	в самом деле	5	7
8	то обстоятельство что	2	7
9	с другой стороны	6	7
10	по крайней мере	2	6
11	в этом смысле	1	5
12	во всяком случае	6	5
13	тем не менее	2	5
14	в зависимости от	1	4
15	в этой области	5	4
16	не только в	4	4
17	не может быть	5	4
18	в лучшем случае	1	3
19	в этом отношении	7	3
20	точно так же	1	3
21	в конце концов	1	3
22	то же время	4	3
23	в то же	4	3
24	потому что он	1	2
25	не говоря уже	1	2
26	на самом деле	6	2
27	но даже и	1	2
28	в соответствии с	1	2
29	в этом случае	2	2
30	только в том	3	2
31	говоря уже о	1	2
32	хотя бы и	2	2
33	в наше время	1	2
34	на этот вопрос	1	2
35	в данном отношении	5	2
36	то или иное	3	2
37	т п но	1	2
38	и вовсе не	1	2
39	в том случае	1	2
40	дело не в	2	2
41	в таких случаях	1	2
42	так же как	3	2
43	в результате этого	1	2
44	и в том	2	2
45	в свое время	2	2
46	но также и	4	2
47	того или иного	4	2
48	и в самом	3	2
49	т п в	3	2
50	за последнее время	1	2
51	но все же	3	2
52	мы говорим о	1	2
53	на то что	4	2
54	в узком смысле	1	2
55	так или иначе	2	2
56	то тем самым	1	2
57	т д ср	1	2
58	я думаю что	4	1
59	том что в	3	1
60	в том смысле	2	1
61	в области изучения	2	1
62	было бы говорить	1	1
63	сих пор еще	1	1
64	в голову не	1	1
65	т е уже	1	1
66	т д вот	1	1
67	указание на то	1	1
68	говорю уже о	2	1
69	чуть ли не	2	1
70	дело в том	4	1
71	какой-либо смысл то	1	1
72	возможно что в	2	1
73	в настоящее время	1	1
74	в том и	1	1
75	т е не	1	1
76	должен был бы	1	1
77	е не только	1	1
78	и в голову	1	1
79	до сих пор	7	1
80	при чем но	1	1
81	это и в	1	1
82	на точку зрения	2	1
83	мне кажется что	2	1
84	в иных случаях	2	1
85	как можно было	1	1
86	что он не	1	1
87	также и то	1	1
88	бы то ни	1	1
89	в первую очередь	2	1
90	и далее в	1	1
91	нет никаких оснований	1	1
92	только то что	1	1
93	том что так	1	1
94	или иначе но	1	1
95	и то обстоятельство	1	1
96	но это не	1	1
97	это вовсе не	1	1
98	в той мере	1	1
99	действительно было бы	1	1
100	и говорить о	1	1
101	что же до	1	1
102	том смысле как	1	1
103	не могла бы	1	1
104	и не в	1	1
105	и в области	4	1
106	мы приходим к	1	1
107	и дело что	1	1
108	и то что	2	1
109	и в других	1	1
110	может быть и	2	1
111	не хочу сказать	2	1
112	обстоятельство что в	1	1
113	то время как	1	1
114	уже о том	1	1
115	т е в	2	1
116	для нас особенно	1	1
117	думаю что это	1	1
118	в данном случае	6	1
119	сами по себе	1	1
120	с одной стороны	2	1
121	прочих равных условиях	1	1
122	ясно что и	1	1
123	смысле этого слова	1	1
124	не значит что	3	1
125	а также и	2	1
126	том что и	1	1
127	ровным счетом ничего	1	1
128	не в том	2	1
129	которая была бы	1	1
130	не удержался от	1	1
131	не стоило бы	1	1
132	не при чем	4	1
133	у нас нет	7	1
134	ответ на этот	1	1
135	я имею в	1	1
136	целый ряд таких	1	1
137	те или иные	1	1
138	ведь на самом	1	1
139	мере в какой	2	1
140	тем или иным	3	1
141	что же это	1	1
142	вовсе не заслуживает	1	1
143	и гораздо более	1	1
144	убедиться в этом	1	1
145	нужно было бы	1	1
146	ни одного слова	1	1
147	ни в каком	1	1
148	имею в виду	1	1
149	потому что не	1	1
150	но с другой	2	1
151	и некоторые другие	1	1
152	д и т	1	1
153	заключается в том	3	1
154	в то время	2	1
155	данном случае в	2	1
156	в том чтобы	1	1
157	как и в	2	1
158	хотя и с	1	1
159	о том что	11	1
160	ничего общего с	3	1
161	постановке вопроса о	1	1
162	и никогда не	1	1
163	таких случаях как	1	1
164	в данных случаях	1	1
165	того чтобы не	1	1
166	чем в прочих	1	1
167	речь идет о	2	1
168	языка что в	1	1
169	чтобы усомниться в	1	1
170	они ни были	1	1
171	после того как	1	1
172	в вопросе о	1	1
173	к тому что	1	1
174	достаточно для того	2	1
175	той мере в	1	1
176	т д и	2	1
177	потому что она	1	1
178	не говорю уже	2	1
179	таким образом в	1	1
180	не хотел бы	1	1
181	но в том-то	1	1
182	т д в	1	1
183	при прочих равных	1	1
184	не должен быть	1	1
185	также и в	1	1
