N	2gram	Voloshinov_1	Istorich
1	и в	13	28
2	может быть	8	25
3	а не	2	15
4	не может	8	15
5	никогда не	3	14
6	мы имеем	1	13
7	мы должны	6	13
8	то же	4	12
9	не только	6	12
10	что в	3	12
11	мы видим	2	11
12	только в	6	11
13	мы не	4	10
14	все же	5	10
15	и что	1	10
16	что он	1	10
17	но и	3	10
18	прежде всего	9	10
19	не в	3	9
20	так и	3	9
21	то что	6	9
22	в том	2	9
23	и не	8	9
24	в этом	2	8
25	но в	4	8
26	таким образом	6	8
27	не всегда	1	8
28	если бы	2	8
29	в ней	2	7
30	здесь мы	3	7
31	еще не	1	7
32	и здесь	1	7
33	этот вопрос	1	7
34	и др	2	7
35	что мы	1	7
36	так же	2	7
37	том что	2	7
38	было бы	4	7
39	а в	2	7
40	в этой	1	6
41	ни один	3	6
42	его в	1	6
43	тем не	1	6
44	не менее	2	6
45	к тому	2	6
46	вслед за	2	6
47	так как	3	6
48	с другой	2	6
49	вместе с	1	6
50	например в	1	5
51	вопрос о	1	5
52	что они	2	5
53	в своем	1	5
54	более или	1	5
55	что она	1	5
56	их в	1	5
57	или менее	1	5
58	на основе	1	5
59	в дальнейшем	1	5
60	можно было	1	5
61	в его	7	5
62	но не	1	5
63	в одном	3	5
64	к которому	1	5
65	или в	1	5
66	не знает	1	5
67	сказать что	1	5
68	другой стороны	2	5
69	ее в	2	5
70	и для	3	4
71	то мы	1	4
72	с этим	3	4
73	все эти	2	4
74	на то	1	4
75	об этом	1	4
76	как и	3	4
77	в основе	1	4
78	связи с	1	4
79	должны быть	1	4
80	в пределах	3	4
81	так в	1	4
82	другими словами	1	4
83	детей и	1	4
84	с одной	2	4
85	потому что	1	4
86	и пр	7	4
87	превращается в	3	4
88	один из	1	4
89	связь с	1	4
90	одной стороны	2	4
91	могут быть	2	4
92	там где	2	4
93	все это	4	4
94	в связи	2	4
95	хотя бы	5	4
96	но это	1	4
97	они не	1	4
98	также и	1	3
99	мы здесь	1	3
100	ему в	1	3
101	то это	1	3
102	не совсем	1	3
103	и он	1	3
104	по отношению	3	3
105	точку зрения	3	3
106	при этом	2	3
107	не как	3	3
108	на этом	1	3
109	это конечно	1	3
110	же не	1	3
111	в другом	2	3
112	и тогда	1	3
113	этот материал	2	3
114	в их	3	3
115	бы быть	1	3
116	по себе	1	3
117	в то	1	3
118	того как	1	3
119	же самое	1	3
120	в образе	1	3
121	для этого	1	3
122	и должно	2	3
123	или на	1	3
124	в которую	2	3
125	во всем	2	3
126	и его	12	3
127	не можем	1	3
128	в начале	1	3
129	или даже	1	3
130	и их	7	3
131	тем что	2	3
132	на эту	1	3
133	как это	1	3
134	что же	3	3
135	в книге	2	3
136	в целях	2	3
137	отношению к	3	3
138	к сожалению	2	3
139	одним из	1	2
140	же как	1	2
141	оно может	1	2
142	в зависимости	2	2
143	связаны между	1	2
144	не вполне	1	2
145	когда мы	1	2
146	зависимости от	2	2
147	столь же	1	2
148	то он	1	2
149	отличие от	1	2
150	как в	2	2
151	и как	1	2
152	в действительности	2	2
153	от этого	2	2
154	в целом	2	2
155	в тех	2	2
156	и тот	1	2
157	в себе	3	2
158	вследствие этого	1	2
159	и если	1	2
160	в нем	2	2
161	связанные с	2	2
162	и вот	1	2
163	мы получим	2	2
164	материала и	3	2
165	и тем	2	2
166	должно быть	1	2
167	для него	2	2
168	но если	1	2
169	что такое	1	2
170	в такой	1	2
171	в отличие	1	2
172	бы мы	1	2
173	в эпоху	1	2
174	где нет	1	2
175	по мере	1	2
176	как о	1	2
177	и другое	1	2
178	самого начала	2	2
179	одна из	1	2
180	по своей	1	2
181	только с	1	2
182	всего в	1	2
183	в области	2	2
184	поставить вопрос	3	2
185	в ее	3	2
186	с самого	2	2
187	эту точку	1	2
188	еще в	2	2
189	мы в	1	2
190	но мы	4	2
191	образом мы	1	2
192	между тем	2	2
193	этот момент	1	2
194	в конечном	1	2
195	во всей	2	2
196	но так	2	2
197	тот же	2	2
198	одной из	1	2
199	эту связь	1	2
